año,mes,punto_cruce,punto_referencia,cantidad_ciclistas
2015,Abril,J. Alvarez y Padilla,PB40,1550
2015,Abril,Chile y Tacuari,PB44,1264
2015,Abril,Serrano y Loyola,PB45,3437
2015,Abril,Gorriti y G. Cruz,PB46,3979
2015,Abril,Cnel. Diaz y Mansilla,PB48,3062
2015,Abril,11 de Sep y Monroe,PB49,1387
2015,Abril,Arenales y Montevideo,PB52,3037
2015,Abril,M.T. Alvear y Uriburu,PB54,1275
2015,Abril,La Pampa y Superi,PB58,1925
2015,Mayo,Virrey Cevallos y Chile,PB1,3140
2015,Mayo,Azopar-do y Mexico,PB2,1133
2015,Mayo,Rincon y Carlos Calvo,PB3,2653
2015,Mayo,Virrey Liniers y C.Calvo,PB6,2874
2015,Mayo,Billin-ghurst y Peron,PB10,4735
2015,Mayo,Del Liber-tador y Montevideo,PB11,2194
2015,Mayo,Corredor Norte y Casares,PB12,3462
2015,Mayo,EEUU y 33 Orientales,PB32,1370
2015,Mayo,F. Alcorta y Derecho,PB36,2111
2015,Mayo,Montev y Peron,PB37,3764
2015,Mayo,Potosi y Rawson,PB39,1720
2015,Mayo,J. Alvarez y Padilla,PB40,1283
2015,Mayo,Chile y Tacuari,PB44,1165
2015,Mayo,Serrano y Loyola,PB45,2665
2015,Mayo,Gorriti y G. Cruz,PB46,3497
2015,Mayo,Cnel. Diaz y Mansilla,PB48,2903
2015,Mayo,11 de Sep y Monroe,PB49,1345
2015,Mayo,Arenales y Montevideo,PB52,2598
2015,Mayo,M.T. Alvear y Uriburu,PB54,1093
2015,Mayo,La Pampa y Superi,PB58,1799
2015,Junio,Virrey Cevallos y Chile,PB1,3597
2015,Junio,Azopar-do y Mexico,PB2,932
2015,Junio,Rincon y Carlos Calvo,PB3,1900
2015,Junio,Virrey Liniers y C.Calvo,PB6,2203
2015,Junio,Billin-ghurst y Peron,PB10,5548
2015,Junio,Del Liber-tador y Montevideo,PB11,2114
2015,Junio,Corredor Norte y Casares,PB12,3364
2015,Junio,EEUU y 33 Orientales,PB32,1314
2015,Junio,F. Alcorta y Derecho,PB36,1977
2015,Junio,Montev y Peron,PB37,3735
2015,Junio,Potosi y Rawson,PB39,1607
2015,Junio,J. Alvarez y Padilla,PB40,1247
2015,Junio,Chile y Tacuari,PB44,855
2015,Junio,Serrano y Loyola,PB45,2766
2015,Junio,Gorriti y G. Cruz,PB46,3312
2015,Junio,Cnel. Diaz y Mansilla,PB48,2765
2015,Junio,11 de Sep y Monroe,PB49,1228
2015,Junio,Arenales y Montevideo,PB52,2252
2015,Junio,M.T. Alvear y Uriburu,PB54,1375
2015,Junio,La Pampa y Superi,PB58,1682
2015,Julio,Virrey Cevallos y Chile,PB1,2374
2015,Julio,Azopar-do y Mexico,PB2,720
2015,Julio,Rincon y Carlos Calvo,PB3,1674
2015,Julio,Virrey Liniers y C.Calvo,PB6,2098
2015,Julio,Billin-ghurst y Peron,PB10,3990
2015,Julio,Del Liber-tador y Montevideo,PB11,1842
2015,Julio,Corredor Norte y Casares,PB12,2560
2015,Julio,EEUU y 33 Orientales,PB32,900
2015,Julio,F. Alcorta y Derecho,PB36,1868
2015,Julio,Montev y Peron,PB37,2719
2015,Julio,Potosi y Rawson,PB39,1237
2015,Julio,J. Alvarez y Padilla,PB40,1034
2015,Julio,Chile y Tacuari,PB44,870
2015,Julio,Serrano y Loyola,PB45,2307
2015,Julio,Gorriti y G. Cruz,PB46,2404
2015,Julio,Cnel. Diaz y Mansilla,PB48,1913
2015,Julio,11 de Sep y Monroe,PB49,1208
2015,Julio,Arenales y Montevideo,PB52,1964
2015,Julio,M.T. Alvear y Uriburu,PB54,1237
2015,Julio,La Pampa y Superi,PB58,1201
2015,Agosto,Virrey Cevallos y Chile,PB1,2456
2015,Agosto,Azopar-do y Mexico,PB2,1156
2015,Agosto,Rincon y Carlos Calvo,PB3,1601
2015,Agosto,Virrey Liniers y C.Calvo,PB6,1571
2015,Agosto,Billin-ghurst y Peron,PB10,3411
2015,Agosto,Del Liber-tador y Montevideo,PB11,1629
2015,Agosto,Corredor Norte y Casares,PB12,2689
2015,Agosto,EEUU y 33 Orientales,PB32,980
2015,Agosto,F. Alcorta y Derecho,PB36,1396
2015,Agosto,Montev y Peron,PB37,2932
2015,Agosto,Potosi y Rawson,PB39,1102
2015,Agosto,J. Alvarez y Padilla,PB40,1026
2015,Agosto,Chile y Tacuari,PB44,956
2015,Agosto,Serrano y Loyola,PB45,2757
2015,Agosto,Gorriti y G. Cruz,PB46,2398
2015,Agosto,Cnel. Diaz y Mansilla,PB48,2140
2015,Agosto,11 de Sep y Monroe,PB49,982
2015,Agosto,Arenales y Montevideo,PB52,1529
2015,Agosto,M.T. Alvear y Uriburu,PB54,1374
2015,Agosto,La Pampa y Superi,PB58,1236
2015,Septiembre,Virrey Cevallos y Chile,PB1,2453
2015,Septiembre,Azopar-do y Mexico,PB2,730
2015,Septiembre,Rincon y Carlos Calvo,PB3,1797
2015,Septiembre,Virrey Liniers y C.Calvo,PB6,1860
2015,Septiembre,Billin-ghurst y Peron,PB10,4395
2015,Septiembre,Del Liber-tador y Montevideo,PB11,1785
2015,Septiembre,Corredor Norte y Casares,PB12,2660
2015,Septiembre,EEUU y 33 Orientales,PB32,1195
2015,Septiembre,F. Alcorta y Derecho,PB36,1597
2015,Septiembre,Montev y Peron,PB37,3069
2015,Septiembre,Potosi y Rawson,PB39,1341
2015,Septiembre,J. Alvarez y Padilla,PB40,1091
2015,Septiembre,Chile y Tacuari,PB44,1060
2015,Septiembre,Serrano y Loyola,PB45,2118
2015,Septiembre,Gorriti y G. Cruz,PB46,2601
2015,Septiembre,Cnel. Diaz y Mansilla,PB48,2302
2015,Septiembre,11 de Sep y Monroe,PB49,1115
2015,Septiembre,Arenales y Montevideo,PB52,1974
2015,Septiembre,M.T. Alvear y Uriburu,PB54,1770
2015,Septiembre,La Pampa y Superi,PB58,1656
2015,Octubre,Virrey Cevallos y Chile,PB1,2557
2015,Octubre,Azopar-do y Mexico,PB2,923
2015,Octubre,Rincon y Carlos Calvo,PB3,1884
2015,Octubre,Virrey Liniers y C.Calvo,PB6,1838
2015,Octubre,Billin-ghurst y Peron,PB10,3924
2015,Octubre,Del Liber-tador y Montevideo,PB11,1697
2015,Octubre,Corredor Norte y Casares,PB12,2612
2015,Octubre,EEUU y 33 Orientales,PB32,1193
2015,Octubre,F. Alcorta y Derecho,PB36,1768
2015,Octubre,Montev y Peron,PB37,3158
2015,Octubre,Potosi y Rawson,PB39,1317
2015,Octubre,J. Alvarez y Padilla,PB40,1328
2015,Octubre,Chile y Tacuari,PB44,998
2015,Octubre,Serrano y Loyola,PB45,2825
2015,Octubre,Gorriti y G. Cruz,PB46,3035
2015,Octubre,Cnel. Diaz y Mansilla,PB48,2945
2015,Octubre,11 de Sep y Monroe,PB49,1100
2015,Octubre,Arenales y Montevideo,PB52,1876
2015,Octubre,M.T. Alvear y Uriburu,PB54,1698
2015,Octubre,La Pampa y Superi,PB58,1726
2015,Noviembre,Virrey Cevallos y Chile,PB1,2905
2015,Noviembre,Azopar-do y Mexico,PB2,716
2015,Noviembre,Rincon y Carlos Calvo,PB3,2062
2015,Noviembre,Virrey Liniers y C.Calvo,PB6,1687
2015,Noviembre,Billin-ghurst y Peron,PB10,4968
2015,Noviembre,Del Liber-tador y Montevideo,PB11,2249
2015,Noviembre,Corredor Norte y Casares,PB12,3564
2015,Noviembre,EEUU y 33 Orientales,PB32,1684
2015,Noviembre,F. Alcorta y Derecho,PB36,2131
2015,Noviembre,Montev y Peron,PB37,3425
2015,Noviembre,Potosi y Rawson,PB39,1464
2015,Noviembre,J. Alvarez y Padilla,PB40,1558
2015,Noviembre,Chile y Tacuari,PB44,1192
2015,Noviembre,Serrano y Loyola,PB45,3806
2015,Noviembre,Gorriti y G. Cruz,PB46,3927
2015,Noviembre,Cnel. Diaz y Mansilla,PB48,3171
2015,Noviembre,11 de Sep y Monroe,PB49,1389
2015,Noviembre,Arenales y Montevideo,PB52,2325
2015,Noviembre,M.T. Alvear y Uriburu,PB54,1964
2015,Noviembre,La Pampa y Superi,PB58,1579
2015,Diciembre,Virrey Cevallos y Chile,PB1,2906
2015,Diciembre,Azopar-do y Mexico,PB2,936
2015,Diciembre,Rincon y Carlos Calvo,PB3,2252
2015,Diciembre,Virrey Liniers y C.Calvo,PB6,2022
2015,Diciembre,Billin-ghurst y Peron,PB10,4325
2015,Diciembre,Del Liber-tador y Montevideo,PB11,2069
2015,Diciembre,Corredor Norte y Casares,PB12,3750
2015,Diciembre,EEUU y 33 Orientales,PB32,1510
2015,Diciembre,F. Alcorta y Derecho,PB36,1960
2015,Diciembre,Montev y Peron,PB37,2802
2015,Diciembre,Potosi y Rawson,PB39,1191
2015,Diciembre,J. Alvarez y Padilla,PB40,1154
2015,Diciembre,Chile y Tacuari,PB44,1148
2015,Diciembre,Serrano y Loyola,PB45,3351
2015,Diciembre,Gorriti y G. Cruz,PB46,3458
2015,Diciembre,Cnel. Diaz y Mansilla,PB48,2575
2015,Diciembre,11 de Sep y Monroe,PB49,881
2015,Diciembre,Arenales y Montevideo,PB52,2133
2015,Diciembre,M.T. Alvear y Uriburu,PB54,1568
2015,Diciembre,La Pampa y Superi,PB58,1567
2016,Enero,Virrey Cevallos y Chile,PB1,2165
2016,Enero,Azopar-do y Mexico,PB2,1092
2016,Enero,Rincon y Carlos Calvo,PB3,1402
2016,Enero,Virrey Liniers y C.Calvo,PB6,1414
2016,Enero,Billin-ghurst y Peron,PB10,2972
2016,Enero,Del Liber-tador y Montevideo,PB11,1974
2016,Enero,Corredor Norte y Casares,PB12,2567
2016,Enero,EEUU y 33 Orientales,PB32,1300
2016,Enero,F. Alcorta y Derecho,PB36,1784
2016,Enero,Montev y Peron,PB37,2356
2016,Enero,Potosi y Rawson,PB39,833
2016,Enero,J. Alvarez y Padilla,PB40,1243
2016,Enero,Chile y Tacuari,PB44,840
2016,Enero,Serrano y Loyola,PB45,2618
2016,Enero,Gorriti y G. Cruz,PB46,2933
2016,Enero,Cnel. Diaz y Mansilla,PB48,2058
2016,Enero,11 de Sep y Monroe,PB49,695
2016,Enero,Arenales y Montevideo,PB52,1679
2016,Enero,M.T. Alvear y Uriburu,PB54,1671
2016,Enero,La Pampa y Superi,PB58,1490
2016,Febrero,Virrey Cevallos y Chile,PB1,2559
2016,Febrero,Azopar-do y Mexico,PB2,817
2016,Febrero,Rincon y Carlos Calvo,PB3,2034
2016,Febrero,Virrey Liniers y C.Calvo,PB6,1903
2016,Febrero,Billin-ghurst y Peron,PB10,3802
2016,Febrero,Del Liber-tador y Montevideo,PB11,1901
2016,Febrero,Corredor Norte y Casares,PB12,3354
2016,Febrero,EEUU y 33 Orientales,PB32,1197
2016,Febrero,F. Alcorta y Derecho,PB36,1867
2016,Febrero,Montev y Peron,PB37,2572
2016,Febrero,Potosi y Rawson,PB39,1152
2016,Febrero,J. Alvarez y Padilla,PB40,1229
2016,Febrero,Chile y Tacuari,PB44,1168
2016,Febrero,Serrano y Loyola,PB45,2614
2016,Febrero,Gorriti y G. Cruz,PB46,2867
2016,Febrero,Cnel. Diaz y Mansilla,PB48,1591
2016,Febrero,11 de Sep y Monroe,PB49,1098
2016,Febrero,Arenales y Montevideo,PB52,1836
2016,Febrero,M.T. Alvear y Uriburu,PB54,1409
2016,Febrero,La Pampa y Superi,PB58,1503
2016,Marzo,Virrey Cevallos y Chile,PB1,2618
2016,Marzo,Azopar-do y Mexico,PB2,777
2016,Marzo,Rincon y Carlos Calvo,PB3,2174
2016,Marzo,Virrey Liniers y C.Calvo,PB6,2204
2016,Marzo,Billin-ghurst y Peron,PB10,3883
2016,Marzo,Del Liber-tador y Montevideo,PB11,1679
2016,Marzo,Corredor Norte y Casares,PB12,3083
2016,Marzo,EEUU y 33 Orientales,PB32,1478
2016,Marzo,F. Alcorta y Derecho,PB36,1789
2016,Marzo,Montev y Peron,PB37,2965
2016,Marzo,Potosi y Rawson,PB39,1476
2016,Marzo,J. Alvarez y Padilla,PB40,1276
2016,Marzo,Chile y Tacuari,PB44,910
2016,Marzo,Serrano y Loyola,PB45,2458
2016,Marzo,Gorriti y G. Cruz,PB46,3141
2016,Marzo,Cnel. Diaz y Mansilla,PB48,1790
2016,Marzo,11 de Sep y Monroe,PB49,830
2016,Marzo,Arenales y Montevideo,PB52,1692
2016,Marzo,M.T. Alvear y Uriburu,PB54,2235
2016,Marzo,La Pampa y Superi,PB58,1766
2016,Abril,Virrey Cevallos y Chile,PB1,3013
2016,Abril,Azopar-do y Mexico,PB2,710
2016,Abril,Rincon y Carlos Calvo,PB3,2252
2016,Abril,Virrey Liniers y C.Calvo,PB6,1883
2016,Abril,Billin-ghurst y Peron,PB10,4291
2016,Abril,Del Liber-tador y Montevideo,PB11,1546
2016,Abril,Corredor Norte y Casares,PB12,2998
2016,Abril,EEUU y 33 Orientales,PB32,1795
2016,Abril,F. Alcorta y Derecho,PB36,1982
2016,Abril,Montev y Peron,PB37,2768
2016,Abril,Potosi y Rawson,PB39,1537
2016,Abril,J. Alvarez y Padilla,PB40,1528
2016,Abril,Chile y Tacuari,PB44,1022
2016,Abril,Serrano y Loyola,PB45,2650
2016,Abril,Gorriti y G. Cruz,PB46,3014
2016,Abril,Cnel. Diaz y Mansilla,PB48,2000
2016,Abril,11 de Sep y Monroe,PB49,1497
2016,Abril,Arenales y Montevideo,PB52,2052
2016,Abril,M.T. Alvear y Uriburu,PB54,2912
2016,Abril,La Pampa y Superi,PB58,1345
2016,Mayo,Virrey Cevallos y Chile,PB1,2717
2016,Mayo,Azopar-do y Mexico,PB2,1065
2016,Mayo,Rincon y Carlos Calvo,PB3,2565
2016,Mayo,Virrey Liniers y C.Calvo,PB6,2312
2016,Mayo,Billin-ghurst y Peron,PB10,3692
2016,Mayo,Del Liber-tador y Montevideo,PB11,1544
2016,Mayo,Corredor Norte y Casares,PB12,2838
2016,Mayo,EEUU y 33 Orientales,PB32,1376
2016,Mayo,F. Alcorta y Derecho,PB36,1746
2016,Mayo,Montev y Peron,PB37,2490
2016,Mayo,Potosi y Rawson,PB39,1730
2016,Mayo,J. Alvarez y Padilla,PB40,1159
2016,Mayo,Chile y Tacuari,PB44,1053
2016,Mayo,Serrano y Loyola,PB45,2195
2016,Mayo,Gorriti y G. Cruz,PB46,2486
2016,Mayo,Cnel. Diaz y Mansilla,PB48,1845
2016,Mayo,11 de Sep y Monroe,PB49,1268
2016,Mayo,Arenales y Montevideo,PB52,1948
2016,Mayo,M.T. Alvear y Uriburu,PB54,1884
2016,Mayo,La Pampa y Superi,PB58,1275
2016,Junio,Virrey Cevallos y Chile,PB1,2413
2016,Junio,Azopar-do y Mexico,PB2,765
2016,Junio,Rincon y Carlos Calvo,PB3,1957
2016,Junio,Virrey Liniers y C.Calvo,PB6,1758
2016,Junio,Billin-ghurst y Peron,PB10,3937
2016,Junio,Del Liber-tador y Montevideo,PB11,1430
2016,Junio,Corredor Norte y Casares,PB12,2487
2016,Junio,EEUU y 33 Orientales,PB32,1472
2016,Junio,F. Alcorta y Derecho,PB36,1263
2016,Junio,Montev y Peron,PB37,2906
2016,Junio,Potosi y Rawson,PB39,1446
2016,Junio,J. Alvarez y Padilla,PB40,1293
2016,Junio,Chile y Tacuari,PB44,888
2016,Junio,Serrano y Loyola,PB45,2462
2016,Junio,Gorriti y G. Cruz,PB46,2161
2016,Junio,Cnel. Diaz y Mansilla,PB48,1702
2016,Junio,11 de Sep y Monroe,PB49,898
2016,Junio,Arenales y Montevideo,PB52,1915
2016,Junio,M.T. Alvear y Uriburu,PB54,1783
2016,Junio,La Pampa y Superi,PB58,1220
2016,Julio,Virrey Cevallos y Chile,PB1,2113
2016,Julio,Azopar-do y Mexico,PB2,609
2016,Julio,Rincon y Carlos Calvo,PB3,1282
2016,Julio,Virrey Liniers y C.Calvo,PB6,1250
2016,Julio,Billin-ghurst y Peron,PB10,2612
2016,Julio,Del Liber-tador y Montevideo,PB11,1327
2016,Julio,Corredor Norte y Casares,PB12,2230
2016,Julio,EEUU y 33 Orientales,PB32,1268
2016,Julio,F. Alcorta y Derecho,PB36,1497
2016,Julio,Montev y Peron,PB37,2438
2016,Julio,Potosi y Rawson,PB39,1024
2016,Julio,J. Alvarez y Padilla,PB40,1600
2016,Julio,Chile y Tacuari,PB44,897
2016,Julio,Serrano y Loyola,PB45,3204
2016,Julio,Gorriti y G. Cruz,PB46,3199
2016,Julio,Cnel. Diaz y Mansilla,PB48,1982
2016,Julio,11 de Sep y Monroe,PB49,1057
2016,Julio,Arenales y Montevideo,PB52,2212
2016,Julio,M.T. Alvear y Uriburu,PB54,2301
2016,Julio,La Pampa y Superi,PB58,960
2016,Agosto,Virrey Cevallos y Chile,PB1,3087
2016,Agosto,Azopar-do y Mexico,PB2,858
2016,Agosto,Rincon y Carlos Calvo,PB3,2255
2016,Agosto,Virrey Liniers y C.Calvo,PB6,2410
2016,Agosto,Billin-ghurst y Peron,PB10,5011
2016,Agosto,Del Liber-tador y Montevideo,PB11,1821
2016,Agosto,Corredor Norte y Casares,PB12,3534
2016,Agosto,EEUU y 33 Orientales,PB32,1293
2016,Agosto,F. Alcorta y Derecho,PB36,1422
2016,Agosto,Montev y Peron,PB37,2429
2016,Agosto,Potosi y Rawson,PB39,1259
2016,Agosto,J. Alvarez y Padilla,PB40,1454
2016,Agosto,Chile y Tacuari,PB44,1028
2016,Agosto,Serrano y Loyola,PB45,3906
2016,Agosto,Gorriti y G. Cruz,PB46,3691
2016,Agosto,Cnel. Diaz y Mansilla,PB48,3384
2016,Agosto,11 de Sep y Monroe,PB49,949
2016,Agosto,Arenales y Montevideo,PB52,2346
2016,Agosto,M.T. Alvear y Uriburu,PB54,2271
2016,Agosto,La Pampa y Superi,PB58,1209
2016,Septiembre,Virrey Cevallos y Chile,PB1,2206
2016,Septiembre,Azopar-do y Mexico,PB2,915
2016,Septiembre,Rincon y Carlos Calvo,PB3,2386
2016,Septiembre,Virrey Liniers y C.Calvo,PB6,2357
2016,Septiembre,Billin-ghurst y Peron,PB10,3501
2016,Septiembre,Del Liber-tador y Montevideo,PB11,1924
2016,Septiembre,Corredor Norte y Casares,PB12,4007
2016,Septiembre,EEUU y 33 Orientales,PB32,1498
2016,Septiembre,F. Alcorta y Derecho,PB36,2147
2016,Septiembre,Montev y Peron,PB37,2331
2016,Septiembre,Potosi y Rawson,PB39,1678
2016,Septiembre,J. Alvarez y Padilla,PB40,1994
2016,Septiembre,Chile y Tacuari,PB44,1202
2016,Septiembre,Serrano y Loyola,PB45,3061
2016,Septiembre,Gorriti y G. Cruz,PB46,4491
2016,Septiembre,Cnel. Diaz y Mansilla,PB48,2494
2016,Septiembre,11 de Sep y Monroe,PB49,1190
2016,Septiembre,Arenales y Montevideo,PB52,1674
2016,Septiembre,M.T. Alvear y Uriburu,PB54,2658
2016,Septiembre,La Pampa y Superi,PB58,1691
2016,Octubre,Virrey Cevallos y Chile,PB1,2615
2016,Octubre,Azopar-do y Mexico,PB2,812
2016,Octubre,Rincon y Carlos Calvo,PB3,2717
2016,Octubre,Virrey Liniers y C.Calvo,PB6,2689
2016,Octubre,Billin-ghurst y Peron,PB10,5473
2016,Octubre,Del Liber-tador y Montevideo,PB11,2080
2016,Octubre,Corredor Norte y Casares,PB12,3678
2016,Octubre,EEUU y 33 Orientales,PB32,1058
2016,Octubre,F. Alcorta y Derecho,PB36,1701
2016,Octubre,Montev y Peron,PB37,2843
2016,Octubre,Potosi y Rawson,PB39,1507
2016,Octubre,J. Alvarez y Padilla,PB40,1410
2016,Octubre,Chile y Tacuari,PB44,1173
2016,Octubre,Serrano y Loyola,PB45,3235
2016,Octubre,Gorriti y G. Cruz,PB46,3407
2016,Octubre,Cnel. Diaz y Mansilla,PB48,3060
2016,Octubre,11 de Sep y Monroe,PB49,1852
2016,Octubre,Arenales y Montevideo,PB52,1652
2016,Octubre,M.T. Alvear y Uriburu,PB54,2894
2016,Octubre,La Pampa y Superi,PB58,1527
2016,Noviembre,Virrey Cevallos y Chile,PB1,3276
2016,Noviembre,Azopar-do y Mexico,PB2,635
2016,Noviembre,Rincon y Carlos Calvo,PB3,3178
2016,Noviembre,Virrey Liniers y C.Calvo,PB6,2628
2016,Noviembre,Billin-ghurst y Peron,PB10,3568
2016,Noviembre,Del Liber-tador y Montevideo,PB11,2846
2016,Noviembre,Corredor Norte y Casares,PB12,4801
2016,Noviembre,EEUU y 33 Orientales,PB32,1649
2016,Noviembre,F. Alcorta y Derecho,PB36,2139
2016,Noviembre,Montev y Peron,PB37,3517
2016,Noviembre,Potosi y Rawson,PB39,1838
2016,Noviembre,J. Alvarez y Padilla,PB40,2204
2016,Noviembre,Chile y Tacuari,PB44,1178
2016,Noviembre,Serrano y Loyola,PB45,4216
2016,Noviembre,Gorriti y G. Cruz,PB46,4871
2016,Noviembre,Cnel. Diaz y Mansilla,PB48,4496
2016,Noviembre,11 de Sep y Monroe,PB49,1475
2016,Noviembre,Arenales y Montevideo,PB52,2105
2016,Noviembre,M.T. Alvear y Uriburu,PB54,3365
2016,Noviembre,La Pampa y Superi,PB58,1842
2016,Diciembre,Virrey Cevallos y Chile,PB1,2761
2016,Diciembre,Azopar-do y Mexico,PB2,822
2016,Diciembre,Rincon y Carlos Calvo,PB3,2135
2016,Diciembre,Virrey Liniers y C.Calvo,PB6,2102
2016,Diciembre,Billin-ghurst y Peron,PB10,4651
2016,Diciembre,Del Liber-tador y Montevideo,PB11,2691
2016,Diciembre,Corredor Norte y Casares,PB12,3540
2016,Diciembre,EEUU y 33 Orientales,PB32,1785
2016,Diciembre,F. Alcorta y Derecho,PB36,2039
2016,Diciembre,Montev y Peron,PB37,2473
2016,Diciembre,Potosi y Rawson,PB39,1772
2016,Diciembre,J. Alvarez y Padilla,PB40,1577
2016,Diciembre,Chile y Tacuari,PB44,1076
2016,Diciembre,Serrano y Loyola,PB45,3475
2016,Diciembre,Gorriti y G. Cruz,PB46,4974
2016,Diciembre,Cnel. Diaz y Mansilla,PB48,3054
2016,Diciembre,11 de Sep y Monroe,PB49,1224
2016,Diciembre,Arenales y Montevideo,PB52,1993
2016,Diciembre,M.T. Alvear y Uriburu,PB54,2916
2016,Diciembre,La Pampa y Superi,PB58,1343
2017,Enero,Virrey Cevallos y Chile,PB1,2211
2017,Enero,Azopar-do y Mexico,PB2,1212
2017,Enero,Rincon y Carlos Calvo,PB3,1861
2017,Enero,Virrey Liniers y C.Calvo,PB6,2136
2017,Enero,Billin-ghurst y Peron,PB10,3849
2017,Enero,Del Liber-tador y Montevideo,PB11,2405
2017,Enero,Corredor Norte y Casares,PB12,3936
2017,Enero,EEUU y 33 Orientales,PB32,1419
2017,Enero,F. Alcorta y Derecho,PB36,2379
2017,Enero,Montev y Peron,PB37,2453
2017,Enero,Potosi y Rawson,PB39,1535
2017,Enero,J. Alvarez y Padilla,PB40,1551
2017,Enero,Chile y Tacuari,PB44,1155
2017,Enero,Serrano y Loyola,PB45,3713
2017,Enero,Gorriti y G. Cruz,PB46,3512
2017,Enero,Cnel. Diaz y Mansilla,PB48,2420
2017,Enero,11 de Sep y Monroe,PB49,1169
2017,Enero,Arenales y Montevideo,PB52,1840
2017,Enero,M.T. Alvear y Uriburu,PB54,2209
2017,Enero,La Pampa y Superi,PB58,1507
2017,Febrero,Virrey Cevallos y Chile,PB1,2553
2017,Febrero,Azopar-do y Mexico,PB2,889
2017,Febrero,Rincon y Carlos Calvo,PB3,2234
2017,Febrero,Virrey Liniers y C.Calvo,PB6,2588
2017,Febrero,Billin-ghurst y Peron,PB10,4026
2017,Febrero,Del Liber-tador y Montevideo,PB11,2415
2017,Febrero,Corredor Norte y Casares,PB12,4445
2017,Febrero,EEUU y 33 Orientales,PB32,1206
2017,Febrero,F. Alcorta y Derecho,PB36,2290
2017,Febrero,Montev y Peron,PB37,2134
2017,Febrero,Potosi y Rawson,PB39,1617
2017,Febrero,J. Alvarez y Padilla,PB40,1436
2017,Febrero,Chile y Tacuari,PB44,1189
2017,Febrero,Serrano y Loyola,PB45,3226
2017,Febrero,Gorriti y G. Cruz,PB46,4265
2017,Febrero,Cnel. Diaz y Mansilla,PB48,2056
2017,Febrero,11 de Sep y Monroe,PB49,1440
2017,Febrero,Arenales y Montevideo,PB52,1922
2017,Febrero,M.T. Alvear y Uriburu,PB54,2510
2017,Febrero,La Pampa y Superi,PB58,1911
2017,Marzo,Virrey Cevallos y Chile,PB1,2194
2017,Marzo,Azopar-do y Mexico,PB2,1179
2017,Marzo,Rincon y Carlos Calvo,PB3,3528
2017,Marzo,Virrey Liniers y C.Calvo,PB6,2910
2017,Marzo,Billin-ghurst y Peron,PB10,6303
2017,Marzo,Del Liber-tador y Montevideo,PB11,1220
2017,Marzo,Corredor Norte y Casares,PB12,3957
2017,Marzo,EEUU y 33 Orientales,PB32,1892
2017,Marzo,F. Alcorta y Derecho,PB36,2030
2017,Marzo,Montev y Peron,PB37,3713
2017,Marzo,Potosi y Rawson,PB39,1662
2017,Marzo,J. Alvarez y Padilla,PB40,1836
2017,Marzo,Chile y Tacuari,PB44,1898
2017,Marzo,Serrano y Loyola,PB45,3174
2017,Marzo,Gorriti y G. Cruz,PB46,3128
2017,Marzo,Cnel. Diaz y Mansilla,PB48,2192
2017,Marzo,11 de Sep y Monroe,PB49,1516
2017,Marzo,Arenales y Montevideo,PB52,2492
2017,Marzo,M.T. Alvear y Uriburu,PB54,3089
2017,Marzo,La Pampa y Superi,PB58,2030
2017,Abril,Virrey Cevallos y Chile,PB1,2928
2017,Abril,Azopar-do y Mexico,PB2,842
2017,Abril,Rincon y Carlos Calvo,PB3,2988
2017,Abril,Virrey Liniers y C.Calvo,PB6,2688
2017,Abril,Billin-ghurst y Peron,PB10,5762
2017,Abril,Del Liber-tador y Montevideo,PB11,1571
2017,Abril,Corredor Norte y Casares,PB12,4008
2017,Abril,EEUU y 33 Orientales,PB32,2090
2017,Abril,F. Alcorta y Derecho,PB36,2476
2017,Abril,Montev y Peron,PB37,3000
2017,Abril,Potosi y Rawson,PB39,1965
2017,Abril,J. Alvarez y Padilla,PB40,2128
2017,Abril,Chile y Tacuari,PB44,1798
2017,Abril,Serrano y Loyola,PB45,3387
2017,Abril,Gorriti y G. Cruz,PB46,3710
2017,Abril,Cnel. Diaz y Mansilla,PB48,2510
2017,Abril,11 de Sep y Monroe,PB49,1757
2017,Abril,Arenales y Montevideo,PB52,2382
2017,Abril,M.T. Alvear y Uriburu,PB54,4477
2017,Abril,La Pampa y Superi,PB58,1622
2017,Mayo,Virrey Cevallos y Chile,PB1,2638
2017,Mayo,Azopar-do y Mexico,PB2,1064
2017,Mayo,Rincon y Carlos Calvo,PB3,2284
2017,Mayo,Virrey Liniers y C.Calvo,PB6,3112
2017,Mayo,Billin-ghurst y Peron,PB10,4222
2017,Mayo,Del Liber-tador y Montevideo,PB11,2662
2017,Mayo,Corredor Norte y Casares,PB12,3160
2017,Mayo,EEUU y 33 Orientales,PB32,1723
2017,Mayo,F. Alcorta y Derecho,PB36,2357
2017,Mayo,Montev y Peron,PB37,2897
2017,Mayo,Potosi y Rawson,PB39,2410
2017,Mayo,J. Alvarez y Padilla,PB40,1621
2017,Mayo,Chile y Tacuari,PB44,1760
2017,Mayo,Serrano y Loyola,PB45,3047
2017,Mayo,Gorriti y G. Cruz,PB46,2612
2017,Mayo,Cnel. Diaz y Mansilla,PB48,2280
2017,Mayo,11 de Sep y Monroe,PB49,1560
2017,Mayo,Arenales y Montevideo,PB52,2151
2017,Mayo,M.T. Alvear y Uriburu,PB54,2691
2017,Mayo,La Pampa y Superi,PB58,1874
2017,Junio,Virrey Cevallos y Chile,PB1,2688
2017,Junio,Azopar-do y Mexico,PB2,1106
