centroide,cantidad_ciclistas,X,Y,RECORRIDO,CENTROIDE,CRUCE,ÃREA,geometry
347,6.4,-58.4175077334829,-34.5988776835129,R099,347.0,BULNES@TUCUMAN,Macrocentro,POINT (-58.4175077334829 -34.5988776835129)
352,3.2,-58.4183730089789,-34.5899415243041,R104,352.0,MEDRANO@DEL SIGNO,Macrocentro,POINT (-58.4183730089789 -34.5899415243041)
354,19.200000000000003,-58.4160005075329,-34.5978547523678,R101,354.0,"BRAVO, MARIO@CORDOBA",Macrocentro,POINT (-58.4160005075329 -34.5978547523678)
356,2.1,-58.413988761025,-34.6011289509509,R098,356.0,LAVALLE@SANCHEZ DE BUSTAMANTE,Macrocentro,POINT (-58.413988761025 -34.6011289509509)
360,39.0,-58.4142348775854,-34.5967707824378,R100,360.0,"BILLINGHURST@CABRERA, JOSE A.",Macrocentro,POINT (-58.4142348775854 -34.5967707824378)
361,21.6,-58.4127440327861,-34.5936942872105,R102,361.0,BILLINGHURST@PARAGUAY,Macrocentro,POINT (-58.4127440327861 -34.5936942872105)
362,15.0,-58.412278924117,-34.6002435036609,R098,362.0,GALLO@TUCUMAN,Macrocentro,POINT (-58.412278924117 -34.6002435036609)
367,6.7,-58.4105902230752,-34.5993924095732,R098,367.0,AGUERO@SAN LUIS,Macrocentro,POINT (-58.4105902230752 -34.5993924095732)
369,7.7,-58.410329887334,-34.5939298331384,R102,369.0,"GALLO@MANSILLA, LUCIO NORBERTO, GRAL.",Macrocentro,POINT (-58.410329887334 -34.5939298331384)
376,14.9,-58.416654088019,-34.5897990510093,R104,376.0,"MANSILLA, LUCIO NORBERTO, GRAL.@SALGUERO, JERONIMO",Macrocentro,POINT (-58.416654088019 -34.5897990510093)
378,10.4,-58.4147213667364,-34.5899107755826,R104,378.0,CHARCAS@VIDT,Macrocentro,POINT (-58.4147213667364 -34.5899107755826)
379,7.4,-58.4127578904391,-34.589322992193,R105,379.0,BULNES@GUEMES,Macrocentro,POINT (-58.4127578904391 -34.589322992193)
380,8.0,-58.4131550778121,-34.5870039059798,R105,380.0,"SALGUERO, JERONIMO@SANTA FE",Macrocentro,POINT (-58.4131550778121 -34.5870039059798)
384,6.9,-58.4097511861984,-34.5912848317219,R075,384.0,GUEMES@SANCHEZ DE BUSTAMANTE,Macrocentro,POINT (-58.4097511861984 -34.5912848317219)
389,18.1,-58.4083166983133,-34.5865459127439,R074,389.0,"DIAZ, CNEL.@JUNCAL",Macrocentro,POINT (-58.4083166983133 -34.5865459127439)
390,14.9,-58.4131582209425,-34.5857256869891,R105,390.0,"ALVAREZ, JULIAN@ARENALES",Macrocentro,POINT (-58.4131582209425 -34.5857256869891)
391,11.200000000000001,-58.4101888925252,-34.5822366970278,R073,391.0,"LAS HERAS, GRAL.@SALGUERO, JERONIMO",Macrocentro,POINT (-58.4101888925252 -34.5822366970278)
394,18.1,-58.4081479693131,-34.5980689672736,R098,394.0,"CORDOBA@ANCHORENA, TOMAS M. DE, DR",Macrocentro,POINT (-58.4081479693131 -34.5980689672736)
395,4.800000000000001,-58.4044961193274,-34.6008833739785,R078,395.0,PUEYRREDON@VIAMONTE,Macrocentro,POINT (-58.4044961193274 -34.6008833739785)
398,6.800000000000001,-58.4065068514,-34.5970025476131,R076,398.0,"JAURES, JEAN@PARAGUAY",Macrocentro,POINT (-58.4065068514 -34.5970025476131)
400,14.0,-58.4037215188741,-34.5984550920838,R077,400.0,CORDOBA@PUEYRREDON,Macrocentro,POINT (-58.4037215188741 -34.5984550920838)
402,10.5,-58.4020881800966,-34.5977677159742,R069,402.0,LARREA@PARAGUAY,Macrocentro,POINT (-58.4020881800966 -34.5977677159742)
403,16.5,-58.403613476124,-34.5940778282659,R069,403.0,ECUADOR@SANTA FE,Macrocentro,POINT (-58.403613476124 -34.5940778282659)
405,17.7,-58.4002853856662,-34.596744092351,R052,405.0,"ALVEAR, MARCELO T. De@AZCUENAGA",Macrocentro,POINT (-58.4002853856662 -34.596744092351)
407,8.0,-58.4070220451115,-34.5901942068085,R075,407.0,ARENALES@AUSTRIA,Macrocentro,POINT (-58.4070220451115 -34.5901942068085)
409,6.6000000000000005,-58.4053505525969,-34.5903264665011,R069,409.0,AGUERO@BERUTI,Macrocentro,POINT (-58.4053505525969 -34.5903264665011)
412,20.0,-58.4066233783537,-34.5863261229356,R074,412.0,BILLINGHURST@FRENCH,Macrocentro,POINT (-58.4066233783537 -34.5863261229356)
414,2.9000000000000004,-58.4045173361323,-34.5863337995473,R071,414.0,PEÃƒÂA@SANCHEZ DE BUSTAMANTE,Macrocentro,POINT (-58.4045173361323 -34.5863337995473)
418,7.2,-58.4010325343144,-34.5915634236954,R070,418.0,PUEYRREDON@JUNCAL,Macrocentro,POINT (-58.4010325343144 -34.5915634236954)
421,1.1,-58.4027651339621,-34.5859526542798,R071,421.0,"PACHECO DE MELO, JOSE ANDRES@BOLLINI",Macrocentro,POINT (-58.4027651339621 -34.5859526542798)
425,15.3,-58.3985216397984,-34.5953891108282,R052,425.0,"SANTA FE@URIBURU JOSE E., Pres.",Macrocentro,POINT (-58.3985216397984 -34.5953891108282)
426,3.4000000000000004,-58.3971537970718,-34.594453064983,R052,426.0,ARENALES@JUNIN,Macrocentro,POINT (-58.3971537970718 -34.594453064983)
427,4.7,-58.3956640350564,-34.6009346883892,R054,427.0,AYACUCHO@VIAMONTE,Macrocentro,POINT (-58.3956640350564 -34.6009346883892)
428,10.200000000000001,-58.3943961312889,-34.599674007976,R054,428.0,CORDOBA@RIOBAMBA,Macrocentro,POINT (-58.3943961312889 -34.599674007976)
429,9.200000000000001,-58.3930357808141,-34.5987117936585,R047,429.0,PARAGUAY@CALLAO,Macrocentro,POINT (-58.3930357808141 -34.5987117936585)
435,3.2,-58.3986053414982,-34.589864289618,R051,435.0,LARREA@PEÃƒÂA,Macrocentro,POINT (-58.3986053414982 -34.589864289618)
438,8.4,-58.3972871467435,-34.5874092663824,R050,438.0,"LAS HERAS, GRAL.@ PUEYRREDON",Macrocentro,POINT (-58.3972871467435 -34.5874092663824)
439,22.700000000000003,-58.3957521955948,-34.5933858539193,R052,439.0,AYACUCHO@JUNCAL,Macrocentro,POINT (-58.3957521955948 -34.5933858539193)
440,3.0,-58.3938919605671,-34.5917969398509,R052,440.0,"AYACUCHO@PACHECO DE MELO, JOSE ANDRES",Macrocentro,POINT (-58.3938919605671 -34.5917969398509)
441,10.0,-58.3918909861384,-34.5917643151445,R049,441.0,"CALLAO@LAS HERAS, GRAL.",Macrocentro,POINT (-58.3918909861384 -34.5917643151445)
449,4.3,-58.4076855037508,-34.5816807127655,R073,449.0,"CABELLO@RUGGIERI, SILVIO L.",Macrocentro,POINT (-58.4076855037508 -34.5816807127655)
450,3.2,-58.4062336148839,-34.5811818597344,R073,450.0,BULNES@CERVIÃƒÂO,Macrocentro,POINT (-58.4062336148839 -34.5811818597344)
451,46.300000000000004,-58.4046888170581,-34.5804801906999,R072,451.0,"DEL LIBERTADOR@DIAZ, CNEL.",Macrocentro,POINT (-58.4046888170581 -34.5804801906999)
454,30.8,-58.4015314763774,-34.5820456153735,R072,454.0,DEL LIBERTADOR@SANCHEZ DE BUSTAMANTE,Macrocentro,POINT (-58.4015314763774 -34.5820456153735)
456,16.1,-58.3939069432718,-34.5840538212457,R050,456.0,"DEL LIBERTADOR@AGOTE, LUIS DR.",Macrocentro,POINT (-58.3939069432718 -34.5840538212457)
461,9.600000000000001,-58.3899489730607,-34.5958014292894,R047,461.0,MONTEVIDEO@SANTA FE,Macrocentro,POINT (-58.3899489730607 -34.5958014292894)
462,23.3,-58.3885651215027,-34.5946761867737,R047,462.0,ARENALES@PARANA,Macrocentro,POINT (-58.3885651215027 -34.5946761867737)
463,14.200000000000001,-58.3880318370292,-34.6017128915219,R029,463.0,PARANA@TUCUMAN,Macrocentro,POINT (-58.3880318370292 -34.6017128915219)
464,4.7,-58.3867904021076,-34.6005856749945,R029,464.0,URUGUAY@VIAMONTE,Macrocentro,POINT (-58.3867904021076 -34.6005856749945)
466,9.700000000000001,-58.3854717127258,-34.5992276834411,R029,466.0,CORDOBA@TALCAHUANO,Macrocentro,POINT (-58.3854717127258 -34.5992276834411)
471,3.4000000000000004,-58.3899661375208,-34.5883214271289,R048,471.0,"AYACUCHO@QUINTANA MANUEL, PRES. AV.",Macrocentro,POINT (-58.3899661375208 -34.5883214271289)
472,1.2000000000000002,-58.3917498807132,-34.5885536833393,R049,472.0,"GUIDO@ORTIZ, ROBERTO M., PRES.",Macrocentro,POINT (-58.3917498807132 -34.5885536833393)
473,9.9,-58.3881151466243,-34.5883577057785,R048,473.0,ALVEAR@CALLAO,Macrocentro,POINT (-58.3881151466243 -34.5883577057785)
475,3.1,-58.3875665457973,-34.5928304335287,R047,475.0,JUNCAL@URUGUAY,Macrocentro,POINT (-58.3875665457973 -34.5928304335287)
477,4.1000000000000005,-58.3849131051422,-34.590451001007,R027,477.0,ALVEAR@PARERA,Macrocentro,POINT (-58.3849131051422 -34.590451001007)
480,3.0,-58.3840939315914,-34.5980805622191,R029,480.0,LIBERTAD@PARAGUAY,Macrocentro,POINT (-58.3840939315914 -34.5980805622191)
483,23.0,-58.3826632559325,-34.5968031751004,R029,483.0,"ALVEAR, MARCELO T. De@CERRITO",Macrocentro,POINT (-58.3826632559325 -34.5968031751004)
484,7.7,-58.3814845280381,-34.5953620583126,R025,484.0,"PELLEGRINI, CARLOS@SANTA FE",Macrocentro,POINT (-58.3814845280381 -34.5953620583126)
485,13.0,-58.3795931126166,-34.6012803778757,R024,485.0,SUIPACHA@TUCUMAN,Macrocentro,POINT (-58.3795931126166 -34.6012803778757)
488,8.9,-58.3768389739745,-34.5988082360445,R024,488.0,CORDOBA@MAIPU,Macrocentro,POINT (-58.3768389739745 -34.5988082360445)
492,2.2,-58.3835461734287,-34.589607976536,R027,492.0,LIBERTAD@POSADAS,Macrocentro,POINT (-58.3835461734287 -34.589607976536)
494,19.400000000000002,-58.381968400162,-34.5886992305103,R026,494.0,DEL LIBERTADOR@CERRITO,Macrocentro,POINT (-58.381968400162 -34.5886992305103)
496,3.5,-58.3785809022897,-34.5928871078987,R026,496.0,ESMERALDA@JUNCAL,Macrocentro,POINT (-58.3785809022897 -34.5928871078987)
497,17.7,-58.3778553805375,-34.5910789993746,R026,497.0,DEL LIBERTADOR@ESMERALDA,Macrocentro,POINT (-58.3778553805375 -34.5910789993746)
502,4.5,-58.3754015309173,-34.5974999832944,R012,502.0,FLORIDA@PARAGUAY,Macrocentro,POINT (-58.3754015309173 -34.5974999832944)
503,9.600000000000001,-58.3743175987594,-34.5962406329786,R012,503.0,"SAN MARTIN@ALVEAR, MARCELO T. De",Macrocentro,POINT (-58.3743175987594 -34.5962406329786)
504,6.5,-58.3712688916834,-34.6007406713387,R011,504.0,TUCUMAN@25DE MAYO,Macrocentro,POINT (-58.3712688916834 -34.6007406713387)
505,11.5,-58.3707952529447,-34.5995158325062,R011,505.0,"VIAMONTE@ALEM, LEANDRO N.",Macrocentro,POINT (-58.3707952529447 -34.5995158325062)
508,14.5,-58.3695018021363,-34.598303538316,R004,508.0,"MADERO, EDUARDO@GRIERSON CECILIA",Macrocentro,POINT (-58.3695018021363 -34.598303538316)
509,10.5,-58.3659609311868,-34.5982928237914,R004,509.0,GRIERSON CECILIA & DEALESSI PIERINA,Macrocentro,POINT (-58.3659609311868 -34.5982928237914)
510,10.0,-58.3644590229282,-34.6053066057198,R003,510.0,"GUEMES, MACACHA@DEALESSI, PIERINA",Macrocentro,POINT (-58.3644590229282 -34.6053066057198)
511,11.3,-58.3638832348297,-34.6119825360993,R002,511.0,"VILLAFLOR, AZUCENA@DEALESSI, PIERINA",Macrocentro,POINT (-58.3638832348297 -34.6119825360993)
512,12.0,-58.3625409560983,-34.6116533757874,R002,512.0,"MANSO JUANA@VILLAFLOR, AZUCENA",Macrocentro,POINT (-58.3625409560983 -34.6116533757874)
513,3.0,-58.3591310642079,-34.6114845370676,R002,513.0,"DE LOS ITALIANOS@VILLAFLOR, AZUCENA",Macrocentro,POINT (-58.3591310642079 -34.6114845370676)
514,10.100000000000001,-58.3633792924028,-34.6047921917198,R003,514.0,"GUEMES, MACACHA@MANSO JUANA",Macrocentro,POINT (-58.3633792924028 -34.6047921917198)
515,9.3,-58.361932946058,-34.6174997019247,R001,515.0,"MANSO JUANA@VERA PENALOZA, ROSARIO",Macrocentro,POINT (-58.361932946058 -34.6174997019247)
516,9.8,-58.3640016358376,-34.5989753651436,R003,516.0,MANSO JUANA & SANCHEZ DE THOMPSON MARIQUITA,Macrocentro,POINT (-58.3640016358376 -34.5989753651436)
517,12.600000000000001,-58.3628795071574,-34.6175745869202,R002,517.0,"VERA PENALOZA, ROSARIO@DEALESSI, PIERINA",Macrocentro,POINT (-58.3628795071574 -34.6175745869202)
518,1.3,-58.3635305349857,-34.5989380100042,R003,518.0,DE LOS ITALIANOS & SANCHEZ DE THOMPSON MARIQUITA,Macrocentro,POINT (-58.3635305349857 -34.5989380100042)
520,5.2,-58.3615475636747,-34.6232779871779,R001,520.0,"RAWSON DE DELLEPIANE, ELVIRA@DEALESSI, PIERINA",Macrocentro,POINT (-58.3615475636747 -34.6232779871779)
600,1.2000000000000002,-58.4817117081919,-34.5441061601611,R001,600.0,DEHEZA@PINTO,Barrios,POINT (-58.4817117081919 -34.5441061601611)
601,1.9000000000000001,-58.4801052375591,-34.5445409275037,R001,601.0,ARIAS@QUINTANA,Barrios,POINT (-58.4801052375591 -34.5445409275037)
602,3.7,-58.4787037952619,-34.5450245927835,R001,602.0,RAMALLO@ZAPIOLA,Barrios,POINT (-58.4787037952619 -34.5450245927835)
603,2.5,-58.4772946790499,-34.545521201106,R001,603.0,CORREA@CONESA,Barrios,POINT (-58.4772946790499 -34.545521201106)
604,1.5,-58.475888864249,-34.546015258052,R001,604.0,RUIZ HUIDOBRO@CRAMER,Barrios,POINT (-58.475888864249 -34.546015258052)
605,0.4,-58.4682601762744,-34.5397992790837,R002,605.0,GRECIA@ARIAS,Barrios,POINT (-58.4682601762744 -34.5397992790837)
606,3.3000000000000003,-58.4686533706577,-34.5410024172755,R002,606.0,RAMALLO@O'HIGGINS,Barrios,POINT (-58.4686533706577 -34.5410024172755)
607,0.5,-58.4690110894849,-34.5422552052379,R002,607.0,CORREA@ARCOS,Barrios,POINT (-58.4690110894849 -34.5422552052379)
608,4.4,-58.4693652442988,-34.5435015846315,R002,608.0,RUIZ HUIDOBRO@CUBA,Barrios,POINT (-58.4693652442988 -34.5435015846315)
609,2.0,-58.469782131321,-34.5446833072679,R002,609.0,BESARES@VUELTA DE OBLIGADO,Barrios,POINT (-58.469782131321 -34.5446833072679)
610,2.7,-58.4604773481014,-34.5450934412806,R003,610.0,"LARRALDE, CRISOLOGO@ARRIBEÃƒÂOS",Barrios,POINT (-58.4604773481014 -34.5450934412806)
611,3.1,-58.460851047881,-34.5463660422066,R003,611.0,NUNEZ@11 DE SEPTIEMBRE DE 1888,Barrios,POINT (-58.460851047881 -34.5463660422066)
612,2.8000000000000003,-58.4612171843624,-34.5476099088945,R003,612.0,AZURDUY JUANA@3 DE FEBRERO,Barrios,POINT (-58.4612171843624 -34.5476099088945)
613,4.6000000000000005,-58.462027380881,-34.5490871685348,R003,613.0,"PEDRAZA, MANUELA@GRECIA",Barrios,POINT (-58.462027380881 -34.5490871685348)
614,2.5,-58.4628824634614,-34.5505716056641,R003,614.0,CAMPOS SALLES@ARCOS,Barrios,POINT (-58.4628824634614 -34.5505716056641)
615,3.1,-58.471016906763,-34.5521032949717,R004,615.0,NUNEZ@VIDAL,Barrios,POINT (-58.471016906763 -34.5521032949717)
616,3.9000000000000004,-58.4715881489217,-34.5545590016913,R004,616.0,"PEDRAZA, MANUELA@CONESA",Barrios,POINT (-58.4715881489217 -34.5545590016913)
617,2.3000000000000003,-58.4715559720789,-34.5561629506245,R004,617.0,"TAMBORINI, JOSE PASCUAL@ZAPIOLA",Barrios,POINT (-58.4715559720789 -34.5561629506245)
618,10.100000000000001,-58.4719108400552,-34.5575890451365,R004,618.0,"IBERA@FREIRE, RAMON, CAP. GRAL.",Barrios,POINT (-58.4719108400552 -34.5575890451365)
619,0.4,-58.4726340109796,-34.5593090659667,R004,619.0,QUESADA@CONDE,Barrios,POINT (-58.4726340109796 -34.5593090659667)
620,1.3,-58.4970386961625,-34.5521257933111,R005,620.0,DEHEZA@VALDENEGRO,Barrios,POINT (-58.4970386961625 -34.5521257933111)
621,3.5,-58.4955651390305,-34.5524215641387,R005,621.0,ARIAS@MILLER,Barrios,POINT (-58.4955651390305 -34.5524215641387)
623,2.2,-58.4926179105524,-34.5530176311825,R005,623.0,"CORREA@ACHA, MARIANO, Gral.",Barrios,POINT (-58.4926179105524 -34.5530176311825)
623,2.2,-58.4940903813035,-34.5527196426267,R005,623.0,RAMALLO@LUGONES,Barrios,POINT (-58.4940903813035 -34.5527196426267)
624,3.0,-58.4911110596195,-34.5533724443,R005,624.0,RUIZ HUIDOBRO@MACHAIN,Barrios,POINT (-58.4911110596195 -34.5533724443)
625,3.0,-58.4786854023279,-34.5583345066565,R006,625.0,"PEDRAZA, MANUELA@WASHINGTON",Barrios,POINT (-58.4786854023279 -34.5583345066565)
626,0.9,-58.4787906742668,-34.5599542135103,R006,626.0,"TAMBORINI, JOSE PASCUAL@NAON, ROMULO",Barrios,POINT (-58.4787906742668 -34.5599542135103)
627,5.0,-58.4790194500999,-34.5614553069829,R006,627.0,IBERA@ESTOMBA,Barrios,POINT (-58.4790194500999 -34.5614553069829)
628,2.0,-58.4793149574263,-34.5628640616669,R006,628.0,QUESADA@TRONADOR,Barrios,POINT (-58.4793149574263 -34.5628640616669)
629,1.6,-58.4796850275423,-34.5645821858269,R006,629.0,"LE BRETON, TOMAS A.@PLAZA",Barrios,POINT (-58.4796850275423 -34.5645821858269)
630,2.5,-58.46617107728,-34.5608164600894,R007,630.0,ROOSEVELT FRANKLIN D.@CONESA,Barrios,POINT (-58.46617107728 -34.5608164600894)
631,5.5,-58.4627622843607,-34.5613941413936,R007,631.0,BLANCO ENCALADA@VIDAL,Barrios,POINT (-58.4627622843607 -34.5613941413936)
632,6.1000000000000005,-58.4610635288984,-34.5618003453691,R007,632.0,OLAZABAL@MOLDES,Barrios,POINT (-58.4610635288984 -34.5618003453691)
633,7.6000000000000005,-58.4593807624826,-34.5621934273369,R007,633.0,MENDOZA@AMENABAR,Barrios,POINT (-58.4593807624826 -34.5621934273369)
634,16.0,-58.4568544418954,-34.5635659986983,R007,634.0,ECHEVERRIA@CIUDAD DE LA PAZ,Barrios,POINT (-58.4568544418954 -34.5635659986983)
635,2.0,-58.4741006478288,-34.5723228196056,R010,635.0,JURAMENTO@HOLMBERG,Barrios,POINT (-58.4741006478288 -34.5723228196056)
636,3.2,-58.4758044179106,-34.5719834793236,R010,636.0,MENDOZA@DONADO,Barrios,POINT (-58.4758044179106 -34.5719834793236)
637,8.1,-58.4775797020803,-34.5717086159346,R010,637.0,"OLAZABAL@ACHA, MARIANO, Gral.",Barrios,POINT (-58.4775797020803 -34.5717086159346)
638,2.4000000000000004,-58.4793203020973,-34.5713292908958,R010,638.0,BLANCO ENCALADA@LUGONES,Barrios,POINT (-58.4793203020973 -34.5713292908958)
639,5.2,-58.4809031655268,-34.5711389862606,R010,639.0,MONROE@MILLER,Barrios,POINT (-58.4809031655268 -34.5711389862606)
640,1.2000000000000002,-58.4468157768259,-34.5519358466055,R009,640.0,BLANCO ENCALADA@ARTILLEROS,Barrios,POINT (-58.4468157768259 -34.5519358466055)
641,0.9,-58.444876875402,-34.5521927037689,R009,641.0,OLAZABAL@CAZADORES,Barrios,POINT (-58.444876875402 -34.5521927037689)
642,1.6,-58.4430035048765,-34.5524461596964,R009,642.0,MENDOZA@HUSARES,Barrios,POINT (-58.4430035048765 -34.5524461596964)
643,1.0,-58.4410761498482,-34.5527273255342,R009,643.0,DRAGONES@JURAMENTO,Barrios,POINT (-58.4410761498482 -34.5527273255342)
644,3.1,-58.4391082641746,-34.5530100022331,R009,644.0,ECHEVERRIA@RAMSAY,Barrios,POINT (-58.4391082641746 -34.5530100022331)
645,2.9000000000000004,-58.4993866209367,-34.571684149879,R012,645.0,IBERA@LAVOISIER,Barrios,POINT (-58.4993866209367 -34.571684149879)
646,2.5,-58.5009628707521,-34.57108054202,R012,646.0,"TAMBORINI, JOSE PASCUAL@AIZPURUA",Barrios,POINT (-58.5009628707521 -34.57108054202)
647,2.4000000000000004,-58.5027842451757,-34.5707279709124,R012,647.0,"PEDRAZA, MANUELA@ACHEGA",Barrios,POINT (-58.5027842451757 -34.5707279709124)
648,1.3,-58.504534944579,-34.5703831429674,R012,648.0,PIRAN@ZADO,Barrios,POINT (-58.504534944579 -34.5703831429674)
649,2.2,-58.5063383793268,-34.5699727751308,R012,649.0,NUNEZ@MEDEYROS,Barrios,POINT (-58.5063383793268 -34.5699727751308)
650,2.9000000000000004,-58.4933131935008,-34.5700333588586,R011,650.0,QUESADA@BUCARELLI,Barrios,POINT (-58.4933131935008 -34.5700333588586)
651,1.0,-58.4929796430539,-34.5724346718839,R011,651.0,"LE BRETON, TOMAS A.@ANDONAEGUI",Barrios,POINT (-58.4929796430539 -34.5724346718839)
652,1.7000000000000002,-58.4934662895866,-34.5737827771895,R011,652.0,NAHUEL HUAPI@ALTOLAGUIRRE,Barrios,POINT (-58.4934662895866 -34.5737827771895)
653,1.1,-58.4939549955667,-34.575131161285,R011,653.0,"RIVERA, PEDRO I., Dr.@BURELA",Barrios,POINT (-58.4939549955667 -34.575131161285)
654,7.2,-58.4944373307495,-34.5764763752704,R011,654.0,CULLEN@CERETTI,Barrios,POINT (-58.4944373307495 -34.5764763752704)
660,3.3000000000000003,-58.5093183943881,-34.5784103421135,R013,660.0,ESCOBAR@NAZCA,Barrios,POINT (-58.5093183943881 -34.5784103421135)
661,1.9000000000000001,-58.5075356989057,-34.5784322783764,R013,661.0,LARSEN@TERRADA,Barrios,POINT (-58.5075356989057 -34.5784322783764)
662,1.7000000000000002,-58.5057493413839,-34.578453979017,R013,662.0,COCHRANE@CONDARCO,Barrios,POINT (-58.5057493413839 -34.578453979017)
663,0.9,-58.5038036734612,-34.5786461362556,R013,663.0,BAZURCO@BOLIVIA,Barrios,POINT (-58.5038036734612 -34.5786461362556)
664,4.6000000000000005,-58.502014589195,-34.5786759523782,R013,664.0,"FRANCO@ARTIGAS, JOSE GERVASIO DE,",Barrios,POINT (-58.502014589195 -34.5786759523782)
665,0.8,-58.5233395577784,-34.611993236322,R016,665.0,NAVARRO@RIO SALADO,Barrios,POINT (-58.5233395577784 -34.611993236322)
666,1.4000000000000001,-58.5234312607464,-34.6108906855005,R016,666.0,"CANTILO, JOSE LUIS@CERVANTES",Barrios,POINT (-58.5234312607464 -34.6108906855005)
667,0.9,-58.5227844287725,-34.6092640448739,R016,667.0,"MORAN, PEDRO@BERMUDEZ",Barrios,POINT (-58.5227844287725 -34.6092640448739)
668,0.7000000000000001,-58.5225826739691,-34.60800156222,R016,668.0,ASUNCION@QUEVEDO,Barrios,POINT (-58.5225826739691 -34.60800156222)
669,1.9000000000000001,-58.5213485793138,-34.606102302912,R016,669.0,NUEVA YORK@DESAGUADERO,Barrios,POINT (-58.5213485793138 -34.606102302912)
670,3.3000000000000003,-58.5130322337426,-34.5903011123344,R015,670.0,"GRIVEO@LAMARCA, EMILIO",Barrios,POINT (-58.5130322337426 -34.5903011123344)
671,2.2,-58.51356820629,-34.5919537730453,R015,671.0,"LOPEZ, CARLOS ANTONIO@SAN NICOLAS",Barrios,POINT (-58.51356820629 -34.5919537730453)
672,2.5,-58.5141071753783,-34.5935982598183,R015,672.0,"MOSCONI, GRAL.@GONZALEZ, JOAQUIN V.",Barrios,POINT (-58.5141071753783 -34.5935982598183)
673,1.2000000000000002,-58.5146366323375,-34.5952504241034,R015,673.0,"MISTRAL, GABRIELA@BAHIA BLANCA",Barrios,POINT (-58.5146366323375 -34.5952504241034)
674,0.9,-58.5157152530996,-34.5970344658702,R015,674.0,VALLEJOS@MERCEDES,Barrios,POINT (-58.5157152530996 -34.5970344658702)
675,1.7000000000000002,-58.5155768870095,-34.6148151172942,R018,675.0,BERMUDEZ@NAZARRE,Barrios,POINT (-58.5155768870095 -34.6148151172942)
