,id,codigo,nomoficial,alt_izqini,alt_izqfin,alt_derini,alt_derfin,nomanter,nom_mapa,tipo_c,long,sentido,cod_sent,observa,bicisenda,lado_ciclo,recorrid_x,anio_construccion,tooltip_bi,red_jerarq,red_tp,COMUNA,COM_PAR,COM_IMPAR,BARRIO,BARRIO_PAR,BARRIO_IMP,geometry
65,1368,13083,MILLER,4302,4400,4301,4399,,MILLER,CALLE,91.71,CRECIENTE,1,,Ciclovías,Calzada paralela y adyacente a la vereda suroeste,,2018.0,Ciclovía,VÍA LOCAL,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.493961548189034 -34.554708131067116, -58.49407754104486 -34.554543997464336, -58.49446434389107 -34.553993678669784))"
66,1369,3156,CONGRESO,2202,2300,2201,2299,,CONGRESO,CALLE,102.59,DECRECIENTE,-1,,Ciclovías,,,2012.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,13,13,13,,BELGRANO,NUÑEZ,"MULTILINESTRING ((-58.46041049248593 -34.554367841591116, -58.46135461168259 -34.55486280126181))"
67,1388,9004,IBERA,2602,2700,2601,2699,,IBERA,CALLE,81.18,CRECIENTE,1,,Ciclovías,,,2017.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,13,13,13,NUÑEZ,NUÑEZ,NUÑEZ,"MULTILINESTRING ((-58.46638409107061 -34.554518685380415, -58.46711459533637 -34.55493127987239))"
68,1394,4111,MONROE,1702,1800,1701,1799,,MONROE,CALLE,116.0,CRECIENTE,1,,Ciclovías,,,2012.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,13,13,13,BELGRANO,BELGRANO,BELGRANO,"MULTILINESTRING ((-58.45327461398043 -34.55434218190844, -58.45430209462908 -34.55495107878713))"
69,1395,16025,11 DE SEPTIEMBRE DE 1888,2502,2600,2501,2599,11 DE SEPTIEMBRE,11 DE SEPTIEMBRE DE 1888,CALLE,117.37,DECRECIENTE,-1,,Ciclovías,,,2012.0,Ciclovía,VÍA LOCAL,,13,13,13,BELGRANO,BELGRANO,BELGRANO,"MULTILINESTRING ((-58.45430209462908 -34.55495107878713, -58.45437394376845 -34.554867701863216, -58.45504177682624 -34.55408801257672))"
70,1410,19093,RUIZ HUIDOBRO AV.,4702,4710,0,0,,AV.RUIZ HUIDOBRO,AVENIDA,40.49,DECRECIENTE,-1,se completo numeración 8-1-3,Bicisendas preexistentes,,,,Bicisenda preexistente,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.49387716634728 -34.554828423806065, -58.494114794511816 -34.55499674820628, -58.4942111749053 -34.55506679587111))"
71,1446,4053,"BALBIN, RICARDO, DR. AV.",0,0,4401,4449,SAN ISIDRO-DEL TEJAR,AV.DR.RICARDO BALBIN,AVENIDA,75.2,CRECIENTE,1,corrección numeración 28-1,Ciclovías Proyectadas,,,,Ciclovía proyectada,VÍA DISTRIBUIDORA PRINCIPAL,SI,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.49487804847462 -34.55520521993529, -58.49504515482157 -34.555251867809694, -58.49527456880727 -34.55529920339479, -58.49548887688644 -34.55531459476068, -58.49567949323637 -34.555300606022634))"
72,1468,3156,CONGRESO,2302,2400,2301,2399,,CONGRESO,CALLE,128.12,DECRECIENTE,-1,,Ciclovías,,,2012.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,13,13,13,,BELGRANO,NUÑEZ,"MULTILINESTRING ((-58.46135461168259 -34.55486280126181, -58.462533754977635 -34.555480927127675))"
73,1500,19093,RUIZ HUIDOBRO AV.,0,0,0,0,,AV.RUIZ HUIDOBRO,AVENIDA,36.49,DECRECIENTE,-1,,Bicisendas preexistentes,,,,Bicisenda preexistente,VÍA LOCAL,SI,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.495567222085604 -34.55574804955931, -58.495961041886375 -34.55570269287366))"
74,1508,13083,MILLER,4152,4200,4151,4199,,MILLER,CALLE,50.39,CRECIENTE,1,,Ciclovías,Calzada paralela y adyacente a la vereda suroeste,,2018.0,Ciclovía,VÍA LOCAL,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.49317062072859 -34.555848622031576, -58.49344260600571 -34.555454039143626))"
75,1523,9004,IBERA,2802,2900,2801,2899,,IBERA,CALLE,101.31,CRECIENTE,1,,Ciclovías,,,2017.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,13,13,13,NUÑEZ,NUÑEZ,NUÑEZ,"MULTILINESTRING ((-58.46801441422562 -34.55543956996231, -58.46827437718227 -34.55558639399354, -58.46892650171036 -34.55595383886482))"
76,1551,20127,SUPERI,3402,3500,3401,3499,,SUPERI,CALLE,99.0,CRECIENTE,1,,Ciclovías,"Por calzada paralela y adyacente a la vereda suroeste, en doble sentido de circulación según Res. 339/SECTRANS/18 en BO 5423 del 27/07/2018",,2018.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,12,12,12,COGHLAN,COGHLAN,COGHLAN,"MULTILINESTRING ((-58.47641239869767 -34.556194114948354, -58.47699066587558 -34.55544079484484))"
77,1579,13083,MILLER,4082,4100,4081,4099,,MILLER,CALLE,26.58,CRECIENTE,1,,Ciclovías,Calzada paralela y adyacente a la vereda suroeste,,2018.0,Ciclovía,VÍA LOCAL,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.49278267368564 -34.556411757299045, -58.492926027515225 -34.55620361928099))"
78,1590,9004,IBERA,2902,3000,2901,2999,,IBERA,CALLE,105.96,CRECIENTE,1,,Ciclovías,,,2017.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,13,13,13,NUÑEZ,NUÑEZ,NUÑEZ,"MULTILINESTRING ((-58.46892650171036 -34.55595383886482, -58.46988065169754 -34.55649154988667))"
79,1646,13083,MILLER,4002,4080,4001,4079,,MILLER,CALLE,73.4,CRECIENTE,1,,Ciclovías,Calzada paralela y adyacente a la vereda suroeste,,2018.0,Ciclovía,VÍA LOCAL,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.492386553862715 -34.55698651321118, -58.49278267368564 -34.556411757299045))"
80,1655,16015,OLAZABAL,1802,1820,1777,1799,,OLAZABAL,CALLE,31.11,CRECIENTE,1,,Ciclovías,,,2012.0,Ciclovía,VÍA LOCAL,,13,13,13,BELGRANO,BELGRANO,BELGRANO,"MULTILINESTRING ((-58.452801887860986 -34.55689318641354, -58.45307859557942 -34.55705511496681))"
81,1666,6025,"FIGUEROA ALCORTA, PRES. AV.",6002,6400,6001,6399,"CENTENARIO, Av.",AV.PRES. FIGUEROA ALCORTA,AVENIDA,524.19,CRECIENTE,1,,Ciclovías,Mano izquierda,Vereda,2012.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,14,14,14,PALERMO,PALERMO,PALERMO,"MULTILINESTRING ((-58.42997740246505 -34.55720853415948, -58.430198530973996 -34.5570340129096, -58.43204237021032 -34.55557256429784, -58.43411810056931 -34.5539541183103))"
82,1702,9004,IBERA,3102,3200,3101,3199,,IBERA,CALLE,100.45,CRECIENTE,1,,Ciclovías,Calzada paralela y adyacente a la vereda sureste,,2018.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,12,12,12,COGHLAN,COGHLAN,COGHLAN,"MULTILINESTRING ((-58.47087243753059 -34.557030800405684, -58.471789920526135 -34.55752448360123))"
83,1736,1072,AMENABAR,2702,2800,2701,2799,,AMENABAR,CALLE,101.59,CRECIENTE,1,,Ciclovías,"Por calzada paralela y adyacente a la vereda suroeste, en doble sentido de circulación según Res. 339/SECTRANS/18 en BO 5423 del 27/07/2018",,2018.0,Ciclovía,VÍA LOCAL,,13,13,13,BELGRANO,BELGRANO,BELGRANO,"MULTILINESTRING ((-58.463050762373896 -34.55790894211627, -58.46369104486613 -34.55716195306766))"
84,1750,20127,SUPERI,3202,3300,3201,3299,,SUPERI,CALLE,149.74,CRECIENTE,1,,Ciclovías,"Por calzada paralela y adyacente a la vereda suroeste, en doble sentido de circulación según Res. 339/SECTRANS/18 en BO 5423 del 27/07/2018",,2018.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,12,12,12,COGHLAN,COGHLAN,COGHLAN,"MULTILINESTRING ((-58.47502834470971 -34.55799697257575, -58.47590305538676 -34.556857563935345))"
85,1754,9004,IBERA,3202,3250,3201,3249,,IBERA,CALLE,93.12,CRECIENTE,1,,Ciclovías,,,2017.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,12,12,12,COGHLAN,COGHLAN,COGHLAN,"MULTILINESTRING ((-58.4719111400937 -34.55758968784938, -58.47210020553917 -34.55769136679993, -58.47275593794699 -34.558054494956075))"
86,1810,13083,MILLER,3802,3900,3801,3899,,MILLER,CALLE,97.53,CRECIENTE,1,,Ciclovías,Calzada paralela y adyacente a la vereda suroeste,,2018.0,Ciclovía,VÍA LOCAL,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.49132731120655 -34.55851221778548, -58.49185685245056 -34.5577499653175))"
87,1823,16025,11 DE SEPTIEMBRE DE 1888,2102,2200,2101,2199,11 DE SEPTIEMBRE,11 DE SEPTIEMBRE DE 1888,CALLE,133.25,CRECIENTE,1,,Ciclovías,,,2012.0,Ciclovía,VÍA LOCAL,,13,13,13,BELGRANO,BELGRANO,BELGRANO,"MULTILINESTRING ((-58.4511537600374 -34.55878821704673, -58.45200171364926 -34.557813206180626))"
88,1824,21057,TRIUNVIRATO AV.,6452,6590,6451,6589,,AV. TRIUNVIRATO,AVENIDA,333.17,DECRECIENTE,-1,corr.8-1-03,Bicisendas preexistentes,,,,Bicisenda preexistente,VÍA DISTRIBUIDORA PRINCIPAL,SI,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.49584562953645 -34.55878765238699, -58.495877901550585 -34.5585963014841, -58.495903199656 -34.55842100912612, -58.495987899193004 -34.55821070008489, -58.49607252417428 -34.55802841979502, -58.49663148135195 -34.55729219559559, -58.49675849423176 -34.55710990322378, -58.496843113620706 -34.556920650380626, -58.49686007583662 -34.55676641688094, -58.49680067372064 -34.55658417554888, -58.49669890158052 -34.556450960976164, -58.496537886175965 -34.55631783288234, -58.496334478738675 -34.55617767363704, -58.49630811679601 -34.556162759249915))"
89,1840,20127,SUPERI,3102,3200,3101,3199,,SUPERI,CALLE,120.49,CRECIENTE,1,,Ciclovías,,,2014.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,12,12,12,COGHLAN,COGHLAN,COGHLAN,"MULTILINESTRING ((-58.47432450785349 -34.55891381925364, -58.47502834470971 -34.55799697257575))"
90,1870,6025,"FIGUEROA ALCORTA, PRES. AV.",5702,6000,5701,5999,"CENTENARIO, Av.",AV.PRES. FIGUEROA ALCORTA,AVENIDA,316.78,CRECIENTE,1,,Ciclovías,Mano izquierda,Vereda,2012.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,14,14,14,PALERMO,PALERMO,PALERMO,"MULTILINESTRING ((-58.427484552009595 -34.55918350632778, -58.42785036374659 -34.558893465797986, -58.42977194016931 -34.55737101678211, -58.42997740246505 -34.55720853415948))"
91,1883,13083,MILLER,3702,3800,3701,3799,,MILLER,CALLE,101.19,CRECIENTE,1,,Ciclovías,Calzada paralela y adyacente a la vereda suroeste,,2018.0,Ciclovía,VÍA LOCAL,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.490777936011895 -34.559303064513635, -58.49132731120655 -34.55851221778548))"
92,1989,9004,IBERA,3602,3700,3601,3699,,IBERA,CALLE,105.08,CRECIENTE,1,,Ciclovías,"Por calzada paralela y adyacente a la vereda sureste, en doble sentido de circulación según Res. 190/SECTRANS/18 en BO 5371 del 11/05/2018",,2018.0,Ciclovía,VÍA LOCAL,,12,12,12,COGHLAN,COGHLAN,COGHLAN,"MULTILINESTRING ((-58.47618425562418 -34.559919997555404, -58.47714249524886 -34.56043842525662))"
93,1898,9004,IBERA,3402,3500,3401,3499,,IBERA,CALLE,103.86,CRECIENTE,1,,Ciclovías,"Por calzada paralela y adyacente a la vereda sureste, en doble sentido de circulación según Res. 190/SECTRANS/18 en BO 5371 del 11/05/2018",,2018.0,Ciclovía,VÍA LOCAL,,12,12,12,COGHLAN,COGHLAN,COGHLAN,"MULTILINESTRING ((-58.47432450785349 -34.55891381925364, -58.47527157238132 -34.55942620626405))"
94,1919,27013,ZAVALIA,2002,2100,2001,2099,,ZAVALIA,CALLE,160.59,DECRECIENTE,-1,,Ciclovías,"Por calzada paralela y adyacente a la vereda noreste, en doble sentido de circulación según Resolución 232/SECTRANS/19 en BO Nº 5630 del 03/06/2019",,2019.0,Ciclovía,VÍA LOCAL,,13,13,13,BELGRANO,BELGRANO,BELGRANO,"MULTILINESTRING ((-58.450284094253405 -34.55967237246602, -58.45196533916107 -34.55927133403173))"
95,1975,1072,AMENABAR,2402,2500,2401,2499,,AMENABAR,CALLE,128.1,CRECIENTE,1,,Ciclovías,"Por calzada paralela y adyacente a la vereda suroeste, en doble sentido de circulación según Res. 339/SECTRANS/18 en BO 5423 del 27/07/2018",,2018.0,Ciclovía,VÍA LOCAL,,13,13,13,BELGRANO,BELGRANO,BELGRANO,"MULTILINESTRING ((-58.46097508544892 -34.560337847613624, -58.46106072311541 -34.56023812870098, -58.46177867554493 -34.55939375483654))"
96,1988,21059,TRONADOR,3352,3400,3351,3399,ESTOMBA Y PLAZA,TRONADOR,CALLE,73.84,DECRECIENTE,-1,corrección altura 8-1-03,Ciclovías,"Por calzada paralela y adyacente a la vereda noreste, en doble sentido de circulación según Res. 190/SECTRANS/18 en BO 5371 del 11/05/2018",,2018.0,Ciclovía,VÍA LOCAL,,12,12,12,COGHLAN,COGHLAN,COGHLAN,"MULTILINESTRING ((-58.48104561012322 -34.560406299896606, -58.48145152827041 -34.55983157962781))"
97,2016,20127,SUPERI,2902,3000,2901,2999,,SUPERI,CALLE,133.92,CRECIENTE,1,,Ciclovías,,,2014.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,12,12,12,COGHLAN,COGHLAN,COGHLAN,"MULTILINESTRING ((-58.472699553040954 -34.56077751760823, -58.47355323361046 -34.559798483607075))"
98,2040,21059,TRONADOR,3302,3350,3301,3349,ESTOMBA Y PLAZA,TRONADOR,CALLE,57.93,DECRECIENTE,-1,corrección altura 8-1-03,Ciclovías,"Por calzada paralela y adyacente a la vereda noreste, en doble sentido de circulación según Res. 190/SECTRANS/18 en BO 5371 del 11/05/2018",,2018.0,Ciclovía,VÍA LOCAL,,12,12,12,COGHLAN,COGHLAN,COGHLAN,"MULTILINESTRING ((-58.4806754283221 -34.56093037876603, -58.48099387003406 -34.5604794780342))"
99,2041,9004,IBERA,3702,3800,3701,3799,,IBERA,CALLE,102.56,CRECIENTE,1,,Ciclovías,"Por calzada paralela y adyacente a la vereda sureste, en doble sentido de circulación según Res. 190/SECTRANS/18 en BO 5371 del 11/05/2018",,2018.0,Ciclovía,VÍA LOCAL,,12,12,12,COGHLAN,COGHLAN,COGHLAN,"MULTILINESTRING ((-58.47714249524886 -34.56043842525662, -58.47807776084124 -34.56094438311124))"
100,2061,9004,IBERA,3802,3850,3801,3851,,IBERA,CALLE,55.91,CRECIENTE,1,,Ciclovías,"Por calzada paralela y adyacente a la vereda sureste, en doble sentido de circulación según Res. 190/SECTRANS/18 en BO 5371 del 11/05/2018",,2018.0,Ciclovía,VÍA LOCAL,,12,12,12,COGHLAN,COGHLAN,COGHLAN,"MULTILINESTRING ((-58.47807776084124 -34.56094438311124, -58.478587624131976 -34.561220241880356))"
101,2077,17048,"PEDRAZA, MANUELA",0,0,0,0,,MANUELA PEDRAZA,CALLE,14.31291791147511,DECRECIENTE,-1,Prórroga Res. 776/SSTYTRA/16 (BO  5031 22/12/2016) - Asig. Sentido de SO a NE por Res. Nº 133/SSTYTRA/16 en BO 4911 del 28/06/2016 - Antes: Asig. NE a SO según Disp. 142/DGTRANSP/14 (BO 4466 26/08/2014) mientras se construye Paso Bajo Nivel Av Congreso,Ciclovías,"Por calzada paralela y adyacente a la vereda noroeste, en doble sentido de circulación según Res. 190/SECTRANS/18 en BO 5371 del 11/05/2018",,2018.0,Ciclovía,VÍA LOCAL,,12,12,12,VILLA URQUIZA,VILLA URQUIZA,VILLA URQUIZA,"MULTILINESTRING ((-58.48420453019827 -34.56125391710163, -58.48434057611917 -34.56131699370453))"
102,2090,9004,IBERA,3852,3900,3853,3899,,IBERA,CALLE,47.48,CRECIENTE,1,,Ciclovías,"Por calzada paralela y adyacente a la vereda sureste, en doble sentido de circulación según Res. 190/SECTRANS/18 en BO 5371 del 11/05/2018",,2018.0,Ciclovía,VÍA LOCAL,,12,12,12,COGHLAN,COGHLAN,COGHLAN,"MULTILINESTRING ((-58.478587624131976 -34.561220241880356, -58.47901942320854 -34.5614558964358))"
103,2103,16025,11 DE SEPTIEMBRE DE 1888,1802,1900,1801,1899,11 DE SEPTIEMBRE,11 DE SEPTIEMBRE DE 1888,CALLE,128.6,DECRECIENTE,-1,,Ciclovías,"Por calzada paralela y adyacente a la vereda noreste, en doble sentido de circulación según Resolución 232/SECTRANS/19 en BO Nº 5630 del 03/06/2019",,2019.0,Ciclovía,VÍA LOCAL,,13,13,13,BELGRANO,BELGRANO,BELGRANO,"MULTILINESTRING ((-58.44872131459647 -34.561601252431245, -58.44953433387414 -34.56065710073444))"
104,2110,9004,IBERA,3902,3950,3901,3949,,IBERA,CALLE,50.12,CRECIENTE,1,,Ciclovías,"Por calzada paralela y adyacente a la vereda sureste, en doble sentido de circulación según Res. 190/SECTRANS/18 en BO 5371 del 11/05/2018",,2018.0,Ciclovía,VÍA LOCAL,,12,12,12,COGHLAN,COGHLAN,COGHLAN,"MULTILINESTRING ((-58.47901942320854 -34.5614558964358, -58.47947616885972 -34.561703588668244))"
105,2117,13083,MILLER,3502,3600,3501,3599,,MILLER,CALLE,172.47,CRECIENTE,1,,Ciclovías,Calzada paralela y adyacente a la vereda suroeste,,2018.0,Ciclovía,VÍA LOCAL,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.48908601294596 -34.56173862806583, -58.490022389897504 -34.56039072108261))"
106,2122,17048,"PEDRAZA, MANUELA",4402,4500,4401,4499,,MANUELA PEDRAZA,CALLE,99.7844347112541,DECRECIENTE,-1,Prórroga Res. 776/SSTYTRA/16 (BO  5031 22/12/2016) - Asig. Sentido de SO a NE por Res. Nº 133/SSTYTRA/16 en BO 4911 del 28/06/2016 - Antes: Asig. NE a SO según Disp. 142/DGTRANSP/14 (BO 4466 26/08/2014) mientras se construye Paso Bajo Nivel Av Congreso,Ciclovías,"Por calzada paralela y adyacente a la vereda noroeste, en doble sentido de circulación según Res. 190/SECTRANS/18 en BO 5371 del 11/05/2018",,2018.0,Ciclovía,VÍA LOCAL,,12,12,12,VILLA URQUIZA,VILLA URQUIZA,VILLA URQUIZA,"MULTILINESTRING ((-58.48434057611917 -34.56131699370453, -58.48528907217723 -34.56175669532349))"
107,2142,21059,TRONADOR,3202,3300,3201,3299,ESTOMBA Y PLAZA,TRONADOR,CALLE,132.34,DECRECIENTE,-1,corrección altura 8-1-03,Ciclovías,"Por calzada paralela y adyacente a la vereda noreste, en doble sentido de circulación según Res. 190/SECTRANS/18 en BO 5371 del 11/05/2018",,2018.0,Ciclovía,VÍA LOCAL,,12,12,12,COGHLAN,COGHLAN,COGHLAN,"MULTILINESTRING ((-58.47995002954295 -34.5619614179146, -58.48059322181102 -34.5610468014461, -58.4806754283221 -34.56093037876603))"
108,2151,6025,"FIGUEROA ALCORTA, PRES. AV.",5402,5692,5401,5691,"CENTENARIO, Av.",AV.PRES. FIGUEROA ALCORTA,AVENIDA,425.2616425475395,CRECIENTE,1,,Ciclovías,,,2013.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,14,14,14,PALERMO,PALERMO,PALERMO,"MULTILINESTRING ((-58.42390464227646 -34.56201732505124, -58.42707590600337 -34.55950740703498, -58.427252348409404 -34.55936692695386))"
109,2160,1047,"ALSINA, VALENTIN AV.",0,0,0,0,,AV.VALENTIN ALSINA,AVENIDA,334.34,CRECIENTE,1,En Mayo de 2018 se invirtió el sentido de digitalización y se agregó altura en algunos tramos según se encontraron puertas oficiales. El sentido creciente era de esa manera entonces.,Ciclovías,,,2013.0,Ciclovía,VÍA LOCAL,,14,14,14,PALERMO,PALERMO,PALERMO,"MULTILINESTRING ((-58.43486032802045 -34.562089525253, -58.43413470004106 -34.56188491298683, -58.433255843072786 -34.56169821692704, -58.4324501565919 -34.561623436899495, -58.43177401139736 -34.5616046722128, -58.431292789838196 -34.56162271640699))"
110,2171,17048,"PEDRAZA, MANUELA",4502,4600,4501,4599,,MANUELA PEDRAZA,CALLE,97.78,DECRECIENTE,-1,,Ciclovías,"Por calzada paralela y adyacente a la vereda noroeste, en doble sentido de circulación según Res. 190/SECTRANS/18 en BO 5371 del 11/05/2018",,2018.0,Ciclovía,VÍA LOCAL,,12,12,12,VILLA URQUIZA,VILLA URQUIZA,VILLA URQUIZA,"MULTILINESTRING ((-58.48528907217723 -34.56175669532349, -58.48622080500501 -34.56218413890017))"
111,2177,1072,AMENABAR,2202,2300,2201,2299,,AMENABAR,CALLE,125.48,CRECIENTE,1,,Ciclovías,"Por calzada paralela y adyacente a la vereda suroeste, en doble sentido de circulación según Res. 339/SECTRANS/18 en BO 5423 del 27/07/2018",,2018.0,Ciclovía,VÍA LOCAL,,13,13,13,BELGRANO,BELGRANO,BELGRANO,"MULTILINESTRING ((-58.45938155759848 -34.56219390392099, -58.45949103561818 -34.56206658066723, -58.460173350327985 -34.561271793934026))"
112,2183,26006,"YRURTIA, ROGELIO",5652,5700,5651,5699,,ROGELIO YRURTIA,CALLE,86.32,DECRECIENTE,-1,,Bicisendas,,,,Bicisenda,VÍA LOCAL,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.502995595706835 -34.56148165276076, -58.50280644564987 -34.56183876414922, -58.5026586706133 -34.562207200166256))"
113,2199,5007,ECHEVERRIA,2202,2300,2201,2299,,ECHEVERRIA,CALLE,104.13,DECRECIENTE,-1,,Ciclovías,"Por calzada paralela y adyacente a la vereda noroeste, en doble sentido de circulación según Res. 190/SECTRANS/18 en BO 5371 del 11/05/2018",,2018.0,Ciclovía,VÍA LOCAL,,13,13,13,BELGRANO,BELGRANO,BELGRANO,"MULTILINESTRING ((-58.45394705855146 -34.56184712210225, -58.45486891559168 -34.56239438426994))"
114,2209,20127,SUPERI,2702,2800,2701,2799,,SUPERI,CALLE,128.61,CRECIENTE,1,,Ciclovías,,,2014.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,12,12,12,COGHLAN,COGHLAN,COGHLAN,"MULTILINESTRING ((-58.47121658693166 -34.56248181498469, -58.472034979192664 -34.561540682308674))"
115,2216,16025,11 DE SEPTIEMBRE DE 1888,1702,1800,1701,1799,11 DE SEPTIEMBRE,11 DE SEPTIEMBRE DE 1888,CALLE,128.44,DECRECIENTE,-1,,Ciclovías,,,2018.0,Ciclovía,VÍA LOCAL,,13,13,13,BELGRANO,BELGRANO,BELGRANO,"MULTILINESTRING ((-58.44791227777157 -34.562546032882935, -58.44859147160441 -34.56175208522439, -58.44872131459647 -34.561601252431245))"
116,2225,5007,ECHEVERRIA,2302,2350,2301,2349,,ECHEVERRIA,CALLE,45.57,DECRECIENTE,-1,,Ciclovías,"Por calzada paralela y adyacente a la vereda noroeste, en doble sentido de circulación según Res. 190/SECTRANS/18 en BO 5371 del 11/05/2018",,2018.0,Ciclovía,VÍA LOCAL,,13,13,13,BELGRANO,BELGRANO,BELGRANO,"MULTILINESTRING ((-58.45486891559168 -34.56239438426994, -58.455272306325874 -34.562633853284346))"
117,2267,5007,ECHEVERRIA,2352,2400,2351,2399,,ECHEVERRIA,CALLE,67.81,DECRECIENTE,-1,,Ciclovías,"Por calzada paralela y adyacente a la vereda noroeste, en doble sentido de circulación según Res. 190/SECTRANS/18 en BO 5371 del 11/05/2018",,2018.0,Ciclovía,VÍA LOCAL,,13,13,13,BELGRANO,BELGRANO,BELGRANO,"MULTILINESTRING ((-58.455272306325874 -34.562633853284346, -58.45567731669235 -34.562874306994544, -58.45587326843129 -34.56298939198739))"
118,2285,17048,"PEDRAZA, MANUELA",4702,4800,4701,4799,,MANUELA PEDRAZA,CALLE,101.11,DECRECIENTE,-1,,Ciclovías,"Por calzada paralela y adyacente a la vereda noroeste, en doble sentido de circulación según Res. 190/SECTRANS/18 en BO 5371 del 11/05/2018",,2018.0,Ciclovía,VÍA LOCAL,,12,12,12,VILLA URQUIZA,VILLA URQUIZA,VILLA URQUIZA,"MULTILINESTRING ((-58.48718456495405 -34.562646569830854, -58.48813879930611 -34.56310216392062))"
119,2290,1072,AMENABAR,2102,2200,2101,2199,,AMENABAR,CALLE,129.0,CRECIENTE,1,,Ciclovías,"Por calzada paralela y adyacente a la vereda suroeste, en doble sentido de circulación según Res. 339/SECTRANS/18 en BO 5423 del 27/07/2018",,2018.0,Ciclovía,VÍA LOCAL,,13,13,13,BELGRANO,BELGRANO,BELGRANO,"MULTILINESTRING ((-58.45856701700959 -34.563141642109265, -58.45938155759848 -34.56219390392099))"
120,2307,17053,"PELLEGRINI, CARLOS E.",5672,5700,5671,5699,,CARLOS E. PELLEGRINI,CALLE,62.6,CRECIENTE,1,,Ciclovías,"Por calzada paralela y adyacente a la vereda sureste, en doble sentido de circulación",,2.0191181955951005e+20,Ciclovía,VÍA LOCAL,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.50181263483314 -34.563017487516746, -58.50225130807754 -34.563230028979916, -58.502402442036626 -34.563300968108486))"
121,2308,26006,"YRURTIA, ROGELIO",5702,5800,5701,5799,,ROGELIO YRURTIA,CALLE,123.67,DECRECIENTE,-1,,Bicisendas,,,,Bicisenda,VÍA LOCAL,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.5026586706133 -34.562207200166256, -58.50259714279907 -34.56242729518061, -58.50254012170659 -34.56263745891542, -58.50248939478813 -34.56283712741172, -58.50244505954186 -34.563052568819145, -58.502402442036626 -34.563300968108486))"
122,2310,20127,SUPERI,2602,2700,2601,2699,,SUPERI,CALLE,112.89,CRECIENTE,1,,Ciclovías,,,2014.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,12,12,12,COGHLAN,COGHLAN,COGHLAN,"MULTILINESTRING ((-58.470498276132865 -34.56330786326294, -58.47121658693166 -34.56248181498469))"
123,2327,21057,TRIUNVIRATO AV.,5902,6100,5901,6099,,AV. TRIUNVIRATO,AVENIDA,212.31,DECRECIENTE,-1,corr.nombre  8-1-03,Bicisendas preexistentes,,,,Bicisenda preexistente,VÍA DISTRIBUIDORA PRINCIPAL,SI,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.496592344858925 -34.56353635783322, -58.496727103407935 -34.563327865818934, -58.496769429397375 -34.563159611159996, -58.49677775584831 -34.56290720906289, -58.49675222154571 -34.56270397223124, -58.49665901741695 -34.56251469786127, -58.496514803596675 -34.56227642215453, -58.496370670150576 -34.56202406143269, -58.49627240645792 -34.56173654653884))"
