,id,codigo,nomoficial,alt_izqini,alt_izqfin,alt_derini,alt_derfin,nomanter,nom_mapa,tipo_c,long,sentido,cod_sent,observa,bicisenda,lado_ciclo,recorrid_x,anio_construccion,tooltip_bi,red_jerarq,red_tp,COMUNA,COM_PAR,COM_IMPAR,BARRIO,BARRIO_PAR,BARRIO_IMP,geometry
1921,8391,1062,"ALVEAR, MARCELO T. De",2002,2100,2001,2099,CHARCAS,MARCELO T.DE ALVEAR,CALLE,133.48,CRECIENTE,1,,Ciclovías,,,2014.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,2,2,2,RECOLETA,RECOLETA,RECOLETA,"MULTILINESTRING ((-58.396102979654046 -34.597297747914155, -58.396257722630985 -34.59729304422217, -58.39740021198232 -34.59723944036473, -58.39755453968057 -34.59722114304012))"
1922,8395,8036,HUMBOLDT,102,200,101,199,,HUMBOLDT,CALLE,130.08,CRECIENTE,1,,Bicisendas,,,,Bicisenda,VÍA LOCAL,,15,15,15,VILLA CRESPO,VILLA CRESPO,VILLA CRESPO,"MULTILINESTRING ((-58.45125340972152 -34.59735128970555, -58.45019522426759 -34.596570745594796))"
1923,8463,1008,"ACUÑA DE FIGUEROA, FRANCISCO",1202,1300,1201,1299,ALMAGRO,FRANCISCO ACUÑA DE FIGUEROA,CALLE,146.58,DECRECIENTE,-1,,Ciclovías,,,2015.0,Ciclovía,VÍA LOCAL,,14,14,14,PALERMO,PALERMO,PALERMO,"MULTILINESTRING ((-58.42177967769403 -34.597734404132424, -58.42151692306705 -34.59643112466027))"
1924,8464,3165,CORDOBA AV.,3902,4000,3901,3999,RIVERA-GIRIBONE,AV. CORDOBA,AVENIDA,145.99,CRECIENTE,1,,Ciclovías mano única,Por calzada paralela y adyacente a la acera par,,3.922025082020202e+16,Ciclovía mano única,VÍA DISTRIBUIDORA PRINCIPAL,,0,5,14,,ALMAGRO,PALERMO,"MULTILINESTRING ((-58.42177967769403 -34.597734404132424, -58.422841492675126 -34.597712915911345, -58.42336930425086 -34.597744873389416))"
1925,8466,20123,SUIPACHA,902,1000,901,999,,SUIPACHA,CALLE,134.69,DECRECIENTE,-1,,Ciclovías,,,2011.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,1,1,1,RETIRO,RETIRO,RETIRO,"MULTILINESTRING ((-58.379837989913646 -34.59772546040252, -58.379898789039245 -34.596624569263014, -58.379904606741796 -34.596512599645834))"
1926,8474,3165,CORDOBA AV.,3802,3900,3801,3899,RIVERA-GIRIBONE,AV. CORDOBA,AVENIDA,148.17,CRECIENTE,1,,Ciclovías mano única,Por calzada paralela y adyacente a la acera par,,3.922025082020202e+16,Ciclovía mano única,VÍA DISTRIBUIDORA PRINCIPAL,,0,5,14,,ALMAGRO,PALERMO,"MULTILINESTRING ((-58.42016489935273 -34.59776264727362, -58.4204348671173 -34.59775689724433, -58.42177967769403 -34.597734404132424))"
1927,8487,12145,LOYOLA,302,400,301,399,,LOYOLA,CALLE,99.65,DECRECIENTE,-1,corrección altura 9-1-03,Ciclovías,,,2014.0,Ciclovía,VÍA LOCAL,,15,15,15,VILLA CRESPO,VILLA CRESPO,VILLA CRESPO,"MULTILINESTRING ((-58.43378004855183 -34.59781832112871, -58.43444447633701 -34.59710769408988))"
1928,8500,5086,ESTADO DE ISRAEL AV.,4102,4200,4101,4199,LAVALLE - RIO DE JANEIRO,AV. ESTADO DE ISRAEL,AVENIDA,146.69,CRECIENTE,1,,Ciclovías mano única,Por calzada paralela y adyacente a la acera par,,3.922025082020202e+16,Ciclovía mano única,VÍA DISTRIBUIDORA PRINCIPAL,,0,5,15,,ALMAGRO,VILLA CRESPO,"MULTILINESTRING ((-58.42336930425086 -34.597744873389416, -58.42375684270571 -34.59782442638843, -58.42495609534066 -34.5978512905078))"
1929,8510,5086,ESTADO DE ISRAEL AV.,4202,4300,4201,4299,LAVALLE - RIO DE JANEIRO,AV. ESTADO DE ISRAEL,AVENIDA,136.45,CRECIENTE,1,,Ciclovías mano única,Por calzada paralela y adyacente a la acera par,,3.922025082020202e+16,Ciclovía mano única,VÍA DISTRIBUIDORA PRINCIPAL,,0,5,15,,ALMAGRO,VILLA CRESPO,"MULTILINESTRING ((-58.42495609534066 -34.5978512905078, -58.42630471519307 -34.597881496037616, -58.42644130808698 -34.597899143285694))"
1930,8512,2082,BILLINGHURST,1002,1100,1001,1099,,BILLINGHURST,CALLE,130.13,CRECIENTE,1,corrección numeración 17-1,Ciclovías,,,2011.0,Ciclovía,VÍA LOCAL,,2,2,2,RECOLETA,RECOLETA,RECOLETA,"MULTILINESTRING ((-58.41463028672758 -34.59789739844582, -58.41423732822002 -34.59677025137544))"
1931,8513,3165,CORDOBA AV.,3402,3500,3401,3499,RIVERA-GIRIBONE,AV. CORDOBA,AVENIDA,126.02,CRECIENTE,1,,Ciclovías mano única,Por calzada paralela y adyacente a la acera par,,3.922025082020202e+16,Ciclovía mano única,VÍA DISTRIBUIDORA PRINCIPAL,,0,5,2,,ALMAGRO,RECOLETA,"MULTILINESTRING ((-58.41463028672758 -34.59789739844582, -58.41566494817817 -34.597859214578094, -58.41600287580789 -34.59785420510173))"
1932,8539,16030,"OROÑO, NICASIO",2502,2600,2501,2599,CAYENA,NICASIO OROÑO,CALLE,150.05,DECRECIENTE,-1,corrección numeración 13-1,Ciclovías,,,2017.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,15,15,15,PATERNAL,PATERNAL,PATERNAL,"MULTILINESTRING ((-58.45965180146242 -34.59799536118405, -58.459208764047936 -34.596693354485666))"
1933,8559,17003,PADILLA,902,1000,901,999,,PADILLA,CALLE,130.27,DECRECIENTE,-1,corrección altura 13-1-03,Ciclovías,,,2011.0,Ciclovía,VÍA LOCAL,,15,15,15,VILLA CRESPO,VILLA CRESPO,VILLA CRESPO,"MULTILINESTRING ((-58.44469347852934 -34.5980630123174, -58.445531981948555 -34.597303829433, -58.445651401773276 -34.597196098561604))"
1934,8562,3165,CORDOBA AV.,2902,3000,2901,2999,RIVERA-GIRIBONE,AV. CORDOBA,AVENIDA,117.45,CRECIENTE,1,,Ciclovías mano única,Por calzada paralela y adyacente a la acera par,,3.922025082020202e+16,Ciclovía mano única,VÍA DISTRIBUIDORA PRINCIPAL,,0,3,2,,BALVANERA,RECOLETA,"MULTILINESTRING ((-58.40815066745208 -34.5980683771236, -58.408724146875684 -34.59807793088311, -58.409430735557486 -34.5980878224776))"
1935,8567,3165,CORDOBA AV.,3102,3200,3101,3199,RIVERA-GIRIBONE,AV. CORDOBA,AVENIDA,149.37,CRECIENTE,1,,Ciclovías mano única,Por calzada paralela y adyacente a la acera par,,3.922025082020202e+16,Ciclovía mano única,VÍA DISTRIBUIDORA PRINCIPAL,,0,3,2,,BALVANERA,RECOLETA,"MULTILINESTRING ((-58.41029675259318 -34.59809214544382, -58.41192137209617 -34.59800248677594))"
1936,8611,22012,"URIBURU JOSE E., Pres.",902,1000,901,999,ANDES,PRES.JOSE E. URIBURU,CALLE,138.17,CRECIENTE,1,,Ciclovías,,,2014.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,2,2,2,RECOLETA,RECOLETA,RECOLETA,"MULTILINESTRING ((-58.39903527997193 -34.598286103489855, -58.398888417537336 -34.59712635995681, -58.39887212689948 -34.59704811068338))"
1937,8658,13118,MONTEVIDEO,902,1000,901,999,,MONTEVIDEO,CALLE,142.5,DECRECIENTE,-1,,Ciclovías,,,2014.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,2,2,2,RECOLETA,RECOLETA,RECOLETA,"MULTILINESTRING ((-58.389722800931835 -34.59847781854373, -58.38972902798648 -34.59836972202943, -58.38976324059209 -34.59733275463264, -58.38978635559838 -34.59719509034136))"
1938,8701,1057,"ALVAREZ, JULIAN",702,800,701,799,ALVAREZ,JULIAN ALVAREZ,CALLE,125.15,DECRECIENTE,-1,,Ciclovías,,,2011.0,Ciclovía,VÍA LOCAL,,15,15,15,VILLA CRESPO,VILLA CRESPO,VILLA CRESPO,"MULTILINESTRING ((-58.43299471593525 -34.59865821230485, -58.43216831750638 -34.598130883279374, -58.431915189665645 -34.5979684215017))"
1939,8710,19050,"RIVAS, Gral.",2302,2400,2301,2343,SANTO TOME - ARIAS,GRAL.RIVAS,CALLE,56.78,CRECIENTE,1,,Ciclovías Proyectadas,,,,Ciclovía proyectada,VÍA LOCAL,,11,11,11,VILLA DEL PARQUE,VILLA DEL PARQUE,VILLA DEL PARQUE,"MULTILINESTRING ((-58.482126962746854 -34.598250516688196, -58.48241679055741 -34.598702732286014))"
1940,8755,12089,LAVALLE,3902,4000,3901,3999,"LAVALLE, Gral. - RIO DE JANEIRO (parcial)",LAVALLE,CALLE,160.49,CRECIENTE,1,,Ciclovías Proyectadas,,,,Ciclovía proyectada,VÍA LOCAL,,5,5,5,ALMAGRO,ALMAGRO,ALMAGRO,"MULTILINESTRING ((-58.420339909527826 -34.59891772717593, -58.42061445722955 -34.59878972293078, -58.42186486008379 -34.598208595504914))"
1941,8757,17003,PADILLA,802,900,801,899,,PADILLA,CALLE,129.85,DECRECIENTE,-1,corrección altura 13-1-03,Ciclovías,,,2011.0,Ciclovía,VÍA LOCAL,,15,15,15,VILLA CRESPO,VILLA CRESPO,VILLA CRESPO,"MULTILINESTRING ((-58.44373894253475 -34.598927313294205, -58.44469347852934 -34.5980630123174))"
1942,8774,20123,SUIPACHA,802,900,801,899,,SUIPACHA,CALLE,138.42,DECRECIENTE,-1,,Ciclovías,,,2011.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,1,1,1,RETIRO,RETIRO,RETIRO,"MULTILINESTRING ((-58.37974595980267 -34.598970839190464, -58.37975600313825 -34.59880668861704, -58.379832698224085 -34.597822218849956, -58.379837989913646 -34.59772546040252))"
1943,8775,5086,ESTADO DE ISRAEL AV.,4502,4504,4501,4503,LAVALLE - RIO DE JANEIRO,AV. ESTADO DE ISRAEL,AVENIDA,6.96,CRECIENTE,1,,Ciclovías mano única,Por calzada paralela y adyacente a la acera par,,3.922025082020202e+16,Ciclovía mano única,VÍA DISTRIBUIDORA PRINCIPAL,,0,5,15,,ALMAGRO,VILLA CRESPO,"MULTILINESTRING ((-58.429163606309686 -34.59895861385966, -58.42922192699142 -34.59899877163476))"
1944,8785,3165,CORDOBA AV.,902,1000,901,999,RIVERA-GIRIBONE,AV. CORDOBA,AVENIDA,138.47,CRECIENTE,1,,Ciclovías mano única,Por calzada paralela y adyacente a la acera par,,3.922025082020202e+16,Ciclovía mano única,VÍA DISTRIBUIDORA PRINCIPAL,,1,1,1,,SAN NICOLAS,RETIRO,"MULTILINESTRING ((-58.37974595980267 -34.598970839190464, -58.38102438764025 -34.599019807216436, -58.38125372284078 -34.59903052517611))"
1945,8802,3165,CORDOBA AV.,1072,1100,1071,1099,RIVERA-GIRIBONE,AV. CORDOBA,AVENIDA,39.69,CRECIENTE,1,,Ciclovías mano única,Por calzada paralela y adyacente a la acera par,,3.922025082020202e+16,Ciclovía mano única,VÍA DISTRIBUIDORA PRINCIPAL,,1,1,1,,SAN NICOLAS,RETIRO,"MULTILINESTRING ((-58.38209271744201 -34.59906946729082, -58.38252464835826 -34.599089543017115))"
1946,8813,3165,CORDOBA AV.,0,0,0,0,RIVERA-GIRIBONE,AV. CORDOBA,AVENIDA,6.82,CRECIENTE,1,,Ciclovías Proyectadas,Por calzada paralela y adyacente a la acera par,,3922025082020.0,Ciclovía proyectada,VÍA DISTRIBUIDORA PRINCIPAL,,2,2,2,RECOLETA,RECOLETA,RECOLETA,"MULTILINESTRING ((-58.402477298066245 -34.59912020460595, -58.402539747400766 -34.59908685491912))"
1947,8845,21060,TUCUMAN,3602,3700,3601,3699,,TUCUMAN,CALLE,138.88,CRECIENTE,1,,Ciclovías Proyectadas,,,,Ciclovía proyectada,VÍA LOCAL,,5,5,5,ALMAGRO,ALMAGRO,ALMAGRO,"MULTILINESTRING ((-58.41607522541347 -34.59927650892695, -58.41751003123841 -34.59887711997437))"
1948,8860,1057,"ALVAREZ, JULIAN",602,700,601,699,ALVAREZ,JULIAN ALVAREZ,CALLE,125.0,DECRECIENTE,-1,,Ciclovías,,,2011.0,Ciclovía,VÍA LOCAL,,15,15,15,VILLA CRESPO,VILLA CRESPO,VILLA CRESPO,"MULTILINESTRING ((-58.43407349407374 -34.59934658483214, -58.43299471593525 -34.59865821230485))"
1949,8866,1008,"ACUÑA DE FIGUEROA, FRANCISCO",1002,1100,1001,1099,ALMAGRO,FRANCISCO ACUÑA DE FIGUEROA,CALLE,129.1,DECRECIENTE,-1,,Ciclovías,,,2015.0,Ciclovía,VÍA LOCAL,,5,5,5,ALMAGRO,ALMAGRO,ALMAGRO,"MULTILINESTRING ((-58.422040746572485 -34.5993632506481, -58.42202046069448 -34.59922514304462, -58.42186486008379 -34.598208595504914))"
1950,8870,3165,CORDOBA AV.,1402,1500,1401,1499,RIVERA-GIRIBONE,AV. CORDOBA,AVENIDA,117.96,CRECIENTE,1,,Ciclovías mano única,Por calzada paralela y adyacente a la acera par,,3.922025082020202e+16,Ciclovía mano única,VÍA DISTRIBUIDORA PRINCIPAL,,0,1,2,,SAN NICOLAS,RECOLETA,"MULTILINESTRING ((-58.38686704679108 -34.5992921320956, -58.38795514048412 -34.599343091272935, -58.38815075243375 -34.599353916290134))"
1951,8873,19050,"RIVAS, Gral.",2402,2444,2345,2399,SANTO TOME - ARIAS,GRAL.RIVAS,CALLE,86.03,CRECIENTE,1,,Ciclovías Proyectadas,,,,Ciclovía proyectada,VÍA LOCAL,,11,11,11,VILLA DEL PARQUE,VILLA DEL PARQUE,VILLA DEL PARQUE,"MULTILINESTRING ((-58.48241679055741 -34.598702732286014, -58.48285596831381 -34.59938795513317))"
1952,8889,3165,CORDOBA AV.,1502,1600,1501,1599,RIVERA-GIRIBONE,AV. CORDOBA,AVENIDA,139.48,CRECIENTE,1,,Ciclovías mano única,Por calzada paralela y adyacente a la acera par,,3.922025082020202e+16,Ciclovía mano única,VÍA DISTRIBUIDORA PRINCIPAL,,0,1,2,,SAN NICOLAS,RECOLETA,"MULTILINESTRING ((-58.38815075243375 -34.599353916290134, -58.38948375913312 -34.59942797052388, -58.38966761766499 -34.59944012404753))"
1953,8890,13118,MONTEVIDEO,802,900,801,899,,MONTEVIDEO,CALLE,106.87,DECRECIENTE,-1,,Ciclovías,,,2014.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,2,2,2,RECOLETA,RECOLETA,RECOLETA,"MULTILINESTRING ((-58.38966761766499 -34.59944012404753, -58.389722800931835 -34.59847781854373))"
1954,8906,20012,"SALGUERO, JERONIMO",902,1000,901,999,SALGUERO-CANNING,JERONIMO SALGUERO,CALLE,118.18,CRECIENTE,1,corrección numeración 17-1,Ciclovías Proyectadas,,,,Ciclovía proyectada,VÍA LOCAL,,5,5,5,ALMAGRO,ALMAGRO,ALMAGRO,"MULTILINESTRING ((-58.41900566222437 -34.59953965419646, -58.41897226308935 -34.59860561341472, -58.41896994803475 -34.59847476545086))"
1955,8907,12089,LAVALLE,3802,3900,3801,3899,"LAVALLE, Gral. - RIO DE JANEIRO (parcial)",LAVALLE,CALLE,140.5,CRECIENTE,1,,Ciclovías Proyectadas,,,,Ciclovía proyectada,VÍA LOCAL,,5,5,5,ALMAGRO,ALMAGRO,ALMAGRO,"MULTILINESTRING ((-58.41900566222437 -34.59953965419646, -58.420339909527826 -34.59891772717593))"
1956,8915,3165,CORDOBA AV.,1632,1700,1631,1699,RIVERA-GIRIBONE,AV. CORDOBA,AVENIDA,129.99,CRECIENTE,1,,Ciclovías mano única,Por calzada paralela y adyacente a la acera par,,3.922025082020202e+16,Ciclovía mano única,VÍA DISTRIBUIDORA PRINCIPAL,,0,1,2,,SAN NICOLAS,RECOLETA,"MULTILINESTRING ((-58.39014365748361 -34.5994714671931, -58.3913788930986 -34.5995527661244, -58.39155628079883 -34.599563645363176))"
1957,8924,21060,TUCUMAN,3502,3600,3501,3599,,TUCUMAN,CALLE,110.79,CRECIENTE,1,,Ciclovías Proyectadas,,,,Ciclovía proyectada,VÍA LOCAL,,5,5,5,ALMAGRO,ALMAGRO,ALMAGRO,"MULTILINESTRING ((-58.4149325637405 -34.599599728340564, -58.41591287725431 -34.59932172838136, -58.41607522541347 -34.59927650892695))"
1958,8929,3165,CORDOBA AV.,1702,1800,1701,1799,RIVERA-GIRIBONE,AV. CORDOBA,AVENIDA,126.66,CRECIENTE,1,,Ciclovías mano única,Por calzada paralela y adyacente a la acera par,,3.922025082020202e+16,Ciclovía mano única,VÍA DISTRIBUIDORA PRINCIPAL,,0,1,2,,SAN NICOLAS,RECOLETA,"MULTILINESTRING ((-58.39155628079883 -34.599563645363176, -58.392934176571934 -34.599636420664595))"
1959,8954,3165,CORDOBA AV.,2002,2100,2001,2099,RIVERA-GIRIBONE,AV. CORDOBA,AVENIDA,125.64,CRECIENTE,1,,Ciclovías mano única,Por calzada paralela y adyacente a la acera par,,3.922025082020202e+16,Ciclovía mano única,VÍA DISTRIBUIDORA PRINCIPAL,,0,3,2,,BALVANERA,RECOLETA,"MULTILINESTRING ((-58.39581957461181 -34.599702699343275, -58.39718882603845 -34.59972957604712))"
1960,8959,3165,CORDOBA AV.,2102,2200,2101,2199,RIVERA-GIRIBONE,AV. CORDOBA,AVENIDA,141.06,CRECIENTE,1,,Ciclovías mano única,Por calzada paralela y adyacente a la acera par,,3.922025082020202e+16,Ciclovía mano única,VÍA DISTRIBUIDORA PRINCIPAL,,0,3,2,,BALVANERA,RECOLETA,"MULTILINESTRING ((-58.39718882603845 -34.59972957604712, -58.398726105316136 -34.599759625061814))"
1961,8960,22012,"URIBURU JOSE E., Pres.",802,900,801,899,ANDES,PRES.JOSE E. URIBURU,CALLE,168.34,CRECIENTE,1,,Ciclovías,,,2014.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,2,2,2,RECOLETA,RECOLETA,RECOLETA,"MULTILINESTRING ((-58.398726105316136 -34.599759625061814, -58.3987665304307 -34.59968570164958, -58.3987982607723 -34.5996220554756, -58.398821125567075 -34.5993488943363, -58.39884830024319 -34.599229118110635, -58.39887555130468 -34.59912060969681, -58.398934462956646 -34.599038315568436, -58.398975299672855 -34.598982139048914, -58.39902521683974 -34.598746387047015, -58.399034402700515 -34.59854054361383, -58.39903527997193 -34.598286103489855))"
1962,8971,5086,ESTADO DE ISRAEL AV.,0,0,0,0,LAVALLE - RIO DE JANEIRO,AV. ESTADO DE ISRAEL,AVENIDA,5.11,CRECIENTE,1,,Ciclovías mano única,Por calzada paralela y adyacente a la acera par,,3.922025082020202e+16,Ciclovía mano única,VÍA DISTRIBUIDORA PRINCIPAL,,0,5,15,ALMAGRO,ALMAGRO,ALMAGRO,"MULTILINESTRING ((-58.43015194847563 -34.59977002576182, -58.430189748074554 -34.59980383936632))"
1963,8976,20044,SAN MARTIN,702,800,701,799,,SAN MARTIN,CALLE,129.48,CRECIENTE,1,,Ciclovías,,,2014.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,1,1,1,SAN NICOLAS,SAN NICOLAS,SAN NICOLAS,"MULTILINESTRING ((-58.37408715899601 -34.599785789285356, -58.374094178230635 -34.599672694110666, -58.3741796974905 -34.59878225006652, -58.37419136586643 -34.59862183359308))"
1964,9014,21060,TUCUMAN,3402,3500,3401,3499,,TUCUMAN,CALLE,117.3,CRECIENTE,1,,Ciclovías,Calzada paralela y adyacente a la vereda sur - Res. 40/SECTRANS/18 en BO 5314 del 14/02/2018,,2018.0,Ciclovía,VÍA LOCAL,,5,5,5,ALMAGRO,ALMAGRO,ALMAGRO,"MULTILINESTRING ((-58.41372141148655 -34.59993875453829, -58.41384534430226 -34.59990788886062, -58.4149325637405 -34.599599728340564))"
1965,9045,16030,"OROÑO, NICASIO",2302,2400,2301,2399,CAYENA,NICASIO OROÑO,CALLE,118.6,DECRECIENTE,-1,corrección numeración 13-1,Ciclovías,,,2017.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,15,15,15,PATERNAL,PATERNAL,PATERNAL,"MULTILINESTRING ((-58.46033728620838 -34.60009527189484, -58.460013530444186 -34.59906024743637))"
1966,9068,19050,"RIVAS, Gral.",2446,2500,2401,2499,SANTO TOME - ARIAS,GRAL.RIVAS,CALLE,95.7,CRECIENTE,1,,Ciclovías Proyectadas,,,,Ciclovía proyectada,VÍA LOCAL,,11,11,11,VILLA DEL PARQUE,VILLA DEL PARQUE,VILLA DEL PARQUE,"MULTILINESTRING ((-58.48285596831381 -34.59938795513317, -58.48334448217507 -34.60015014125147))"
1967,9151,19050,"RIVAS, Gral.",2502,2550,2501,2549,SANTO TOME - ARIAS,GRAL.RIVAS,CALLE,47.37,CRECIENTE,1,,Ciclovías Proyectadas,,,,Ciclovía proyectada,VÍA LOCAL,,11,11,11,VILLA DEL PARQUE,VILLA DEL PARQUE,VILLA DEL PARQUE,"MULTILINESTRING ((-58.48334448217507 -34.60015014125147, -58.48358627173731 -34.600527431075264))"
1968,9156,1008,"ACUÑA DE FIGUEROA, FRANCISCO",902,1000,901,999,ALMAGRO,FRANCISCO ACUÑA DE FIGUEROA,CALLE,131.4,DECRECIENTE,-1,,Ciclovías,,,2015.0,Ciclovía,VÍA LOCAL,,5,5,5,ALMAGRO,ALMAGRO,ALMAGRO,"MULTILINESTRING ((-58.42221347636189 -34.60053910176583, -58.422040746572485 -34.5993632506481))"
1969,9188,17003,PADILLA,602,700,601,699,,PADILLA,CALLE,130.44,DECRECIENTE,-1,corrección altura 13-1-03,Ciclovías,,,2011.0,Ciclovía,VÍA LOCAL,,15,15,15,VILLA CRESPO,VILLA CRESPO,VILLA CRESPO,"MULTILINESTRING ((-58.44182452976848 -34.60066053948586, -58.44278344976453 -34.5997923811765))"
1970,9200,5001,ECUADOR,802,900,801,899,,ECUADOR,CALLE,120.84,DECRECIENTE,-1,,Ciclovías,,,2017.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,3,3,3,BALVANERA,BALVANERA,BALVANERA,"MULTILINESTRING ((-58.40665026567317 -34.60071019547476, -58.40661873615492 -34.60061179904881, -58.40631424100406 -34.599656994679606))"
1971,9204,3174,CORRIENTES AV.,5002,5100,5001,5099,TRIUNVIRATO (parcial),AV. CORRIENTES,AVENIDA,136.39,DECRECIENTE,-1,,Ciclovías mano única,Por calzada paralela y adyacente a la acera impar,,3.922025082020202e+16,Ciclovía mano única,VÍA DISTRIBUIDORA PRINCIPAL,,15,15,15,VILLA CRESPO,VILLA CRESPO,VILLA CRESPO,"MULTILINESTRING ((-58.43622352344329 -34.60072513039843, -58.43760172735821 -34.60026380159823))"
1972,9210,13118,MONTEVIDEO,702,800,701,799,,MONTEVIDEO,CALLE,141.32,DECRECIENTE,-1,,Ciclovías,,,2012.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,1,1,1,SAN NICOLAS,SAN NICOLAS,SAN NICOLAS,"MULTILINESTRING ((-58.38959452996146 -34.60071256410717, -58.38966761766499 -34.59944012404753))"
1973,9216,5086,ESTADO DE ISRAEL AV.,4602,4700,4601,4699,LAVALLE - RIO DE JANEIRO,AV. ESTADO DE ISRAEL,AVENIDA,130.73,CRECIENTE,1,,Ciclovías mano única,Por calzada paralela y adyacente a la acera par,,3.922025082020202e+16,Ciclovía mano única,VÍA DISTRIBUIDORA PRINCIPAL,,0,5,15,,ALMAGRO,VILLA CRESPO,"MULTILINESTRING ((-58.430189748074554 -34.59980383936632, -58.43027684053665 -34.599881681076624, -58.431039920475634 -34.60074872957913))"
1974,9227,2082,BILLINGHURST,802,900,801,899,,BILLINGHURST,CALLE,130.75,CRECIENTE,1,corrección numeración 17-1,Ciclovías,,,2011.0,Ciclovía,VÍA LOCAL,,5,5,5,ALMAGRO,ALMAGRO,ALMAGRO,"MULTILINESTRING ((-58.41513883975179 -34.600765954644366, -58.41496889390546 -34.59980714031118, -58.4149325637405 -34.599599728340564))"
1975,9281,7108,GURRUCHAGA,2,100,1,99,VALLE (parcial) - SEGUROLA (parcial),GURRUCHAGA,CALLE,51.24,DECRECIENTE,-1,,Ciclovías,,,2016.0,Ciclovía,VÍA LOCAL,,15,15,15,VILLA CRESPO,VILLA CRESPO,VILLA CRESPO,"MULTILINESTRING ((-58.44615088121369 -34.60089953775511, -58.445753737126225 -34.600574687553966))"
1976,9312,19050,"RIVAS, Gral.",0,0,0,0,SANTO TOME - ARIAS,GRAL.RIVAS,CALLE,12.72,CRECIENTE,1,,Ciclovías Proyectadas,,,,Ciclovía proyectada,VÍA LOCAL,,11,11,11,VILLA DEL PARQUE,VILLA DEL PARQUE,VILLA DEL PARQUE,"MULTILINESTRING ((-58.483805576200105 -34.6008902169114, -58.48387092314626 -34.60099133422756))"
1977,9313,21060,TUCUMAN,402,500,401,499,,TUCUMAN,CALLE,129.31,CRECIENTE,1,,Ciclovías Proyectadas,,,,Ciclovía proyectada,VÍA DISTRIBUIDORA COMPLEMENTARIA,,1,1,1,SAN NICOLAS,SAN NICOLAS,SAN NICOLAS,"MULTILINESTRING ((-58.3725940876325 -34.60085350743216, -58.373997756229976 -34.60096074157834))"
1978,9334,21049,TRES ARROYOS,102,200,101,199,MONTE EGMONT,TRES ARROYOS,CALLE,40.94,CRECIENTE,1,,Ciclovías,,,2015.0,Ciclovía,VÍA LOCAL,,15,15,15,VILLA CRESPO,VILLA CRESPO,VILLA CRESPO,"MULTILINESTRING ((-58.446310577396844 -34.600847164922286, -58.44666592876025 -34.60107038632843))"
1979,9335,21060,TUCUMAN,502,600,501,599,,TUCUMAN,CALLE,123.01,CRECIENTE,1,,Ciclovías Proyectadas,,,,Ciclovía proyectada,VÍA DISTRIBUIDORA COMPLEMENTARIA,,1,1,1,SAN NICOLAS,SAN NICOLAS,SAN NICOLAS,"MULTILINESTRING ((-58.373997756229976 -34.60096074157834, -58.37410641868895 -34.600969060616514, -58.375176620302845 -34.60104012095932, -58.375334423126866 -34.6010488969252))"
1980,9358,8033,HUMAHUACA,4502,4600,4501,4599,,HUMAHUACA,CALLE,144.55,DECRECIENTE,-1,,Ciclovías,,,2014.0,Ciclovía,VÍA LOCAL,,5,5,5,ALMAGRO,ALMAGRO,ALMAGRO,"MULTILINESTRING ((-58.42838667481215 -34.60115856893092, -58.429950979117635 -34.60100153929754))"
1981,9375,21060,TUCUMAN,702,800,701,799,,TUCUMAN,CALLE,131.16,CRECIENTE,1,,Ciclovías Proyectadas,,,,Ciclovía proyectada,VÍA DISTRIBUIDORA COMPLEMENTARIA,,1,1,1,SAN NICOLAS,SAN NICOLAS,SAN NICOLAS,"MULTILINESTRING ((-58.37675490518905 -34.601128223734996, -58.37687796269112 -34.601135071618984, -58.378049337721976 -34.60121413624876, -58.378180402414365 -34.601219650365245))"
1982,9383,17003,PADILLA,502,600,501,599,,PADILLA,CALLE,97.64,DECRECIENTE,-1,corrección altura 13-1-03,Ciclovías,,,2011.0,Ciclovía,VÍA LOCAL,,15,15,15,VILLA CRESPO,VILLA CRESPO,VILLA CRESPO,"MULTILINESTRING ((-58.44109040499388 -34.60129788265444, -58.44182452976848 -34.60066053948586))"
1983,9437,21060,TUCUMAN,1102,1200,1101,1199,,TUCUMAN,CALLE,140.31,CRECIENTE,1,,Ciclovías Proyectadas,,,,Ciclovía proyectada,VÍA DISTRIBUIDORA COMPLEMENTARIA,,1,1,1,SAN NICOLAS,SAN NICOLAS,SAN NICOLAS,"MULTILINESTRING ((-58.38235557221205 -34.60139890259456, -58.382577166947115 -34.6014065847182, -58.38388382762491 -34.60145152732453))"
