centroide,cantidad_ciclistas,año,turno,barrios
58,273,2015-01-01,tarde,ALMAGRO
58,34,2016-01-01,mañana,ALMAGRO
58,152,2016-01-01,tarde,ALMAGRO
58,137,2017-01-01,mañana,ALMAGRO
58,175,2017-01-01,tarde,ALMAGRO
45,8,2013-01-01,mañana,ALMAGRO
45,27,2013-01-01,tarde,ALMAGRO
45,13,2014-01-01,mañana,ALMAGRO
45,10,2014-01-01,tarde,ALMAGRO
45,24,2015-01-01,mañana,ALMAGRO
45,27,2015-01-01,tarde,ALMAGRO
45,27,2016-01-01,mañana,ALMAGRO
45,31,2016-01-01,tarde,ALMAGRO
45,24,2017-01-01,mañana,ALMAGRO
45,31,2017-01-01,tarde,ALMAGRO
45,20,2018-01-01,mañana,ALMAGRO
45,60,2018-01-01,tarde,ALMAGRO
43,25,2013-01-01,mañana,ALMAGRO
43,31,2013-01-01,tarde,ALMAGRO
43,20,2014-01-01,mañana,ALMAGRO
43,34,2014-01-01,tarde,ALMAGRO
43,24,2015-01-01,mañana,ALMAGRO
43,27,2015-01-01,tarde,ALMAGRO
43,25,2016-01-01,mañana,ALMAGRO
43,26,2016-01-01,tarde,ALMAGRO
43,20,2017-01-01,mañana,ALMAGRO
43,41,2017-01-01,tarde,ALMAGRO
43,30,2018-01-01,mañana,ALMAGRO
43,45,2018-01-01,tarde,ALMAGRO
40,24,2013-01-01,mañana,ALMAGRO
40,29,2013-01-01,tarde,ALMAGRO
40,29,2014-01-01,mañana,ALMAGRO
40,41,2014-01-01,tarde,ALMAGRO
40,35,2015-01-01,mañana,ALMAGRO
40,23,2015-01-01,tarde,ALMAGRO
40,20,2016-01-01,mañana,ALMAGRO
40,33,2016-01-01,tarde,ALMAGRO
40,25,2017-01-01,mañana,ALMAGRO
40,38,2017-01-01,tarde,ALMAGRO
40,28,2018-01-01,mañana,ALMAGRO
40,52,2018-01-01,tarde,ALMAGRO
44,30,2013-01-01,mañana,ALMAGRO
44,53,2013-01-01,tarde,ALMAGRO
44,32,2014-01-01,mañana,ALMAGRO
44,28,2014-01-01,tarde,ALMAGRO
44,24,2015-01-01,mañana,ALMAGRO
44,36,2015-01-01,tarde,ALMAGRO
44,27,2016-01-01,mañana,ALMAGRO
44,31,2016-01-01,tarde,ALMAGRO
44,24,2017-01-01,mañana,ALMAGRO
44,44,2017-01-01,tarde,ALMAGRO
57,11,2013-01-01,mañana,ALMAGRO
57,14,2013-01-01,tarde,ALMAGRO
57,15,2014-01-01,mañana,ALMAGRO
57,15,2014-01-01,tarde,ALMAGRO
57,20,2015-01-01,mañana,ALMAGRO
57,10,2015-01-01,tarde,ALMAGRO
57,11,2016-01-01,mañana,ALMAGRO
57,11,2016-01-01,tarde,ALMAGRO
57,6,2017-01-01,mañana,ALMAGRO
57,19,2017-01-01,tarde,ALMAGRO
42,41,2013-01-01,mañana,ALMAGRO
42,62,2013-01-01,tarde,ALMAGRO
42,36,2014-01-01,mañana,ALMAGRO
42,60,2014-01-01,tarde,ALMAGRO
42,33,2015-01-01,mañana,ALMAGRO
42,73,2015-01-01,tarde,ALMAGRO
42,34,2016-01-01,mañana,ALMAGRO
42,72,2016-01-01,tarde,ALMAGRO
42,47,2017-01-01,mañana,ALMAGRO
42,89,2017-01-01,tarde,ALMAGRO
49,30,2013-01-01,mañana,ALMAGRO
49,66,2013-01-01,tarde,ALMAGRO
49,22,2014-01-01,mañana,ALMAGRO
49,54,2014-01-01,tarde,ALMAGRO
49,26,2015-01-01,mañana,ALMAGRO
49,47,2015-01-01,tarde,ALMAGRO
49,23,2016-01-01,mañana,ALMAGRO
49,59,2016-01-01,tarde,ALMAGRO
49,27,2017-01-01,mañana,ALMAGRO
49,86,2017-01-01,tarde,ALMAGRO
49,20,2018-01-01,mañana,ALMAGRO
49,63,2018-01-01,tarde,ALMAGRO
50,16,2013-01-01,mañana,ALMAGRO
50,26,2013-01-01,tarde,ALMAGRO
50,12,2014-01-01,mañana,ALMAGRO
50,20,2014-01-01,tarde,ALMAGRO
50,12,2015-01-01,mañana,ALMAGRO
50,19,2015-01-01,tarde,ALMAGRO
50,14,2016-01-01,mañana,ALMAGRO
50,20,2016-01-01,tarde,ALMAGRO
50,20,2017-01-01,mañana,ALMAGRO
50,51,2017-01-01,tarde,ALMAGRO
50,24,2018-01-01,mañana,ALMAGRO
50,14,2018-01-01,tarde,ALMAGRO
65,140,2013-01-01,mañana,ALMAGRO
65,280,2013-01-01,tarde,ALMAGRO
65,120,2014-01-01,mañana,ALMAGRO
65,245,2014-01-01,tarde,ALMAGRO
65,162,2015-01-01,mañana,ALMAGRO
65,318,2015-01-01,tarde,ALMAGRO
65,115,2016-01-01,mañana,ALMAGRO
65,246,2016-01-01,tarde,ALMAGRO
65,139,2017-01-01,mañana,ALMAGRO
65,336,2017-01-01,tarde,ALMAGRO
65,157,2018-01-01,mañana,ALMAGRO
65,141,2018-01-01,tarde,ALMAGRO
66,37,2013-01-01,mañana,ALMAGRO
66,76,2013-01-01,tarde,ALMAGRO
66,42,2014-01-01,mañana,ALMAGRO
66,38,2014-01-01,tarde,ALMAGRO
66,41,2015-01-01,mañana,ALMAGRO
66,61,2015-01-01,tarde,ALMAGRO
66,32,2016-01-01,mañana,ALMAGRO
66,56,2016-01-01,tarde,ALMAGRO
66,35,2017-01-01,mañana,ALMAGRO
66,85,2017-01-01,tarde,ALMAGRO
46,71,2013-01-01,mañana,ALMAGRO
46,86,2013-01-01,tarde,ALMAGRO
46,65,2014-01-01,mañana,ALMAGRO
46,71,2014-01-01,tarde,ALMAGRO
46,80,2015-01-01,mañana,ALMAGRO
46,201,2015-01-01,tarde,ALMAGRO
46,63,2016-01-01,mañana,ALMAGRO
46,73,2016-01-01,tarde,ALMAGRO
46,128,2017-01-01,mañana,ALMAGRO
46,77,2017-01-01,tarde,ALMAGRO
46,120,2018-01-01,mañana,ALMAGRO
46,84,2018-01-01,tarde,ALMAGRO
52,32,2013-01-01,mañana,ALMAGRO
52,40,2013-01-01,tarde,ALMAGRO
52,19,2014-01-01,mañana,ALMAGRO
52,40,2014-01-01,tarde,ALMAGRO
52,27,2015-01-01,mañana,ALMAGRO
52,150,2015-01-01,tarde,ALMAGRO
52,26,2016-01-01,mañana,ALMAGRO
52,32,2016-01-01,tarde,ALMAGRO
52,27,2017-01-01,mañana,ALMAGRO
52,45,2017-01-01,tarde,ALMAGRO
52,24,2018-01-01,mañana,ALMAGRO
52,40,2018-01-01,tarde,ALMAGRO
48,38,2013-01-01,mañana,ALMAGRO
48,37,2013-01-01,tarde,ALMAGRO
48,22,2014-01-01,mañana,ALMAGRO
48,45,2014-01-01,tarde,ALMAGRO
48,27,2015-01-01,mañana,ALMAGRO
48,90,2015-01-01,tarde,ALMAGRO
48,40,2016-01-01,mañana,ALMAGRO
48,45,2016-01-01,tarde,ALMAGRO
48,49,2017-01-01,mañana,ALMAGRO
48,68,2017-01-01,tarde,ALMAGRO
51,73,2013-01-01,mañana,ALMAGRO
51,184,2013-01-01,tarde,ALMAGRO
51,42,2014-01-01,mañana,ALMAGRO
51,155,2014-01-01,tarde,ALMAGRO
51,47,2015-01-01,mañana,ALMAGRO
51,332,2015-01-01,tarde,ALMAGRO
51,39,2016-01-01,mañana,ALMAGRO
51,126,2016-01-01,tarde,ALMAGRO
51,67,2017-01-01,mañana,ALMAGRO
51,155,2017-01-01,tarde,ALMAGRO
67,76,2013-01-01,mañana,ALMAGRO
67,124,2013-01-01,tarde,ALMAGRO
67,64,2014-01-01,mañana,ALMAGRO
67,85,2014-01-01,tarde,ALMAGRO
67,59,2015-01-01,mañana,ALMAGRO
67,190,2015-01-01,tarde,ALMAGRO
67,50,2016-01-01,mañana,ALMAGRO
67,93,2016-01-01,tarde,ALMAGRO
67,104,2017-01-01,mañana,ALMAGRO
67,117,2017-01-01,tarde,ALMAGRO
67,61,2018-01-01,mañana,ALMAGRO
67,94,2018-01-01,tarde,ALMAGRO
71,14,2013-01-01,mañana,ALMAGRO
71,21,2013-01-01,tarde,ALMAGRO
71,11,2014-01-01,mañana,ALMAGRO
71,15,2014-01-01,tarde,ALMAGRO
71,10,2015-01-01,mañana,ALMAGRO
71,10,2015-01-01,tarde,ALMAGRO
71,10,2016-01-01,mañana,ALMAGRO
71,40,2016-01-01,tarde,ALMAGRO
71,10,2017-01-01,mañana,ALMAGRO
71,15,2017-01-01,tarde,ALMAGRO
75,13,2013-01-01,mañana,BALVANERA
75,37,2013-01-01,tarde,BALVANERA
75,16,2014-01-01,mañana,BALVANERA
75,26,2014-01-01,tarde,BALVANERA
75,12,2015-01-01,mañana,BALVANERA
75,14,2015-01-01,tarde,BALVANERA
75,12,2016-01-01,mañana,BALVANERA
75,59,2016-01-01,tarde,BALVANERA
75,15,2017-01-01,mañana,BALVANERA
75,27,2017-01-01,tarde,BALVANERA
75,12,2018-01-01,mañana,BALVANERA
75,35,2018-01-01,tarde,BALVANERA
72,47,2013-01-01,mañana,ALMAGRO
72,51,2013-01-01,tarde,ALMAGRO
72,62,2014-01-01,mañana,ALMAGRO
72,77,2014-01-01,tarde,ALMAGRO
72,69,2015-01-01,mañana,ALMAGRO
72,54,2015-01-01,tarde,ALMAGRO
72,50,2016-01-01,mañana,ALMAGRO
72,90,2016-01-01,tarde,ALMAGRO
72,68,2017-01-01,mañana,ALMAGRO
72,86,2017-01-01,tarde,ALMAGRO
73,15,2013-01-01,mañana,ALMAGRO
73,33,2013-01-01,tarde,ALMAGRO
73,11,2014-01-01,mañana,ALMAGRO
73,27,2014-01-01,tarde,ALMAGRO
73,17,2015-01-01,mañana,ALMAGRO
73,15,2015-01-01,tarde,ALMAGRO
73,7,2016-01-01,mañana,ALMAGRO
73,41,2016-01-01,tarde,ALMAGRO
73,12,2017-01-01,mañana,ALMAGRO
73,25,2017-01-01,tarde,ALMAGRO
363,21,2013-01-01,mañana,BALVANERA
363,21,2013-01-01,tarde,BALVANERA
363,30,2014-01-01,mañana,BALVANERA
363,32,2014-01-01,tarde,BALVANERA
363,28,2015-01-01,mañana,BALVANERA
363,17,2015-01-01,tarde,BALVANERA
363,16,2016-01-01,mañana,BALVANERA
363,24,2016-01-01,tarde,BALVANERA
363,31,2017-01-01,mañana,BALVANERA
363,41,2017-01-01,tarde,BALVANERA
47,55,2013-01-01,mañana,ALMAGRO
47,81,2013-01-01,tarde,ALMAGRO
47,71,2014-01-01,mañana,ALMAGRO
47,53,2014-01-01,tarde,ALMAGRO
47,90,2015-01-01,mañana,ALMAGRO
47,53,2015-01-01,tarde,ALMAGRO
47,79,2016-01-01,mañana,ALMAGRO
47,68,2016-01-01,tarde,ALMAGRO
47,110,2017-01-01,mañana,ALMAGRO
47,65,2017-01-01,tarde,ALMAGRO
53,32,2013-01-01,mañana,ALMAGRO
53,44,2013-01-01,tarde,ALMAGRO
53,52,2014-01-01,mañana,ALMAGRO
53,68,2014-01-01,tarde,ALMAGRO
53,85,2015-01-01,mañana,ALMAGRO
53,105,2015-01-01,tarde,ALMAGRO
53,78,2016-01-01,mañana,ALMAGRO
53,109,2016-01-01,tarde,ALMAGRO
53,119,2017-01-01,mañana,ALMAGRO
53,117,2017-01-01,tarde,ALMAGRO
54,13,2013-01-01,mañana,ALMAGRO
54,28,2013-01-01,tarde,ALMAGRO
54,6,2014-01-01,mañana,ALMAGRO
54,5,2014-01-01,tarde,ALMAGRO
54,9,2015-01-01,mañana,ALMAGRO
54,19,2015-01-01,tarde,ALMAGRO
54,7,2016-01-01,mañana,ALMAGRO
54,26,2016-01-01,tarde,ALMAGRO
54,20,2017-01-01,mañana,ALMAGRO
54,23,2017-01-01,tarde,ALMAGRO
54,14,2018-01-01,mañana,ALMAGRO
54,21,2018-01-01,tarde,ALMAGRO
69,47,2013-01-01,mañana,ALMAGRO
69,72,2013-01-01,tarde,ALMAGRO
69,54,2014-01-01,mañana,ALMAGRO
69,75,2014-01-01,tarde,ALMAGRO
69,39,2015-01-01,mañana,ALMAGRO
69,65,2015-01-01,tarde,ALMAGRO
69,40,2016-01-01,mañana,ALMAGRO
69,81,2016-01-01,tarde,ALMAGRO
69,54,2017-01-01,mañana,ALMAGRO
69,82,2017-01-01,tarde,ALMAGRO
69,49,2018-01-01,mañana,ALMAGRO
69,100,2018-01-01,tarde,ALMAGRO
68,168,2013-01-01,mañana,ALMAGRO
68,254,2013-01-01,tarde,ALMAGRO
68,149,2014-01-01,mañana,ALMAGRO
68,159,2014-01-01,tarde,ALMAGRO
68,161,2015-01-01,mañana,ALMAGRO
68,226,2015-01-01,tarde,ALMAGRO
68,155,2016-01-01,mañana,ALMAGRO
68,222,2016-01-01,tarde,ALMAGRO
68,181,2017-01-01,mañana,ALMAGRO
68,221,2017-01-01,tarde,ALMAGRO
394,51,2013-01-01,mañana,RECOLETA
394,84,2013-01-01,tarde,RECOLETA
394,22,2014-01-01,mañana,RECOLETA
394,69,2014-01-01,tarde,RECOLETA
394,40,2015-01-01,mañana,RECOLETA
394,56,2015-01-01,tarde,RECOLETA
394,42,2016-01-01,mañana,RECOLETA
394,82,2016-01-01,tarde,RECOLETA
394,36,2017-01-01,mañana,RECOLETA
394,128,2017-01-01,tarde,RECOLETA
394,32,2018-01-01,mañana,RECOLETA
394,149,2018-01-01,tarde,RECOLETA
367,35,2013-01-01,mañana,BALVANERA
367,38,2013-01-01,tarde,BALVANERA
367,35,2014-01-01,mañana,BALVANERA
367,31,2014-01-01,tarde,BALVANERA
367,26,2015-01-01,mañana,BALVANERA
367,42,2015-01-01,tarde,BALVANERA
367,12,2016-01-01,mañana,BALVANERA
367,36,2016-01-01,tarde,BALVANERA
367,32,2017-01-01,mañana,BALVANERA
367,90,2017-01-01,tarde,BALVANERA
367,34,2018-01-01,mañana,BALVANERA
367,33,2018-01-01,tarde,BALVANERA
362,15,2013-01-01,mañana,ALMAGRO
362,40,2013-01-01,tarde,ALMAGRO
362,14,2014-01-01,mañana,ALMAGRO
362,30,2014-01-01,tarde,ALMAGRO
362,25,2015-01-01,mañana,ALMAGRO
362,35,2015-01-01,tarde,ALMAGRO
362,14,2016-01-01,mañana,ALMAGRO
362,42,2016-01-01,tarde,ALMAGRO
362,43,2017-01-01,mañana,ALMAGRO
362,89,2017-01-01,tarde,ALMAGRO
362,25,2018-01-01,mañana,ALMAGRO
362,125,2018-01-01,tarde,ALMAGRO
356,11,2013-01-01,mañana,ALMAGRO
356,34,2013-01-01,tarde,ALMAGRO
356,1,2014-01-01,mañana,ALMAGRO
356,30,2014-01-01,tarde,ALMAGRO
356,8,2015-01-01,mañana,ALMAGRO
356,26,2015-01-01,tarde,ALMAGRO
356,5,2016-01-01,mañana,ALMAGRO
356,32,2016-01-01,tarde,ALMAGRO
356,8,2017-01-01,mañana,ALMAGRO
356,26,2017-01-01,tarde,ALMAGRO
356,6,2018-01-01,mañana,ALMAGRO
356,15,2018-01-01,tarde,ALMAGRO
70,197,2013-01-01,mañana,ALMAGRO
70,221,2013-01-01,tarde,ALMAGRO
70,99,2014-01-01,mañana,ALMAGRO
70,212,2014-01-01,tarde,ALMAGRO
70,141,2015-01-01,mañana,ALMAGRO
70,238,2015-01-01,tarde,ALMAGRO
70,111,2016-01-01,mañana,ALMAGRO
70,185,2016-01-01,tarde,ALMAGRO
70,200,2017-01-01,mañana,ALMAGRO
70,226,2017-01-01,tarde,ALMAGRO
70,189,2018-01-01,mañana,ALMAGRO
70,276,2018-01-01,tarde,ALMAGRO
347,10,2013-01-01,mañana,ALMAGRO
347,33,2013-01-01,tarde,ALMAGRO
347,21,2014-01-01,mañana,ALMAGRO
347,28,2014-01-01,tarde,ALMAGRO
347,19,2015-01-01,mañana,ALMAGRO
347,24,2015-01-01,tarde,ALMAGRO
347,13,2016-01-01,mañana,ALMAGRO
347,16,2016-01-01,tarde,ALMAGRO
347,21,2017-01-01,mañana,ALMAGRO
347,14,2017-01-01,tarde,ALMAGRO
347,22,2018-01-01,mañana,ALMAGRO
347,42,2018-01-01,tarde,ALMAGRO
346,22,2013-01-01,mañana,ALMAGRO
346,23,2013-01-01,tarde,ALMAGRO
346,24,2014-01-01,mañana,ALMAGRO
346,27,2014-01-01,tarde,ALMAGRO
346,16,2015-01-01,mañana,ALMAGRO
346,15,2015-01-01,tarde,ALMAGRO
346,12,2016-01-01,mañana,ALMAGRO
346,10,2016-01-01,tarde,ALMAGRO
346,27,2017-01-01,mañana,ALMAGRO
346,24,2017-01-01,tarde,ALMAGRO
346,28,2018-01-01,mañana,ALMAGRO
346,24,2018-01-01,tarde,ALMAGRO
344,23,2013-01-01,mañana,ALMAGRO
344,50,2013-01-01,tarde,ALMAGRO
344,10,2014-01-01,mañana,ALMAGRO
344,46,2014-01-01,tarde,ALMAGRO
344,19,2015-01-01,mañana,ALMAGRO
344,28,2015-01-01,tarde,ALMAGRO
344,12,2016-01-01,mañana,ALMAGRO
344,26,2016-01-01,tarde,ALMAGRO
344,21,2017-01-01,mañana,ALMAGRO
344,32,2017-01-01,tarde,ALMAGRO
344,12,2018-01-01,mañana,ALMAGRO
344,47,2018-01-01,tarde,ALMAGRO
345,21,2013-01-01,mañana,ALMAGRO
345,34,2013-01-01,tarde,ALMAGRO
345,11,2014-01-01,mañana,ALMAGRO
345,22,2014-01-01,tarde,ALMAGRO
345,10,2015-01-01,mañana,ALMAGRO
345,27,2015-01-01,tarde,ALMAGRO
345,9,2016-01-01,mañana,ALMAGRO
345,11,2016-01-01,tarde,ALMAGRO
345,10,2017-01-01,mañana,ALMAGRO
345,26,2017-01-01,tarde,ALMAGRO
353,13,2013-01-01,mañana,ALMAGRO
353,21,2013-01-01,tarde,ALMAGRO
353,25,2014-01-01,mañana,ALMAGRO
353,21,2014-01-01,tarde,ALMAGRO
353,14,2015-01-01,mañana,ALMAGRO
353,23,2015-01-01,tarde,ALMAGRO
353,12,2016-01-01,mañana,ALMAGRO
353,11,2016-01-01,tarde,ALMAGRO
353,22,2017-01-01,mañana,ALMAGRO
353,7,2017-01-01,tarde,ALMAGRO
355,176,2013-01-01,mañana,ALMAGRO
355,116,2013-01-01,tarde,ALMAGRO
355,175,2014-01-01,mañana,ALMAGRO
355,158,2014-01-01,tarde,ALMAGRO
355,218,2015-01-01,mañana,ALMAGRO
355,194,2015-01-01,tarde,ALMAGRO
355,143,2016-01-01,mañana,ALMAGRO
355,142,2016-01-01,tarde,ALMAGRO
355,131,2017-01-01,mañana,ALMAGRO
355,143,2017-01-01,tarde,ALMAGRO
360,135,2013-01-01,mañana,RECOLETA
360,187,2013-01-01,tarde,RECOLETA
360,152,2014-01-01,mañana,RECOLETA
360,199,2014-01-01,tarde,RECOLETA
360,182,2015-01-01,mañana,RECOLETA
360,211,2015-01-01,tarde,RECOLETA
360,143,2016-01-01,mañana,RECOLETA
360,127,2016-01-01,tarde,RECOLETA
360,82,2017-01-01,mañana,RECOLETA
360,171,2017-01-01,tarde,RECOLETA
360,121,2018-01-01,mañana,RECOLETA
360,269,2018-01-01,tarde,RECOLETA
357,37,2013-01-01,mañana,RECOLETA
357,109,2013-01-01,tarde,RECOLETA
357,49,2014-01-01,mañana,RECOLETA
357,134,2014-01-01,tarde,RECOLETA
357,52,2015-01-01,mañana,RECOLETA
357,173,2015-01-01,tarde,RECOLETA
357,42,2016-01-01,mañana,RECOLETA
357,116,2016-01-01,tarde,RECOLETA
357,17,2017-01-01,mañana,RECOLETA
357,119,2017-01-01,tarde,RECOLETA
364,46,2013-01-01,mañana,RECOLETA
364,158,2013-01-01,tarde,RECOLETA
364,44,2014-01-01,mañana,RECOLETA
364,173,2014-01-01,tarde,RECOLETA
364,53,2015-01-01,mañana,RECOLETA
364,196,2015-01-01,tarde,RECOLETA
364,54,2016-01-01,mañana,RECOLETA
364,188,2016-01-01,tarde,RECOLETA
364,31,2017-01-01,mañana,RECOLETA
364,171,2017-01-01,tarde,RECOLETA
368,36,2013-01-01,mañana,RECOLETA
368,46,2013-01-01,tarde,RECOLETA
368,31,2014-01-01,mañana,RECOLETA
368,34,2014-01-01,tarde,RECOLETA
368,28,2015-01-01,mañana,RECOLETA
368,42,2015-01-01,tarde,RECOLETA
368,29,2016-01-01,mañana,RECOLETA
368,37,2016-01-01,tarde,RECOLETA
368,22,2017-01-01,mañana,RECOLETA
368,56,2017-01-01,tarde,RECOLETA
348,58,2013-01-01,mañana,PALERMO
348,82,2013-01-01,tarde,PALERMO
348,42,2014-01-01,mañana,PALERMO
348,51,2014-01-01,tarde,PALERMO
348,44,2015-01-01,mañana,PALERMO
348,82,2015-01-01,tarde,PALERMO
348,19,2016-01-01,mañana,PALERMO
348,50,2016-01-01,tarde,PALERMO
348,69,2017-01-01,mañana,PALERMO
348,71,2017-01-01,tarde,PALERMO
350,37,2013-01-01,mañana,PALERMO
350,39,2013-01-01,tarde,PALERMO
350,18,2014-01-01,mañana,PALERMO
350,36,2014-01-01,tarde,PALERMO
350,27,2015-01-01,mañana,PALERMO
350,37,2015-01-01,tarde,PALERMO
350,8,2016-01-01,mañana,PALERMO
350,31,2016-01-01,tarde,PALERMO
350,24,2017-01-01,mañana,PALERMO
350,17,2017-01-01,tarde,PALERMO
359,72,2013-01-01,mañana,PALERMO
359,140,2013-01-01,tarde,PALERMO
359,70,2014-01-01,mañana,PALERMO
359,91,2014-01-01,tarde,PALERMO
359,83,2015-01-01,mañana,PALERMO
359,147,2015-01-01,tarde,PALERMO
359,52,2016-01-01,mañana,PALERMO
359,92,2016-01-01,tarde,PALERMO
359,94,2017-01-01,mañana,PALERMO
359,103,2017-01-01,tarde,PALERMO
358,36,2013-01-01,mañana,PALERMO
358,33,2013-01-01,tarde,PALERMO
358,15,2014-01-01,mañana,PALERMO
358,40,2014-01-01,tarde,PALERMO
358,14,2015-01-01,mañana,PALERMO
358,55,2015-01-01,tarde,PALERMO
358,13,2016-01-01,mañana,PALERMO
358,34,2016-01-01,tarde,PALERMO
358,36,2017-01-01,mañana,PALERMO
358,34,2017-01-01,tarde,PALERMO
354,51,2013-01-01,mañana,PALERMO
354,108,2013-01-01,tarde,PALERMO
354,40,2014-01-01,mañana,PALERMO
354,95,2014-01-01,tarde,PALERMO
354,54,2015-01-01,mañana,PALERMO
354,108,2015-01-01,tarde,PALERMO
354,28,2016-01-01,mañana,PALERMO
354,120,2016-01-01,tarde,PALERMO
354,70,2017-01-01,mañana,PALERMO
354,125,2017-01-01,tarde,PALERMO
354,63,2018-01-01,mañana,PALERMO
354,129,2018-01-01,tarde,PALERMO
370,25,2013-01-01,mañana,RECOLETA
370,32,2013-01-01,tarde,RECOLETA
370,17,2014-01-01,mañana,RECOLETA
370,21,2014-01-01,tarde,RECOLETA
370,15,2015-01-01,mañana,RECOLETA
370,27,2015-01-01,tarde,RECOLETA
370,22,2016-01-01,mañana,RECOLETA
370,28,2016-01-01,tarde,RECOLETA
370,28,2017-01-01,mañana,RECOLETA
370,28,2017-01-01,tarde,RECOLETA
369,12,2013-01-01,mañana,RECOLETA
369,22,2013-01-01,tarde,RECOLETA
369,10,2014-01-01,mañana,RECOLETA
369,25,2014-01-01,tarde,RECOLETA
369,13,2015-01-01,mañana,RECOLETA
369,43,2015-01-01,tarde,RECOLETA
369,16,2016-01-01,mañana,RECOLETA
369,27,2016-01-01,tarde,RECOLETA
369,25,2017-01-01,mañana,RECOLETA
369,18,2017-01-01,tarde,RECOLETA
369,28,2018-01-01,mañana,RECOLETA
369,49,2018-01-01,tarde,RECOLETA
361,111,2013-01-01,mañana,RECOLETA
361,180,2013-01-01,tarde,RECOLETA
361,68,2014-01-01,mañana,RECOLETA
361,147,2014-01-01,tarde,RECOLETA
361,48,2015-01-01,mañana,RECOLETA
361,125,2015-01-01,tarde,RECOLETA
361,92,2016-01-01,mañana,RECOLETA
361,127,2016-01-01,tarde,RECOLETA
361,89,2017-01-01,mañana,RECOLETA
361,149,2017-01-01,tarde,RECOLETA
361,66,2018-01-01,mañana,RECOLETA
361,150,2018-01-01,tarde,RECOLETA
381,108,2013-01-01,mañana,RECOLETA
381,197,2013-01-01,tarde,RECOLETA
381,72,2014-01-01,mañana,RECOLETA
381,175,2014-01-01,tarde,RECOLETA
381,31,2015-01-01,mañana,RECOLETA
381,165,2015-01-01,tarde,RECOLETA
381,74,2016-01-01,mañana,RECOLETA
381,146,2016-01-01,tarde,RECOLETA
381,84,2017-01-01,mañana,RECOLETA
381,185,2017-01-01,tarde,RECOLETA
382,105,2013-01-01,mañana,PALERMO
382,134,2013-01-01,tarde,PALERMO
382,74,2014-01-01,mañana,PALERMO
382,177,2014-01-01,tarde,PALERMO
382,60,2015-01-01,mañana,PALERMO
382,182,2015-01-01,tarde,PALERMO
382,106,2016-01-01,mañana,PALERMO
382,130,2016-01-01,tarde,PALERMO
382,52,2017-01-01,mañana,PALERMO
382,209,2017-01-01,tarde,PALERMO
349,14,2013-01-01,mañana,PALERMO
349,25,2013-01-01,tarde,PALERMO
349,17,2014-01-01,mañana,PALERMO
349,30,2014-01-01,tarde,PALERMO
349,29,2015-01-01,mañana,PALERMO
349,25,2015-01-01,tarde,PALERMO
349,21,2016-01-01,mañana,PALERMO
349,24,2016-01-01,tarde,PALERMO
349,27,2017-01-01,mañana,PALERMO
349,22,2017-01-01,tarde,PALERMO
351,23,2013-01-01,mañana,PALERMO
351,18,2013-01-01,tarde,PALERMO
351,10,2014-01-01,mañana,PALERMO
351,20,2014-01-01,tarde,PALERMO
351,19,2015-01-01,mañana,PALERMO
351,14,2015-01-01,tarde,PALERMO
351,20,2016-01-01,mañana,PALERMO
351,9,2016-01-01,tarde,PALERMO
351,40,2017-01-01,mañana,PALERMO
351,17,2017-01-01,tarde,PALERMO
373,2,2013-01-01,mañana,PALERMO
373,8,2013-01-01,tarde,PALERMO
373,10,2014-01-01,mañana,PALERMO
373,18,2014-01-01,tarde,PALERMO
373,10,2015-01-01,mañana,PALERMO
373,11,2015-01-01,tarde,PALERMO
373,5,2016-01-01,mañana,PALERMO
373,13,2016-01-01,tarde,PALERMO
373,10,2017-01-01,mañana,PALERMO
373,16,2017-01-01,tarde,PALERMO
371,16,2013-01-01,mañana,PALERMO
371,37,2013-01-01,tarde,PALERMO
371,17,2014-01-01,mañana,PALERMO
371,42,2014-01-01,tarde,PALERMO
371,22,2015-01-01,mañana,PALERMO
371,51,2015-01-01,tarde,PALERMO
371,24,2016-01-01,mañana,PALERMO
371,21,2016-01-01,tarde,PALERMO
371,15,2017-01-01,mañana,PALERMO
371,34,2017-01-01,tarde,PALERMO
374,35,2013-01-01,mañana,PALERMO
374,53,2013-01-01,tarde,PALERMO
374,41,2014-01-01,mañana,PALERMO
374,52,2014-01-01,tarde,PALERMO
374,40,2015-01-01,mañana,PALERMO
374,55,2015-01-01,tarde,PALERMO
374,30,2016-01-01,mañana,PALERMO
374,44,2016-01-01,tarde,PALERMO
374,40,2017-01-01,mañana,PALERMO
374,34,2017-01-01,tarde,PALERMO
375,53,2013-01-01,mañana,PALERMO
375,46,2013-01-01,tarde,PALERMO
375,56,2014-01-01,mañana,PALERMO
375,38,2014-01-01,tarde,PALERMO
375,47,2015-01-01,mañana,PALERMO
375,59,2015-01-01,tarde,PALERMO
375,60,2016-01-01,mañana,PALERMO
375,50,2016-01-01,tarde,PALERMO
375,46,2017-01-01,mañana,PALERMO
375,44,2017-01-01,tarde,PALERMO
372,22,2013-01-01,mañana,PALERMO
372,37,2013-01-01,tarde,PALERMO
372,35,2014-01-01,mañana,PALERMO
372,32,2014-01-01,tarde,PALERMO
372,20,2015-01-01,mañana,PALERMO
372,35,2015-01-01,tarde,PALERMO
372,24,2016-01-01,mañana,PALERMO
372,28,2016-01-01,tarde,PALERMO
372,26,2017-01-01,mañana,PALERMO
372,30,2017-01-01,tarde,PALERMO
378,18,2013-01-01,mañana,PALERMO
378,39,2013-01-01,tarde,PALERMO
