centroide,cantidad_ciclistas,año,turno,barrios
504,25,2014-01-01,tarde,SAN NICOLAS
504,48,2015-01-01,mañana,SAN NICOLAS
504,23,2015-01-01,tarde,SAN NICOLAS
504,22,2016-01-01,mañana,SAN NICOLAS
504,19,2016-01-01,tarde,SAN NICOLAS
504,49,2017-01-01,mañana,SAN NICOLAS
504,31,2017-01-01,tarde,SAN NICOLAS
504,26,2018-01-01,mañana,SAN NICOLAS
504,39,2018-01-01,tarde,SAN NICOLAS
505,50,2013-01-01,mañana,SAN NICOLAS
505,27,2013-01-01,tarde,SAN NICOLAS
505,55,2014-01-01,mañana,SAN NICOLAS
505,21,2014-01-01,tarde,SAN NICOLAS
505,49,2015-01-01,mañana,SAN NICOLAS
505,23,2015-01-01,tarde,SAN NICOLAS
505,28,2016-01-01,mañana,SAN NICOLAS
505,16,2016-01-01,tarde,SAN NICOLAS
505,33,2017-01-01,mañana,SAN NICOLAS
505,9,2017-01-01,tarde,SAN NICOLAS
505,70,2018-01-01,mañana,SAN NICOLAS
505,45,2018-01-01,tarde,SAN NICOLAS
503,3,2013-01-01,mañana,RETIRO
503,17,2013-01-01,tarde,RETIRO
503,27,2014-01-01,mañana,RETIRO
503,64,2014-01-01,tarde,RETIRO
503,31,2015-01-01,mañana,RETIRO
503,68,2015-01-01,tarde,RETIRO
503,45,2016-01-01,mañana,RETIRO
503,45,2016-01-01,tarde,RETIRO
503,78,2017-01-01,mañana,RETIRO
503,66,2017-01-01,tarde,RETIRO
503,38,2018-01-01,mañana,RETIRO
503,58,2018-01-01,tarde,RETIRO
501,65,2013-01-01,mañana,RETIRO
501,115,2013-01-01,tarde,RETIRO
501,74,2014-01-01,mañana,RETIRO
501,96,2014-01-01,tarde,RETIRO
501,79,2015-01-01,mañana,RETIRO
501,88,2015-01-01,tarde,RETIRO
501,77,2016-01-01,mañana,RETIRO
501,54,2016-01-01,tarde,RETIRO
501,92,2017-01-01,mañana,RETIRO
501,60,2017-01-01,tarde,RETIRO
500,32,2013-01-01,mañana,SAN NICOLAS
500,56,2013-01-01,tarde,SAN NICOLAS
500,61,2014-01-01,mañana,SAN NICOLAS
500,55,2014-01-01,tarde,SAN NICOLAS
500,53,2015-01-01,mañana,SAN NICOLAS
500,85,2015-01-01,tarde,SAN NICOLAS
500,49,2016-01-01,mañana,SAN NICOLAS
500,68,2016-01-01,tarde,SAN NICOLAS
500,77,2017-01-01,mañana,SAN NICOLAS
500,97,2017-01-01,tarde,SAN NICOLAS
499,45,2013-01-01,mañana,SAN NICOLAS
499,20,2013-01-01,tarde,SAN NICOLAS
499,30,2014-01-01,mañana,SAN NICOLAS
499,30,2014-01-01,tarde,SAN NICOLAS
499,19,2015-01-01,mañana,SAN NICOLAS
499,22,2015-01-01,tarde,SAN NICOLAS
499,16,2016-01-01,mañana,SAN NICOLAS
499,25,2016-01-01,tarde,SAN NICOLAS
499,25,2017-01-01,mañana,SAN NICOLAS
499,30,2017-01-01,tarde,SAN NICOLAS
502,43,2013-01-01,mañana,RETIRO
502,10,2013-01-01,tarde,RETIRO
502,27,2014-01-01,mañana,RETIRO
502,5,2014-01-01,tarde,RETIRO
502,23,2015-01-01,mañana,RETIRO
502,10,2015-01-01,tarde,RETIRO
502,19,2016-01-01,mañana,RETIRO
502,8,2016-01-01,tarde,RETIRO
502,35,2017-01-01,mañana,RETIRO
502,10,2017-01-01,tarde,RETIRO
502,20,2018-01-01,mañana,RETIRO
502,25,2018-01-01,tarde,RETIRO
327,50,2013-01-01,mañana,SAN NICOLAS
327,65,2013-01-01,tarde,SAN NICOLAS
327,15,2014-01-01,mañana,SAN NICOLAS
327,70,2014-01-01,tarde,SAN NICOLAS
327,16,2015-01-01,mañana,SAN NICOLAS
327,84,2015-01-01,tarde,SAN NICOLAS
327,26,2016-01-01,mañana,SAN NICOLAS
327,48,2016-01-01,tarde,SAN NICOLAS
327,39,2017-01-01,mañana,SAN NICOLAS
327,37,2017-01-01,tarde,SAN NICOLAS
325,1,2013-01-01,mañana,SAN NICOLAS
325,9,2013-01-01,tarde,SAN NICOLAS
325,47,2014-01-01,mañana,SAN NICOLAS
325,80,2014-01-01,tarde,SAN NICOLAS
325,45,2015-01-01,mañana,SAN NICOLAS
325,78,2015-01-01,tarde,SAN NICOLAS
325,74,2016-01-01,mañana,SAN NICOLAS
325,81,2016-01-01,tarde,SAN NICOLAS
325,88,2017-01-01,mañana,SAN NICOLAS
325,44,2017-01-01,tarde,SAN NICOLAS
326,12,2013-01-01,mañana,SAN NICOLAS
326,19,2013-01-01,tarde,SAN NICOLAS
326,11,2014-01-01,mañana,SAN NICOLAS
326,54,2014-01-01,tarde,SAN NICOLAS
326,13,2015-01-01,mañana,SAN NICOLAS
326,39,2015-01-01,tarde,SAN NICOLAS
326,21,2016-01-01,mañana,SAN NICOLAS
326,49,2016-01-01,tarde,SAN NICOLAS
326,29,2017-01-01,mañana,SAN NICOLAS
326,34,2017-01-01,tarde,SAN NICOLAS
326,17,2018-01-01,mañana,SAN NICOLAS
326,50,2018-01-01,tarde,SAN NICOLAS
328,72,2013-01-01,mañana,SAN NICOLAS
328,24,2013-01-01,tarde,SAN NICOLAS
328,112,2014-01-01,mañana,SAN NICOLAS
328,62,2014-01-01,tarde,SAN NICOLAS
328,126,2015-01-01,mañana,SAN NICOLAS
328,74,2015-01-01,tarde,SAN NICOLAS
328,86,2016-01-01,mañana,SAN NICOLAS
328,66,2016-01-01,tarde,SAN NICOLAS
328,85,2017-01-01,mañana,SAN NICOLAS
328,40,2017-01-01,tarde,SAN NICOLAS
328,108,2018-01-01,mañana,SAN NICOLAS
328,78,2018-01-01,tarde,SAN NICOLAS
283,11,2013-01-01,mañana,SAN NICOLAS
283,97,2013-01-01,tarde,SAN NICOLAS
283,9,2014-01-01,mañana,SAN NICOLAS
283,47,2014-01-01,tarde,SAN NICOLAS
283,24,2015-01-01,mañana,SAN NICOLAS
283,140,2015-01-01,tarde,SAN NICOLAS
283,18,2016-01-01,mañana,SAN NICOLAS
283,80,2016-01-01,tarde,SAN NICOLAS
283,24,2017-01-01,mañana,SAN NICOLAS
283,91,2017-01-01,tarde,SAN NICOLAS
283,44,2018-01-01,mañana,SAN NICOLAS
283,57,2018-01-01,tarde,SAN NICOLAS
323,0,2013-01-01,mañana,SAN NICOLAS
323,10,2013-01-01,tarde,SAN NICOLAS
323,35,2014-01-01,mañana,SAN NICOLAS
323,36,2014-01-01,tarde,SAN NICOLAS
323,36,2015-01-01,mañana,SAN NICOLAS
323,40,2015-01-01,tarde,SAN NICOLAS
323,46,2016-01-01,mañana,SAN NICOLAS
323,21,2016-01-01,tarde,SAN NICOLAS
323,35,2017-01-01,mañana,SAN NICOLAS
323,22,2017-01-01,tarde,SAN NICOLAS
322,16,2013-01-01,mañana,SAN NICOLAS
322,34,2013-01-01,tarde,SAN NICOLAS
322,34,2014-01-01,mañana,SAN NICOLAS
322,40,2014-01-01,tarde,SAN NICOLAS
322,24,2015-01-01,mañana,SAN NICOLAS
322,55,2015-01-01,tarde,SAN NICOLAS
322,16,2016-01-01,mañana,SAN NICOLAS
322,22,2016-01-01,tarde,SAN NICOLAS
322,3,2017-01-01,mañana,SAN NICOLAS
322,31,2017-01-01,tarde,SAN NICOLAS
324,130,2013-01-01,mañana,SAN NICOLAS
324,92,2013-01-01,tarde,SAN NICOLAS
324,146,2014-01-01,mañana,SAN NICOLAS
324,61,2014-01-01,tarde,SAN NICOLAS
324,104,2015-01-01,mañana,SAN NICOLAS
324,152,2015-01-01,tarde,SAN NICOLAS
324,58,2016-01-01,mañana,SAN NICOLAS
324,75,2016-01-01,tarde,SAN NICOLAS
324,60,2017-01-01,mañana,SAN NICOLAS
324,96,2017-01-01,tarde,SAN NICOLAS
324,80,2018-01-01,mañana,SAN NICOLAS
324,75,2018-01-01,tarde,SAN NICOLAS
321,90,2013-01-01,mañana,MONSERRAT
321,37,2013-01-01,tarde,MONSERRAT
321,116,2014-01-01,mañana,MONSERRAT
321,17,2014-01-01,tarde,MONSERRAT
321,107,2015-01-01,mañana,MONSERRAT
321,46,2015-01-01,tarde,MONSERRAT
321,55,2016-01-01,mañana,MONSERRAT
321,21,2016-01-01,tarde,MONSERRAT
321,47,2017-01-01,mañana,MONSERRAT
321,26,2017-01-01,tarde,MONSERRAT
321,75,2018-01-01,mañana,MONSERRAT
321,36,2018-01-01,tarde,MONSERRAT
311,31,2013-01-01,mañana,MONSERRAT
311,89,2013-01-01,tarde,MONSERRAT
311,42,2014-01-01,mañana,MONSERRAT
311,104,2014-01-01,tarde,MONSERRAT
311,53,2015-01-01,mañana,MONSERRAT
311,88,2015-01-01,tarde,MONSERRAT
311,36,2016-01-01,mañana,MONSERRAT
311,49,2016-01-01,tarde,MONSERRAT
311,59,2017-01-01,mañana,MONSERRAT
311,45,2017-01-01,tarde,MONSERRAT
310,70,2013-01-01,mañana,MONSERRAT
310,40,2013-01-01,tarde,MONSERRAT
310,38,2014-01-01,mañana,MONSERRAT
310,42,2014-01-01,tarde,MONSERRAT
310,39,2015-01-01,mañana,MONSERRAT
310,55,2015-01-01,tarde,MONSERRAT
310,27,2016-01-01,mañana,MONSERRAT
310,34,2016-01-01,tarde,MONSERRAT
310,39,2017-01-01,mañana,MONSERRAT
310,33,2017-01-01,tarde,MONSERRAT
265,74,2013-01-01,mañana,MONSERRAT
265,89,2013-01-01,tarde,MONSERRAT
265,86,2014-01-01,mañana,MONSERRAT
265,83,2014-01-01,tarde,MONSERRAT
265,92,2015-01-01,mañana,MONSERRAT
265,89,2015-01-01,tarde,MONSERRAT
265,61,2016-01-01,mañana,MONSERRAT
265,76,2016-01-01,tarde,MONSERRAT
265,69,2017-01-01,mañana,MONSERRAT
265,61,2017-01-01,tarde,MONSERRAT
265,63,2018-01-01,mañana,MONSERRAT
265,97,2018-01-01,tarde,MONSERRAT
280,89,2013-01-01,mañana,MONSERRAT
280,63,2013-01-01,tarde,MONSERRAT
280,21,2014-01-01,mañana,MONSERRAT
280,56,2014-01-01,tarde,MONSERRAT
280,25,2015-01-01,mañana,MONSERRAT
280,73,2015-01-01,tarde,MONSERRAT
280,30,2016-01-01,mañana,MONSERRAT
280,63,2016-01-01,tarde,MONSERRAT
280,62,2017-01-01,mañana,MONSERRAT
280,34,2017-01-01,tarde,MONSERRAT
263,16,2013-01-01,mañana,MONSERRAT
263,36,2013-01-01,tarde,MONSERRAT
263,26,2014-01-01,mañana,MONSERRAT
263,33,2014-01-01,tarde,MONSERRAT
263,21,2015-01-01,mañana,MONSERRAT
263,57,2015-01-01,tarde,MONSERRAT
263,0,2016-01-01,mañana,MONSERRAT
263,62,2016-01-01,tarde,MONSERRAT
263,18,2017-01-01,mañana,MONSERRAT
263,63,2017-01-01,tarde,MONSERRAT
260,45,2013-01-01,mañana,MONSERRAT
260,153,2013-01-01,tarde,MONSERRAT
260,33,2014-01-01,mañana,MONSERRAT
260,77,2014-01-01,tarde,MONSERRAT
260,48,2015-01-01,mañana,MONSERRAT
260,50,2015-01-01,tarde,MONSERRAT
260,37,2016-01-01,mañana,MONSERRAT
260,66,2016-01-01,tarde,MONSERRAT
260,102,2017-01-01,mañana,MONSERRAT
260,95,2017-01-01,tarde,MONSERRAT
261,49,2013-01-01,mañana,MONSERRAT
261,48,2013-01-01,tarde,MONSERRAT
261,62,2014-01-01,mañana,MONSERRAT
261,25,2014-01-01,tarde,MONSERRAT
261,80,2015-01-01,mañana,MONSERRAT
261,20,2015-01-01,tarde,MONSERRAT
261,74,2016-01-01,mañana,MONSERRAT
261,28,2016-01-01,tarde,MONSERRAT
261,64,2017-01-01,mañana,MONSERRAT
261,46,2017-01-01,tarde,MONSERRAT
308,65,2013-01-01,mañana,SAN TELMO
308,98,2013-01-01,tarde,SAN TELMO
308,34,2014-01-01,mañana,SAN TELMO
308,73,2014-01-01,tarde,SAN TELMO
308,51,2015-01-01,mañana,SAN TELMO
308,104,2015-01-01,tarde,SAN TELMO
308,38,2016-01-01,mañana,SAN TELMO
308,84,2016-01-01,tarde,SAN TELMO
308,51,2017-01-01,mañana,SAN TELMO
308,123,2017-01-01,tarde,SAN TELMO
308,53,2018-01-01,mañana,SAN TELMO
308,151,2018-01-01,tarde,SAN TELMO
309,27,2013-01-01,mañana,MONSERRAT
309,31,2013-01-01,tarde,MONSERRAT
309,14,2014-01-01,mañana,MONSERRAT
309,48,2014-01-01,tarde,MONSERRAT
309,27,2015-01-01,mañana,MONSERRAT
309,13,2015-01-01,tarde,MONSERRAT
309,27,2016-01-01,mañana,MONSERRAT
309,19,2016-01-01,tarde,MONSERRAT
309,17,2017-01-01,mañana,MONSERRAT
309,28,2017-01-01,tarde,MONSERRAT
309,48,2018-01-01,mañana,MONSERRAT
309,28,2018-01-01,tarde,MONSERRAT
292,36,2013-01-01,mañana,SAN TELMO
292,51,2013-01-01,tarde,SAN TELMO
292,30,2014-01-01,mañana,SAN TELMO
292,30,2014-01-01,tarde,SAN TELMO
292,53,2015-01-01,mañana,SAN TELMO
292,33,2015-01-01,tarde,SAN TELMO
292,56,2016-01-01,mañana,SAN TELMO
292,51,2016-01-01,tarde,SAN TELMO
292,52,2017-01-01,mañana,SAN TELMO
292,37,2017-01-01,tarde,SAN TELMO
293,33,2013-01-01,mañana,SAN TELMO
293,38,2013-01-01,tarde,SAN TELMO
293,39,2014-01-01,mañana,SAN TELMO
293,31,2014-01-01,tarde,SAN TELMO
293,38,2015-01-01,mañana,SAN TELMO
293,33,2015-01-01,tarde,SAN TELMO
293,0,2016-01-01,mañana,SAN TELMO
293,0,2016-01-01,tarde,SAN TELMO
293,18,2017-01-01,mañana,SAN TELMO
293,18,2017-01-01,tarde,SAN TELMO
296,20,2013-01-01,mañana,SAN TELMO
296,30,2013-01-01,tarde,SAN TELMO
296,0,2014-01-01,mañana,SAN TELMO
296,42,2014-01-01,tarde,SAN TELMO
296,15,2015-01-01,mañana,SAN TELMO
296,27,2015-01-01,tarde,SAN TELMO
296,0,2016-01-01,mañana,SAN TELMO
296,0,2016-01-01,tarde,SAN TELMO
296,13,2017-01-01,mañana,SAN TELMO
296,31,2017-01-01,tarde,SAN TELMO
300,36,2013-01-01,mañana,SAN TELMO
300,54,2013-01-01,tarde,SAN TELMO
300,13,2014-01-01,mañana,SAN TELMO
300,47,2014-01-01,tarde,SAN TELMO
300,39,2015-01-01,mañana,SAN TELMO
300,39,2015-01-01,tarde,SAN TELMO
300,30,2016-01-01,mañana,SAN TELMO
300,44,2016-01-01,tarde,SAN TELMO
300,19,2017-01-01,mañana,SAN TELMO
300,37,2017-01-01,tarde,SAN TELMO
300,53,2018-01-01,mañana,SAN TELMO
300,33,2018-01-01,tarde,SAN TELMO
294,23,2013-01-01,mañana,SAN TELMO
294,24,2013-01-01,tarde,SAN TELMO
294,26,2014-01-01,mañana,SAN TELMO
294,19,2014-01-01,tarde,SAN TELMO
294,24,2015-01-01,mañana,SAN TELMO
294,12,2015-01-01,tarde,SAN TELMO
294,19,2016-01-01,mañana,SAN TELMO
294,20,2016-01-01,tarde,SAN TELMO
294,12,2017-01-01,mañana,SAN TELMO
294,17,2017-01-01,tarde,SAN TELMO
294,10,2018-01-01,mañana,SAN TELMO
294,17,2018-01-01,tarde,SAN TELMO
205,38,2013-01-01,mañana,BARRACAS
205,29,2013-01-01,tarde,BARRACAS
205,24,2014-01-01,mañana,BARRACAS
205,26,2014-01-01,tarde,BARRACAS
205,48,2015-01-01,mañana,BARRACAS
205,26,2015-01-01,tarde,BARRACAS
205,53,2016-01-01,mañana,BARRACAS
205,25,2016-01-01,tarde,BARRACAS
205,57,2017-01-01,mañana,BARRACAS
205,22,2017-01-01,tarde,BARRACAS
205,25,2018-01-01,mañana,BARRACAS
205,23,2018-01-01,tarde,BARRACAS
206,28,2013-01-01,mañana,BARRACAS
206,15,2013-01-01,tarde,BARRACAS
206,8,2014-01-01,mañana,BARRACAS
206,24,2014-01-01,tarde,BARRACAS
206,20,2015-01-01,mañana,BARRACAS
206,23,2015-01-01,tarde,BARRACAS
206,12,2016-01-01,mañana,BARRACAS
206,23,2016-01-01,tarde,BARRACAS
206,38,2017-01-01,mañana,BARRACAS
206,33,2017-01-01,tarde,BARRACAS
214,21,2013-01-01,mañana,CONSTITUCION
214,22,2013-01-01,tarde,CONSTITUCION
214,19,2014-01-01,mañana,CONSTITUCION
214,42,2014-01-01,tarde,CONSTITUCION
214,20,2015-01-01,mañana,CONSTITUCION
214,45,2015-01-01,tarde,CONSTITUCION
214,10,2016-01-01,mañana,CONSTITUCION
214,38,2016-01-01,tarde,CONSTITUCION
214,16,2017-01-01,mañana,CONSTITUCION
214,38,2017-01-01,tarde,CONSTITUCION
214,13,2018-01-01,mañana,CONSTITUCION
214,45,2018-01-01,tarde,CONSTITUCION
286,1,2013-01-01,mañana,BARRACAS
286,5,2013-01-01,tarde,BARRACAS
286,1,2014-01-01,mañana,BARRACAS
286,7,2014-01-01,tarde,BARRACAS
286,2,2015-01-01,mañana,BARRACAS
286,4,2015-01-01,tarde,BARRACAS
286,5,2016-01-01,mañana,BARRACAS
286,4,2016-01-01,tarde,BARRACAS
286,1,2017-01-01,mañana,BARRACAS
286,8,2017-01-01,tarde,BARRACAS
285,20,2013-01-01,mañana,BARRACAS
285,10,2013-01-01,tarde,BARRACAS
285,12,2014-01-01,mañana,BARRACAS
285,12,2014-01-01,tarde,BARRACAS
285,22,2015-01-01,mañana,BARRACAS
285,19,2015-01-01,tarde,BARRACAS
285,13,2016-01-01,mañana,BARRACAS
285,10,2016-01-01,tarde,BARRACAS
285,15,2017-01-01,mañana,BARRACAS
285,11,2017-01-01,tarde,BARRACAS
212,68,2013-01-01,mañana,CONSTITUCION
212,55,2013-01-01,tarde,CONSTITUCION
212,39,2014-01-01,mañana,CONSTITUCION
212,43,2014-01-01,tarde,CONSTITUCION
212,48,2015-01-01,mañana,CONSTITUCION
212,42,2015-01-01,tarde,CONSTITUCION
212,42,2016-01-01,mañana,CONSTITUCION
212,34,2016-01-01,tarde,CONSTITUCION
212,101,2017-01-01,mañana,CONSTITUCION
212,40,2017-01-01,tarde,CONSTITUCION
213,38,2013-01-01,mañana,CONSTITUCION
213,64,2013-01-01,tarde,CONSTITUCION
213,22,2014-01-01,mañana,CONSTITUCION
213,56,2014-01-01,tarde,CONSTITUCION
213,27,2015-01-01,mañana,CONSTITUCION
213,40,2015-01-01,tarde,CONSTITUCION
213,31,2016-01-01,mañana,CONSTITUCION
213,59,2016-01-01,tarde,CONSTITUCION
213,80,2017-01-01,mañana,CONSTITUCION
213,81,2017-01-01,tarde,CONSTITUCION
215,20,2013-01-01,mañana,CONSTITUCION
215,26,2013-01-01,tarde,CONSTITUCION
215,17,2014-01-01,mañana,CONSTITUCION
215,27,2014-01-01,tarde,CONSTITUCION
215,27,2015-01-01,mañana,CONSTITUCION
215,19,2015-01-01,tarde,CONSTITUCION
215,18,2016-01-01,mañana,CONSTITUCION
215,26,2016-01-01,tarde,CONSTITUCION
215,10,2017-01-01,mañana,CONSTITUCION
215,24,2017-01-01,tarde,CONSTITUCION
290,19,2013-01-01,mañana,SAN TELMO
290,54,2013-01-01,tarde,SAN TELMO
290,8,2014-01-01,mañana,SAN TELMO
290,45,2014-01-01,tarde,SAN TELMO
290,13,2015-01-01,mañana,SAN TELMO
290,34,2015-01-01,tarde,SAN TELMO
290,17,2016-01-01,mañana,SAN TELMO
290,54,2016-01-01,tarde,SAN TELMO
290,24,2017-01-01,mañana,SAN TELMO
290,40,2017-01-01,tarde,SAN TELMO
290,20,2018-01-01,mañana,SAN TELMO
290,70,2018-01-01,tarde,SAN TELMO
289,21,2013-01-01,mañana,SAN TELMO
289,24,2013-01-01,tarde,SAN TELMO
289,8,2014-01-01,mañana,SAN TELMO
289,23,2014-01-01,tarde,SAN TELMO
289,22,2015-01-01,mañana,SAN TELMO
289,21,2015-01-01,tarde,SAN TELMO
289,10,2016-01-01,mañana,SAN TELMO
289,10,2016-01-01,tarde,SAN TELMO
289,20,2017-01-01,mañana,SAN TELMO
289,20,2017-01-01,tarde,SAN TELMO
289,22,2018-01-01,mañana,SAN TELMO
289,16,2018-01-01,tarde,SAN TELMO
252,64,2013-01-01,mañana,CONSTITUCION
252,23,2013-01-01,tarde,CONSTITUCION
252,79,2014-01-01,mañana,CONSTITUCION
252,31,2014-01-01,tarde,CONSTITUCION
252,78,2015-01-01,mañana,CONSTITUCION
252,41,2015-01-01,tarde,CONSTITUCION
252,43,2016-01-01,mañana,CONSTITUCION
252,27,2016-01-01,tarde,CONSTITUCION
252,60,2017-01-01,mañana,CONSTITUCION
252,24,2017-01-01,tarde,CONSTITUCION
216,137,2013-01-01,mañana,CONSTITUCION
216,58,2013-01-01,tarde,CONSTITUCION
216,91,2014-01-01,mañana,CONSTITUCION
216,46,2014-01-01,tarde,CONSTITUCION
216,94,2015-01-01,mañana,CONSTITUCION
216,54,2015-01-01,tarde,CONSTITUCION
216,105,2016-01-01,mañana,CONSTITUCION
216,63,2016-01-01,tarde,CONSTITUCION
216,97,2017-01-01,mañana,CONSTITUCION
216,32,2017-01-01,tarde,CONSTITUCION
216,61,2018-01-01,mañana,CONSTITUCION
216,70,2018-01-01,tarde,CONSTITUCION
217,19,2013-01-01,mañana,CONSTITUCION
217,64,2013-01-01,tarde,CONSTITUCION
217,14,2014-01-01,mañana,CONSTITUCION
217,63,2014-01-01,tarde,CONSTITUCION
217,15,2015-01-01,mañana,CONSTITUCION
217,63,2015-01-01,tarde,CONSTITUCION
217,0,2016-01-01,mañana,CONSTITUCION
217,0,2016-01-01,tarde,CONSTITUCION
217,55,2017-01-01,mañana,CONSTITUCION
217,70,2017-01-01,tarde,CONSTITUCION
217,136,2018-01-01,mañana,CONSTITUCION
217,109,2018-01-01,tarde,CONSTITUCION
218,37,2013-01-01,mañana,CONSTITUCION
218,29,2013-01-01,tarde,CONSTITUCION
218,21,2014-01-01,mañana,CONSTITUCION
218,27,2014-01-01,tarde,CONSTITUCION
218,19,2015-01-01,mañana,CONSTITUCION
218,51,2015-01-01,tarde,CONSTITUCION
218,29,2016-01-01,mañana,CONSTITUCION
218,39,2016-01-01,tarde,CONSTITUCION
218,23,2017-01-01,mañana,CONSTITUCION
218,55,2017-01-01,tarde,CONSTITUCION
218,34,2018-01-01,mañana,CONSTITUCION
218,52,2018-01-01,tarde,CONSTITUCION
307,19,2013-01-01,mañana,SAN TELMO
307,20,2013-01-01,tarde,SAN TELMO
307,16,2014-01-01,mañana,SAN TELMO
307,15,2014-01-01,tarde,SAN TELMO
307,15,2015-01-01,mañana,SAN TELMO
307,27,2015-01-01,tarde,SAN TELMO
307,16,2016-01-01,mañana,SAN TELMO
307,32,2016-01-01,tarde,SAN TELMO
307,16,2017-01-01,mañana,SAN TELMO
307,19,2017-01-01,tarde,SAN TELMO
307,16,2018-01-01,mañana,SAN TELMO
307,48,2018-01-01,tarde,SAN TELMO
255,73,2013-01-01,mañana,MONSERRAT
255,46,2013-01-01,tarde,MONSERRAT
255,59,2014-01-01,mañana,MONSERRAT
255,40,2014-01-01,tarde,MONSERRAT
255,72,2015-01-01,mañana,MONSERRAT
255,45,2015-01-01,tarde,MONSERRAT
255,47,2016-01-01,mañana,MONSERRAT
255,31,2016-01-01,tarde,MONSERRAT
255,55,2017-01-01,mañana,MONSERRAT
255,35,2017-01-01,tarde,MONSERRAT
255,49,2018-01-01,mañana,MONSERRAT
255,26,2018-01-01,tarde,MONSERRAT
253,75,2013-01-01,mañana,MONSERRAT
253,106,2013-01-01,tarde,MONSERRAT
253,60,2014-01-01,mañana,MONSERRAT
253,103,2014-01-01,tarde,MONSERRAT
253,61,2015-01-01,mañana,MONSERRAT
253,104,2015-01-01,tarde,MONSERRAT
253,47,2016-01-01,mañana,MONSERRAT
253,124,2016-01-01,tarde,MONSERRAT
253,75,2017-01-01,mañana,MONSERRAT
253,116,2017-01-01,tarde,MONSERRAT
262,50,2013-01-01,mañana,MONSERRAT
262,99,2013-01-01,tarde,MONSERRAT
262,37,2014-01-01,mañana,MONSERRAT
262,117,2014-01-01,tarde,MONSERRAT
262,41,2015-01-01,mañana,MONSERRAT
262,84,2015-01-01,tarde,MONSERRAT
262,26,2016-01-01,mañana,MONSERRAT
262,104,2016-01-01,tarde,MONSERRAT
262,37,2017-01-01,mañana,MONSERRAT
262,116,2017-01-01,tarde,MONSERRAT
262,143,2018-01-01,mañana,MONSERRAT
262,135,2018-01-01,tarde,MONSERRAT
264,73,2013-01-01,mañana,MONSERRAT
264,47,2013-01-01,tarde,MONSERRAT
264,81,2014-01-01,mañana,MONSERRAT
264,30,2014-01-01,tarde,MONSERRAT
264,85,2015-01-01,mañana,MONSERRAT
264,48,2015-01-01,tarde,MONSERRAT
264,54,2016-01-01,mañana,MONSERRAT
264,41,2016-01-01,tarde,MONSERRAT
264,43,2017-01-01,mañana,MONSERRAT
264,62,2017-01-01,tarde,MONSERRAT
264,110,2018-01-01,mañana,MONSERRAT
264,62,2018-01-01,tarde,MONSERRAT
278,22,2013-01-01,mañana,MONSERRAT
278,58,2013-01-01,tarde,MONSERRAT
278,37,2014-01-01,mañana,MONSERRAT
278,76,2014-01-01,tarde,MONSERRAT
278,55,2015-01-01,mañana,MONSERRAT
278,57,2015-01-01,tarde,MONSERRAT
278,43,2016-01-01,mañana,MONSERRAT
278,50,2016-01-01,tarde,MONSERRAT
278,80,2017-01-01,mañana,MONSERRAT
278,42,2017-01-01,tarde,MONSERRAT
276,125,2013-01-01,mañana,MONSERRAT
276,101,2013-01-01,tarde,MONSERRAT
276,107,2014-01-01,mañana,MONSERRAT
276,87,2014-01-01,tarde,MONSERRAT
276,58,2015-01-01,mañana,MONSERRAT
276,84,2015-01-01,tarde,MONSERRAT
276,85,2016-01-01,mañana,MONSERRAT
276,90,2016-01-01,tarde,MONSERRAT
276,68,2017-01-01,mañana,MONSERRAT
276,39,2017-01-01,tarde,MONSERRAT
258,112,2013-01-01,mañana,MONSERRAT
258,59,2013-01-01,tarde,MONSERRAT
258,175,2014-01-01,mañana,MONSERRAT
258,95,2014-01-01,tarde,MONSERRAT
258,116,2015-01-01,mañana,MONSERRAT
258,60,2015-01-01,tarde,MONSERRAT
258,81,2016-01-01,mañana,MONSERRAT
258,53,2016-01-01,tarde,MONSERRAT
258,93,2017-01-01,mañana,MONSERRAT
258,46,2017-01-01,tarde,MONSERRAT
259,72,2013-01-01,mañana,MONSERRAT
259,41,2013-01-01,tarde,MONSERRAT
259,0,2014-01-01,mañana,MONSERRAT
259,74,2014-01-01,tarde,MONSERRAT
259,100,2015-01-01,mañana,MONSERRAT
259,56,2015-01-01,tarde,MONSERRAT
259,48,2016-01-01,mañana,MONSERRAT
259,64,2016-01-01,tarde,MONSERRAT
259,60,2017-01-01,mañana,MONSERRAT
259,74,2017-01-01,tarde,MONSERRAT
270,89,2013-01-01,mañana,MONSERRAT
270,43,2013-01-01,tarde,MONSERRAT
270,64,2014-01-01,mañana,MONSERRAT
270,72,2014-01-01,tarde,MONSERRAT
270,78,2015-01-01,mañana,MONSERRAT
270,45,2015-01-01,tarde,MONSERRAT
270,48,2016-01-01,mañana,MONSERRAT
270,55,2016-01-01,tarde,MONSERRAT
270,51,2017-01-01,mañana,MONSERRAT
270,60,2017-01-01,tarde,MONSERRAT
270,27,2018-01-01,mañana,MONSERRAT
270,61,2018-01-01,tarde,MONSERRAT
277,80,2013-01-01,mañana,SAN NICOLAS
277,105,2013-01-01,tarde,SAN NICOLAS
277,37,2014-01-01,mañana,SAN NICOLAS
277,56,2014-01-01,tarde,SAN NICOLAS
277,42,2015-01-01,mañana,SAN NICOLAS
277,39,2015-01-01,tarde,SAN NICOLAS
277,36,2016-01-01,mañana,SAN NICOLAS
