X,Y,RECORRIDO,CENTROIDE,CRUCE,ÃREA,geometry,barrio
-58.4018462246989,-34.5933292541914,R070,416.0,ARENALES@PUEYRREDON,Macrocentro,POINT (-58.4018462246989 -34.5933292541914),RECOLETA
-58.3987423010488,-34.592497563875,R070,434.0,AZCUENAGA@JUNCAL,Macrocentro,POINT (-58.3987423010488 -34.592497563875),RECOLETA
-58.4003572172146,-34.5929324310432,R070,417.0,BERUTI@LARREA,Macrocentro,POINT (-58.4003572172146 -34.5929324310432),RECOLETA
-58.4032617674659,-34.5903546935205,R070,415.0,JUNCAL@LAPRIDA,Macrocentro,POINT (-58.4032617674659 -34.5903546935205),RECOLETA
-58.4010325343144,-34.5915634236954,R070,418.0,PUEYRREDON@JUNCAL,Macrocentro,POINT (-58.4010325343144 -34.5915634236954),RECOLETA
-58.4019800842863,-34.5878468495049,R071,420.0,AGUERO@PEÃƒÂA,Macrocentro,POINT (-58.4019800842863 -34.5878468495049),RECOLETA
-58.4050649737856,-34.5845921581165,R071,446.0,"BILLINGHURST@PACHECO DE MELO, JOSE ANDRES",Macrocentro,POINT (-58.4050649737856 -34.5845921581165),RECOLETA
-58.3998903899408,-34.5876927578685,R071,422.0,"LAPRIDA@PACHECO DE MELO, JOSE ANDRES",Macrocentro,POINT (-58.3998903899408 -34.5876927578685),RECOLETA
-58.4027651339621,-34.5859526542798,R071,421.0,"PACHECO DE MELO, JOSE ANDRES@BOLLINI",Macrocentro,POINT (-58.4027651339621 -34.5859526542798),RECOLETA
-58.4045173361323,-34.5863337995473,R071,414.0,PEÃƒÂA@SANCHEZ DE BUSTAMANTE,Macrocentro,POINT (-58.4045173361323 -34.5863337995473),RECOLETA
-58.4047077666726,-34.5826192317438,R072,448.0,CABELLO@ORTIZ DE OCAMPO,Macrocentro,POINT (-58.4047077666726 -34.5826192317438),PALERMO
-58.4046888170581,-34.5804801906999,R072,451.0,"DEL LIBERTADOR@DIAZ, CNEL.",Macrocentro,POINT (-58.4046888170581 -34.5804801906999),PALERMO
-58.4015314763774,-34.5820456153735,R072,454.0,DEL LIBERTADOR@SANCHEZ DE BUSTAMANTE,Macrocentro,POINT (-58.4015314763774 -34.5820456153735),PALERMO
-58.3999308864117,-34.585025347146,R072,453.0,"LAS HERAS, GRAL.@AUSTRIA",Macrocentro,POINT (-58.3999308864117 -34.585025347146),RECOLETA
-58.402043927157,-34.5834271952439,R072,452.0,"SANCHEZ DE BUSTAMANTE@LAS HERAS, GRAL.",Macrocentro,POINT (-58.402043927157 -34.5834271952439),PALERMO
-58.4062336148839,-34.5811818597344,R073,450.0,BULNES@CERVIÃƒÂO,Macrocentro,POINT (-58.4062336148839 -34.5811818597344),PALERMO
-58.4076855037508,-34.5816807127655,R073,449.0,"CABELLO@RUGGIERI, SILVIO L.",Macrocentro,POINT (-58.4076855037508 -34.5816807127655),PALERMO
-58.4061723836442,-34.583459248882,R073,447.0,"DIAZ, CNEL.@LAS HERAS, GRAL.",Macrocentro,POINT (-58.4061723836442 -34.583459248882),PALERMO
-58.4092023182724,-34.5825408585294,R073,392.0,"LAS HERAS, GRAL.@PAUNERO",Macrocentro,POINT (-58.4092023182724 -34.5825408585294),PALERMO
-58.4101888925252,-34.5822366970278,R073,391.0,"LAS HERAS, GRAL.@SALGUERO, JERONIMO",Macrocentro,POINT (-58.4101888925252 -34.5822366970278),PALERMO
-58.4040544352987,-34.5880333643983,R074,413.0,AUSTRIA@FRENCH,Macrocentro,POINT (-58.4040544352987 -34.5880333643983),RECOLETA
-58.4082791947861,-34.588167651166,R074,410.0,BILLINGHURST@BERUTI,Macrocentro,POINT (-58.4082791947861 -34.588167651166),RECOLETA
-58.4066233783537,-34.5863261229356,R074,412.0,BILLINGHURST@FRENCH,Macrocentro,POINT (-58.4066233783537 -34.5863261229356),RECOLETA
-58.4083166983133,-34.5865459127439,R074,389.0,"DIAZ, CNEL.@JUNCAL",Macrocentro,POINT (-58.4083166983133 -34.5865459127439),PALERMO
-58.4064511015278,-34.5879825185307,R074,411.0,JUNCAL@SANCHEZ DE BUSTAMANTE,Macrocentro,POINT (-58.4064511015278 -34.5879825185307),RECOLETA
-58.4070220451115,-34.5901942068085,R075,407.0,ARENALES@AUSTRIA,Macrocentro,POINT (-58.4070220451115 -34.5901942068085),RECOLETA
-58.407938245617,-34.5908691551865,R075,385.0,AUSTRIA@SANTA FE,Macrocentro,POINT (-58.407938245617 -34.5908691551865),RECOLETA
-58.4100810503242,-34.5890571391099,R075,386.0,"DIAZ, CNEL.@SANTA FE",Macrocentro,POINT (-58.4100810503242 -34.5890571391099),PALERMO
-58.4097511861984,-34.5912848317219,R075,384.0,GUEMES@SANCHEZ DE BUSTAMANTE,Macrocentro,POINT (-58.4097511861984 -34.5912848317219),RECOLETA
-58.4088972430591,-34.5900421548367,R075,387.0,SANCHEZ DE BUSTAMANTE@SANTA FE,Macrocentro,POINT (-58.4088972430591 -34.5900421548367),RECOLETA
-58.4084614864623,-34.5930595466192,R076,383.0,AGUERO@CHARCAS,Macrocentro,POINT (-58.4084614864623 -34.5930595466192),RECOLETA
-58.4060901595307,-34.5942098523384,R076,399.0,"CHARCAS@ANCHORENA, TOMAS M. DE, DR",Macrocentro,POINT (-58.4060901595307 -34.5942098523384),RECOLETA
-58.4065068514,-34.5970025476131,R076,398.0,"JAURES, JEAN@PARAGUAY",Macrocentro,POINT (-58.4065068514 -34.5970025476131),RECOLETA
-58.4078697955194,-34.5949902732045,R076,397.0,"LAPRIDA@MANSILLA, LUCIO NORBERTO, GRAL.",Macrocentro,POINT (-58.4078697955194 -34.5949902732045),RECOLETA
-58.4060817328833,-34.5925714036137,R076,406.0,LAPRIDA@SANTA FE,Macrocentro,POINT (-58.4060817328833 -34.5925714036137),RECOLETA
-58.4091784898364,-34.6008441077826,R077,366.0,"ANCHORENA, TOMAS M. DE, DR@TUCUMAN",Macrocentro,POINT (-58.4091784898364 -34.6008441077826),BALVANERA
-58.4037215188741,-34.5984550920838,R077,400.0,CORDOBA@PUEYRREDON,Macrocentro,POINT (-58.4037215188741 -34.5984550920838),RECOLETA
-58.4063114763871,-34.5996576304291,R077,396.0,ECUADOR@SAN LUIS,Macrocentro,POINT (-58.4063114763871 -34.5996576304291),BALVANERA
-58.4077598219252,-34.6011106704286,R077,393.0,"TUCUMAN@JAURES, JEAN",Macrocentro,POINT (-58.4077598219252 -34.6011106704286),BALVANERA
-58.408150638501,-34.6020115356946,R077,365.0,3001ZELAYA,Macrocentro,POINT (-58.408150638501 -34.6020115356946),BALVANERA
-58.4107707970464,-34.6051091820774,R078,79.0,"ANCHORENA, TOMAS M. DE, DR@GOMEZ, VALENTIN",Macrocentro,POINT (-58.4107707970464 -34.6051091820774),BALVANERA
-58.4059288571317,-34.6017273202545,R078,147.0,BOULOGNE SUR MER@TUCUMAN,Macrocentro,POINT (-58.4059288571317 -34.6017273202545),BALVANERA
-58.4089147384703,-34.6041189745628,R078,80.0,"CORRIENTES@JAURES, JEAN",Macrocentro,POINT (-58.4089147384703 -34.6041189745628),BALVANERA
-58.407407657311,-34.6030226263646,R078,145.0,LAVALLE@ECUADOR,Macrocentro,POINT (-58.407407657311 -34.6030226263646),BALVANERA
-58.4044961193274,-34.6008833739785,R078,395.0,PUEYRREDON@VIAMONTE,Macrocentro,POINT (-58.4044961193274 -34.6008833739785),BALVANERA
-58.4069488591845,-34.6054141970341,R079,144.0,"GOMEZ, VALENTIN@BOULOGNE SUR MER",Macrocentro,POINT (-58.4069488591845 -34.6054141970341),BALVANERA
-58.410470153692,-34.6079359895356,R079,77.0,"JAURES, JEAN@PERON. JUAN DOMINGO, TTE.",Macrocentro,POINT (-58.410470153692 -34.6079359895356),BALVANERA
-58.4036227984964,-34.6034038948362,R079,153.0,LAVALLE@PASO,Macrocentro,POINT (-58.4036227984964 -34.6034038948362),BALVANERA
-58.4054694627547,-34.604563691103,R079,146.0,PUEYRREDON@CORRIENTES,Macrocentro,POINT (-58.4054694627547 -34.604563691103),BALVANERA
-58.4087383922122,-34.6066817383753,R079,78.0,SARMIENTO@ ECUADOR,Macrocentro,POINT (-58.4087383922122 -34.6066817383753),BALVANERA
-58.4087131752227,-34.6126110998153,R080,130.0,"ALSINA, ADOLFO@LA RIOJA",Macrocentro,POINT (-58.4087131752227 -34.6126110998153),BALVANERA
-58.4128163607609,-34.6154434408043,R080,61.0,BELGRANO@SANCHEZ DE LORIA,Macrocentro,POINT (-58.4128163607609 -34.6154434408043),ALMAGRO
-58.4073361935856,-34.6113705084575,R080,132.0,CATAMARCA@YRIGOYEN HIPOLITO,Macrocentro,POINT (-58.4073361935856 -34.6113705084575),BALVANERA
-58.4142554504767,-34.6166315980905,R080,56.0,LINIERS VIRREY@VENEZUELA,Macrocentro,POINT (-58.4142554504767 -34.6166315980905),ALMAGRO
-58.4098725506062,-34.613994966662,R080,64.0,"MORENO@URQUIZA, Gral.",Macrocentro,POINT (-58.4098725506062 -34.613994966662),BALVANERA
-58.4069414784488,-34.6125043134172,R081,131.0,"ALSINA, ADOLFO@CATAMARCA",Macrocentro,POINT (-58.4069414784488 -34.6125043134172),BALVANERA
-58.4058375264833,-34.6112638290789,R081,134.0,"JUJUY@YRIGOYEN, HIPOLITO",Macrocentro,POINT (-58.4058375264833 -34.6112638290789),BALVANERA
-58.4084009926673,-34.6150864018624,R081,129.0,LA RIOJA@BELGRANO,Macrocentro,POINT (-58.4084009926673 -34.6150864018624),BALVANERA
-58.4059659038036,-34.6101207485117,R081,141.0,RIVADAVIA@PUEYRREDON,Macrocentro,POINT (-58.4059659038036 -34.6101207485117),BALVANERA
-58.4094551878429,-34.6166133292601,R081,62.0,URQUIZA@VENEZUELA,Macrocentro,POINT (-58.4094551878429 -34.6166133292601),BALVANERA
-58.4105884397203,-34.622693749822,R082,38.0,"CALVO, CARLOS@24 DE NOVIEMBRE",Macrocentro,POINT (-58.4105884397203 -34.622693749822),SAN CRISTOBAL
-58.4091757765824,-34.6212638637676,R082,39.0,"ESTADOS UNIDOS@URQUIZA, Gral.",Macrocentro,POINT (-58.4091757765824 -34.6212638637676),SAN CRISTOBAL
-58.4122197514261,-34.6239925794759,R082,34.0,HUMBERTO 1Ã‚Âª@SANCHEZ DE LORIA,Macrocentro,POINT (-58.4122197514261 -34.6239925794759),BOEDO
-58.4077803588436,-34.6197201613158,R082,96.0,INDEPENDENCIA@LA RIOJA,Macrocentro,POINT (-58.4077803588436 -34.6197201613158),BALVANERA
-58.4135721914643,-34.6251408464341,R082,31.0,SAN JUAN@LINIERS VIRREY,Macrocentro,POINT (-58.4135721914643 -34.6251408464341),BOEDO
-58.4061514105563,-34.6218189262217,R083,97.0,"CALVO, CARLOS@DEAN FUNES",Macrocentro,POINT (-58.4061514105563 -34.6218189262217),SAN CRISTOBAL
-58.4047826739035,-34.6201972426575,R083,98.0,CATAMARCA@ESTADOS UNIDOS,Macrocentro,POINT (-58.4047826739035 -34.6201972426575),SAN CRISTOBAL
-58.4102085957728,-34.6263073021778,R083,35.0,COCHABAMBA@24 DE NOVIEMBRE,Macrocentro,POINT (-58.4102085957728 -34.6263073021778),SAN CRISTOBAL
-58.4072162150339,-34.6232159429551,R083,95.0,HUMBERTO 1Ã‚Âª@LA RIOJA,Macrocentro,POINT (-58.4072162150339 -34.6232159429551),SAN CRISTOBAL
-58.4088754569839,-34.624600747795,R083,36.0,"SAN JUAN@URQUIZA, Gral.",Macrocentro,POINT (-58.4088754569839 -34.624600747795),SAN CRISTOBAL
-58.4098689533186,-34.6298884024981,R084,27.0,"24DE NOVIEMBRE@GARAY, JUAN DE",Macrocentro,POINT (-58.4098689533186 -34.6298884024981),SAN CRISTOBAL
-58.4067551209383,-34.6272033326865,R084,93.0,CONSTITUCION@LA RIOJA,Macrocentro,POINT (-58.4067551209383 -34.6272033326865),SAN CRISTOBAL
-58.4056012727879,-34.6257661297482,R084,94.0,DEAN FUNES@COCHABAMBA,Macrocentro,POINT (-58.4056012727879 -34.6257661297482),SAN CRISTOBAL
-58.4116345266087,-34.6316978761935,R084,24.0,INCLAN@SANCHEZ DE LORIA,Macrocentro,POINT (-58.4116345266087 -34.6316978761935),BOEDO
-58.408485058593,-34.6283328838542,R084,83.0,PAVON@URQUIZA,Macrocentro,POINT (-58.408485058593 -34.6283328838542),SAN CRISTOBAL
-58.4161635321349,-34.6375044549979,R085,2.0,BOEDO@CHICLANA,Macrocentro,POINT (-58.4161635321349 -34.6375044549979),BOEDO
-58.4054540088056,-34.6291845562034,R085,85.0,"CHICLANA@GARAY, JUAN DE",Macrocentro,POINT (-58.4054540088056 -34.6291845562034),SAN CRISTOBAL
-58.4124089211173,-34.6352176094771,R085,23.0,CHICLANA@LINIERS VIRREY,Macrocentro,POINT (-58.4124089211173 -34.6352176094771),BOEDO
-58.4043012056674,-34.6278302320853,R085,89.0,CHICLANA@PAVON,Macrocentro,POINT (-58.4043012056674 -34.6278302320853),SAN CRISTOBAL
-58.4081015049421,-34.6320976266322,R085,81.0,"CHICLANA@URQUIZA, Gral",Macrocentro,POINT (-58.4081015049421 -34.6320976266322),PARQUE PATRICIOS
-58.4093471693751,-34.6347200946363,R086,25.0,BRASIL@24 DE NOVIEMBRE,Macrocentro,POINT (-58.4093471693751 -34.6347200946363),PARQUE PATRICIOS
-58.4090536702349,-34.6377213300987,R086,4.0,CASEROS@24 DE NOVIEMBRE,Macrocentro,POINT (-58.4090536702349 -34.6377213300987),PARQUE PATRICIOS
-58.4170868049088,-34.6391083059055,R086,1.0,CASEROS@RAULET,Macrocentro,POINT (-58.4170868049088 -34.6391083059055),BOEDO
-58.411910032114,-34.6370645750074,R086,3.0,LINIERS VIRREY@RONDEAU,Macrocentro,POINT (-58.411910032114 -34.6370645750074),BOEDO
-58.4076678329738,-34.6363532040853,R086,5.0,"RONDEAU@URQUIZA, Gral.",Macrocentro,POINT (-58.4076678329738 -34.6363532040853),PARQUE PATRICIOS
-58.4161065807686,-34.634060730614,R087,16.0,BOEDO@SALCEDO,Macrocentro,POINT (-58.4161065807686 -34.634060730614),BOEDO
-58.4178287024156,-34.6329581006531,R087,9.0,"CASTRO, BARROS@INCLAN",Macrocentro,POINT (-58.4178287024156 -34.6329581006531),BOEDO
-58.4179090271613,-34.6355331438087,R087,8.0,"CASTRO,BARROS@LAS CASAS",Macrocentro,POINT (-58.4179090271613 -34.6355331438087),BOEDO
-58.4141665515953,-34.6347154172651,R087,17.0,LAS CASAS@MAZA,Macrocentro,POINT (-58.4141665515953 -34.6347154172651),BOEDO
-58.4130310127421,-34.6333344930001,R087,18.0,LINIERS VIRREY@SALCEDO,Macrocentro,POINT (-58.4130310127421 -34.6333344930001),BOEDO
-58.4119310591621,-34.627586243325,R088,26.0,CONSTITUCION@SANCHEZ DE LORIA,Macrocentro,POINT (-58.4119310591621 -34.627586243325),BOEDO
-58.4159558265174,-34.631380936227,R088,19.0,"GARAY, JUAN DE@BOEDO",Macrocentro,POINT (-58.4159558265174 -34.631380936227),BOEDO
-58.4132509194612,-34.6287404862781,R088,22.0,LINIERS VIRREY@TARIJA,Macrocentro,POINT (-58.4132509194612 -34.6287404862781),BOEDO
-58.414594586613,-34.6267950422882,R088,29.0,MAZA@COCHABAMBA,Macrocentro,POINT (-58.414594586613 -34.6267950422882),BOEDO
-58.4145290943856,-34.6298494852392,R088,21.0,MAZA@PAVON,Macrocentro,POINT (-58.4145290943856 -34.6298494852392),BOEDO
-58.4159358121056,-34.6278745443861,R089,20.0,BOEDO@CONSTITUCION,Macrocentro,POINT (-58.4159358121056 -34.6278745443861),BOEDO
-58.4191078674932,-34.6245972278542,R089,11.0,"CALVO, CARLOS@CASTRO, BARROS",Macrocentro,POINT (-58.4191078674932 -34.6245972278542),BOEDO
-58.4180571374055,-34.6291253106737,R089,10.0,"CASTRO, BARROS@TARIJA",Macrocentro,POINT (-58.4180571374055 -34.6291253106737),BOEDO
-58.4184960533206,-34.6272438579422,R089,12.0,"COCHABAMBA@CASTRO, BARROS",Macrocentro,POINT (-58.4184960533206 -34.6272438579422),BOEDO
-58.4176816650622,-34.6256639290008,R089,13.0,COLOMBRES@SAN JUAN,Macrocentro,POINT (-58.4176816650622 -34.6256639290008),BOEDO
-58.414809756603,-34.6235919899692,R090,30.0,"CALVO, CARLOS@MAZA",Macrocentro,POINT (-58.414809756603 -34.6235919899692),BOEDO
-58.4136827801949,-34.6220858566953,R090,33.0,ESTADOS UNIDOS@LINIERS VIRREY,Macrocentro,POINT (-58.4136827801949 -34.6220858566953),BOEDO
-58.4161643595108,-34.6245813512214,R090,28.0,HUMBERTO 1Ã‚Âª@BOEDO,Macrocentro,POINT (-58.4161643595108 -34.6245813512214),BOEDO
-58.4125438805753,-34.6206423153354,R090,37.0,INDEPENDENCIA@SANCHEZ DE LORIA,Macrocentro,POINT (-58.4125438805753 -34.6206423153354),ALMAGRO
-58.4109895670231,-34.6190496385037,R090,60.0,MEXICO@24 DE NOVIEMBRE,Macrocentro,POINT (-58.4109895670231 -34.6190496385037),BALVANERA
-58.4153417595427,-34.6183849037288,R091,55.0,AGRELO@MAZA,Macrocentro,POINT (-58.4153417595427 -34.6183849037288),ALMAGRO
-58.4194257868238,-34.6211934909251,R091,14.0,"CASTRO, BARROS@INDEPENDENCIA",Macrocentro,POINT (-58.4194257868238 -34.6211934909251),ALMAGRO
-58.4179433282025,-34.6225923710523,R091,15.0,COLOMBRES@ESTADOS UNIDOS,Macrocentro,POINT (-58.4179433282025 -34.6225923710523),BOEDO
-58.4182745592977,-34.6174633693464,R091,41.0,COLOMBRES@VENEZUELA,Macrocentro,POINT (-58.4182745592977 -34.6174633693464),ALMAGRO
-58.4165096856802,-34.6209772030762,R091,32.0,INDEPENDENCIA@BOEDO,Macrocentro,POINT (-58.4165096856802 -34.6209772030762),ALMAGRO
-58.4131163062415,-34.6134164480908,R092,59.0,"ALSINA, ADOLFO@SANCHEZ DE LORIA",Macrocentro,POINT (-58.4131163062415 -34.6134164480908),ALMAGRO
-58.4117791241007,-34.6092234211819,R092,74.0,"ANCHORENA, TOMAS M. DE, DR@MITRE, BARTOLOME",Macrocentro,POINT (-58.4117791241007 -34.6092234211819),BALVANERA
-58.4147840368921,-34.613053228112,R092,58.0,LINIERS VIRREY@YRIGOYEN HIPOLITO,Macrocentro,POINT (-58.4147840368921 -34.613053228112),ALMAGRO
-58.4103464384571,-34.6104395491802,R092,76.0,"RIVADAVIA@JAURES, JEAN",Macrocentro,POINT (-58.4103464384571 -34.6104395491802),BALVANERA
-58.411681007168,-34.6118571379052,R092,63.0,"YRIGOYEN, HIPOLITO@24 DE NOVIEMBRE",Macrocentro,POINT (-58.411681007168 -34.6118571379052),BALVANERA
-58.4170174986559,-34.6156969965589,R093,44.0,BOEDO@BELGRANO,Macrocentro,POINT (-58.4170174986559 -34.6156969965589),ALMAGRO
-58.4178350318434,-34.612493664551,R093,45.0,BOEDO@DON BOSCO,Macrocentro,POINT (-58.4178350318434 -34.612493664551),ALMAGRO
-58.4200802252632,-34.6158436741848,R093,40.0,CASTRO BARROS@BELGRANO,Macrocentro,POINT (-58.4200802252632 -34.6158436741848),ALMAGRO
-58.4186504651141,-34.6142768420697,R093,43.0,COLOMBRES@YRIGOYEN HIPOLITO,Macrocentro,POINT (-58.4186504651141 -34.6142768420697),ALMAGRO
-58.4159702660314,-34.6144398648705,R093,57.0,MORENO@MAZA,Macrocentro,POINT (-58.4159702660314 -34.6144398648705),ALMAGRO
-58.4160650536739,-34.6085362366311,R094,65.0,BILLINGHURST@DIAZ VELEZ,Macrocentro,POINT (-58.4160650536739 -34.6085362366311),ALMAGRO
-58.4174059527125,-34.6095552997921,R094,50.0,"BRAVO, MARIO@MITRE, BARTOLOME",Macrocentro,POINT (-58.4174059527125 -34.6095552997921),ALMAGRO
-58.4210093840996,-34.6114803165841,R094,42.0,MEDRANO@RIVADAVIA,Macrocentro,POINT (-58.4210093840996 -34.6114803165841),ALMAGRO
-58.4173398669325,-34.6109424383716,R094,49.0,RIVADAVIA@MAZA,Macrocentro,POINT (-58.4173398669325 -34.6109424383716),ALMAGRO
-58.4144670537555,-34.6107364000959,R094,66.0,RIVADAVIA@SANCHEZ DE BUSTAMANTE,Macrocentro,POINT (-58.4144670537555 -34.6107364000959),ALMAGRO
-58.4187886720241,-34.6085381620811,R095,48.0,BULNES@DIAZ VELEZ,Macrocentro,POINT (-58.4187886720241 -34.6085381620811),ALMAGRO
-58.4139370059417,-34.6073460648632,R095,67.0,"GALLO@PERON, JUAN DOMINGO, TTE.",Macrocentro,POINT (-58.4139370059417 -34.6073460648632),ALMAGRO
-58.4214129224846,-34.6072678346426,R095,46.0,MEDRANO@POTOSI,Macrocentro,POINT (-58.4214129224846 -34.6072678346426),ALMAGRO
-58.4172750384046,-34.6068881103026,R095,51.0,"PERON, JUAN DOMINGO, TTE.@BRAVO, MARIO",Macrocentro,POINT (-58.4172750384046 -34.6068881103026),ALMAGRO
-58.4198543425487,-34.6060092226699,R095,52.0,"PERON, JUAN DOMINGO, TTE.@SALGUERO, JERONIMO",Macrocentro,POINT (-58.4198543425487 -34.6060092226699),ALMAGRO
-58.4123989800108,-34.6063692770322,R096,75.0,AGUERO@SARMIENTO,Macrocentro,POINT (-58.4123989800108 -34.6063692770322),BALVANERA
-58.4131834873955,-34.6041375428671,R096,72.0,CORRIENTES@GALLO,Macrocentro,POINT (-58.4131834873955 -34.6041375428671),ALMAGRO
-58.414733316928,-34.6049725597749,R096,71.0,"GOMEZ, VALENTIN@SANCHEZ DE BUSTAMANTE",Macrocentro,POINT (-58.414733316928 -34.6049725597749),ALMAGRO
-58.4128039941833,-34.6025116936438,R096,73.0,GUARDIA VIEJA@GALLO,Macrocentro,POINT (-58.4128039941833 -34.6025116936438),ALMAGRO
-58.4112302300943,-34.6020606000083,R096,363.0,LAVALLE@AGUERO,Macrocentro,POINT (-58.4112302300943 -34.6020606000083),BALVANERA
-58.4160283280601,-34.6056700595523,R097,68.0,BILLINGHURST@SARMIENTO,Macrocentro,POINT (-58.4160283280601 -34.6056700595523),ALMAGRO
-58.4167465500152,-34.6035983534471,R097,69.0,"BRAVO, MARIO@CORRIENTES",Macrocentro,POINT (-58.4167465500152 -34.6035983534471),ALMAGRO
-58.4182162013915,-34.6045382996519,R097,54.0,"BULNES@GOMEZ, VALENTIN",Macrocentro,POINT (-58.4182162013915 -34.6045382996519),ALMAGRO
-58.4193396479606,-34.6020499475433,R097,53.0,"HUMAHUACA@SALGUERO, JERONIMO",Macrocentro,POINT (-58.4193396479606 -34.6020499475433),ALMAGRO
-58.4209545110664,-34.6031750605567,R097,47.0,MEDRANO@CORRIENTES,Macrocentro,POINT (-58.4209545110664 -34.6031750605567),ALMAGRO
-58.4105902230752,-34.5993924095732,R098,367.0,AGUERO@SAN LUIS,Macrocentro,POINT (-58.4105902230752 -34.5993924095732),BALVANERA
-58.4081479693131,-34.5980689672736,R098,394.0,"CORDOBA@ANCHORENA, TOMAS M. DE, DR",Macrocentro,POINT (-58.4081479693131 -34.5980689672736),RECOLETA
-58.412278924117,-34.6002435036609,R098,362.0,GALLO@TUCUMAN,Macrocentro,POINT (-58.412278924117 -34.6002435036609),ALMAGRO
-58.4154692510305,-34.6026521956252,R098,70.0,HUMAHUACA@BILLINGHURST,Macrocentro,POINT (-58.4154692510305 -34.6026521956252),ALMAGRO
-58.413988761025,-34.6011289509509,R098,356.0,LAVALLE@SANCHEZ DE BUSTAMANTE,Macrocentro,POINT (-58.413988761025 -34.6011289509509),ALMAGRO
-58.4177940524362,-34.6009589251301,R099,345.0,BULNES@GUARDIA VIEJA,Macrocentro,POINT (-58.4177940524362 -34.6009589251301),ALMAGRO
-58.4175077334829,-34.5988776835129,R099,347.0,BULNES@TUCUMAN,Macrocentro,POINT (-58.4175077334829 -34.5988776835129),ALMAGRO
-58.4206097083023,-34.6006989329316,R099,344.0,GUARDIA VIEJA@MEDRANO,Macrocentro,POINT (-58.4206097083023 -34.6006989329316),ALMAGRO
-58.4161433288645,-34.6004529350793,R099,353.0,"LAVALLE@BRAVO, MARIO",Macrocentro,POINT (-58.4161433288645 -34.6004529350793),ALMAGRO
-58.4190034319232,-34.5995402257438,R099,346.0,"LAVALLE@SALGUERO, JERONIMO",Macrocentro,POINT (-58.4190034319232 -34.5995402257438),ALMAGRO
-58.4142348775854,-34.5967707824378,R100,360.0,"BILLINGHURST@CABRERA, JOSE A.",Macrocentro,POINT (-58.4142348775854 -34.5967707824378),RECOLETA
-58.411918831979,-34.5980030577628,R100,364.0,CORDOBA@GALLO,Macrocentro,POINT (-58.411918831979 -34.5980030577628),RECOLETA
-58.4132525679176,-34.5979487441089,R100,357.0,CORDOBA@SANCHEZ DE BUSTAMANTE,Macrocentro,POINT (-58.4132525679176 -34.5979487441089),RECOLETA
-58.4116198613635,-34.596255893595,R100,368.0,GALLO@SOLER,Macrocentro,POINT (-58.4116198613635 -34.596255893595),RECOLETA
-58.4149301623323,-34.5996003211375,R100,355.0,TUCUMAN@BILLINGHURST,Macrocentro,POINT (-58.4149301623323 -34.5996003211375),ALMAGRO
-58.4160005075329,-34.5978547523678,R101,354.0,"BRAVO, MARIO@CORDOBA",Macrocentro,POINT (-58.4160005075329 -34.5978547523678),PALERMO
-58.4167462199638,-34.5955383964964,R101,359.0,BULNES@GORRITI,Macrocentro,POINT (-58.4167462199638 -34.5955383964964),PALERMO
-58.4155178351043,-34.5967129731192,R101,358.0,"CABRERA, JOSE A.@BRAVO, MARIO",Macrocentro,POINT (-58.4155178351043 -34.5967129731192),PALERMO
-58.4187247131404,-34.5965640948556,R101,350.0,"CABRERA, JOSE A.@SALGUERO, JERONIMO",Macrocentro,POINT (-58.4187247131404 -34.5965640948556),PALERMO
-58.4201627056833,-34.5977631726092,R101,348.0,CORDOBA@MEDRANO,Macrocentro,POINT (-58.4201627056833 -34.5977631726092),PALERMO
-58.409623643449,-34.5956625532946,R102,370.0,AGUERO@PARAGUAY,Macrocentro,POINT (-58.409623643449 -34.5956625532946),RECOLETA
-58.4121208035189,-34.5928756883262,R102,381.0,"BILLINGHURST@MANSILLA, LUCIO NORBERTO, GRAL.",Macrocentro,POINT (-58.4121208035189 -34.5928756883262),RECOLETA
-58.4127440327861,-34.5936942872105,R102,361.0,BILLINGHURST@PARAGUAY,Macrocentro,POINT (-58.4127440327861 -34.5936942872105),RECOLETA
-58.4123908456426,-34.5917508963719,R102,382.0,"CHARCAS@DIAZ, CNEL.",Macrocentro,POINT (-58.4123908456426 -34.5917508963719),PALERMO
-58.410329887334,-34.5939298331384,R102,369.0,"GALLO@MANSILLA, LUCIO NORBERTO, GRAL.",Macrocentro,POINT (-58.410329887334 -34.5939298331384),RECOLETA
-58.4143936645809,-34.594054049298,R103,374.0,"DIAZ, CNEL.@SOLER",Macrocentro,POINT (-58.4143936645809 -34.594054049298),PALERMO
-58.4161006209604,-34.5927439574362,R103,371.0,EL SALVADOR@BULNES,Macrocentro,POINT (-58.4161006209604 -34.5927439574362),PALERMO
-58.4180564952886,-34.5927732816307,R103,351.0,"EL SALVADOR@SALGUERO, JERONIMO",Macrocentro,POINT (-58.4180564952886 -34.5927732816307),PALERMO
-58.4195675658403,-34.594138737557,R103,349.0,HONDURAS@MEDRANO,Macrocentro,POINT (-58.4195675658403 -34.594138737557),PALERMO
-58.4169243783557,-34.5921299489185,R103,373.0,SOLER@VIDT,Macrocentro,POINT (-58.4169243783557 -34.5921299489185),PALERMO
-58.4151526519043,-34.5917737652332,R104,372.0,BULNES@PARAGUAY,Macrocentro,POINT (-58.4151526519043 -34.5917737652332),PALERMO
-58.4147213667364,-34.5899107755826,R104,378.0,CHARCAS@VIDT,Macrocentro,POINT (-58.4147213667364 -34.5899107755826),PALERMO
